TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,social_left,Left_Exp,Right_Exp,ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,Loading_25.started,text_25.started,text_0.stopped,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,Loading_100.stopped,text_100.stopped,syncing_text.stopped,Transparent.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,responses.keys,responses.rt,ITI_text.started,ITI_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.635580667061731,11.635580667061731,space,0.956285250140354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.604398500174284,12.604398500174284,space,0.33974941610358655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,12.982613625004888,15.975309625035152,15.975309625035152,15.975309625035152,15.980415250174701,17.21434433409013,17.21434433409013,17.219005250139162,18.4640552920755,18.4640552920755,18.4640552920755,18.4640552920755,19.70319312508218,19.70319312508218,19.709141167113557,19.709141167113557,20.951455750036985,20.951455750036985,20.964266292052343,20.964266292052343,22.21437583398074,22.21437583398074,22.240899000084028,22.240899000084028,22.240899000084028,22.240899000084028,22.240899000084028,22.240899000084028,space,0.3017375839408487,22.827140084002167,22.827140084002167,22.827140084002167,25.570346834138036,30.571103458991274,30.571103458991274,33.564098209142685,33.564098209142685,space,0.6486150408163667,3,None,5,None,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,34.41554095898755,34.41554095898755,34.41554095898755,37.26902045914903,42.26397187495604,42.26397187495604,45.26616629213095,45.26616629213095,space,0.5543467921670526,3,None,5,None,42.26397187495604,45.26616629213095,45.26616629213095,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,46.00946958409622,46.00946958409622,46.00946958409622,48.85611562500708,53.97390737500973,53.97390737500973,56.86787679209374,56.86787679209374,space,1.4973596658091992,3,None,5,None,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,58.52657633414492,58.52657633414492,58.52657633414492,61.41007479210384,66.40235929214396,66.40235929214396,69.40307225007564,69.40307225007564,space,1.0188623329158872,3,None,5,None,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Rearranging furniture in your house,Going to a carnival with friends,4,0.01,0.01,green,0,1,1,0,4,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,70.60361729213037,70.60361729213037,70.60361729213037,73.4564416250214,78.46006991714239,78.46006991714239,,,None,,,,,,,,,81.45444125006907,81.45444125006907,space,125.05118512478657,206.52205204218626,206.52205204218626,space,0.5778730830643326,207.15595941711217,207.15595941711217,207.15595941711217,207.15595941711217,207.15595941711217,1,0.7452205000445247,217.12469800002873,221.13200412504375,101,001,2024-01-03_20h26.59.925,RejectionTask_OneLoop,2022.2.1,59.649514477656396,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.13200412504375,221.13200412504375,221.13200412504375,221.13200412504375,221.13200412504375,,,,,,,,,,,
