TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,Loading_100.stopped,text_100.stopped,syncing_text.stopped,Transparent.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,waiting_text.stopped,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,Left_Experience.stopped,Right_Experience.stopped,Left_Price.stopped,Right_Price.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10.70879108295776,10.70879108295776,space,0.395575333153829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.124015499837697,11.124015499837697,space,0.42314854194410145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11.59055916685611,14.582176707917824,14.582176707917824,14.582176707917824,14.597695749951527,15.828105499967933,15.828105499967933,15.828105499967933,17.065017041983083,17.065017041983083,17.07180391694419,17.07180391694419,18.318784749833867,18.318784749833867,18.323755707824603,18.323755707824603,19.564731082879007,19.564731082879007,19.572067332919687,19.572067332919687,20.81419016700238,20.81419016700238,20.858109332853928,20.858109332853928,20.858109332853928,20.858109332853928,20.858109332853928,20.858109332853928,space,0.7838700010906905,21.89013862493448,21.89013862493448,21.89013862493448,24.661522707901895,29.664084332995117,29.664084332995117,29.664084332995117,32.65901312488131,32.65901312488131,space,1.0697620010469109,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,33.937611541943625,33.937611541943625,33.937611541943625,36.79094266681932,,41.7895604998339,41.7895604998339,44.78713245783001,44.78713245783001,space,0.46729375096037984,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,45.45734466682188,45.45734466682188,45.45734466682188,48.310425458010286,,53.30388020793907,53.30388020793907,56.29399724979885,56.29399724979885,space,2.8096054170746356,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,59.268752249889076,59.268752249889076,59.268752249889076,62.15926599991508,,67.15342487487942,67.15342487487942,70.13946024980396,70.13946024980396,space,0.44187479210086167,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h47.18.626,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,70.77017799997702,70.77017799997702,70.77017799997702,73.62847837479785,,78.62167741684243,78.62167741684243,,,None,,,,,,81.61753566679545,81.61753566679545,space,0.551156000001356,82.18374266684987,82.18374266684987,space,0.41099400096572936,82.7004069997929,82.7004069997929,82.7004069997929,82.7004069997929,82.7004069997929,92.69804362487048,92.69804362487048,92.69804362487048,92.69804362487048,,,,,,,
