TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.112156708026305,11.112156708026305,space,0.7661027498543262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.903102624928579,11.903102624928579,space,0.4433074581902474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.37634304095991,15.360685874940827,15.360685874940827,15.360685874940827,15.375014249933884,16.59978429111652,16.604984000092372,16.604984000092372,17.85006287507713,17.85006287507713,17.858027915935963,17.858027915935963,19.09502845793031,19.09502845793031,19.116301374975592,19.116301374975592,20.358313291100785,20.358313291100785,20.358313291100785,20.358313291100785,21.624806582927704,21.624806582927704,21.624806582927704,21.624806582927704,21.624806582927704,21.624806582927704,21.624806582927704,21.624806582927704,space,0.3283558750990778,22.200793124968186,22.200793124968186,22.200793124968186,24.994553791126236,29.99359833309427,29.99359833309427,33.003982458030805,33.003982458030805,space,1.2715984578244388,3,None,5,None,,,,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,34.471103915944695,34.471103915944695,34.471103915944695,37.33040754101239,42.330465957988054,42.330465957988054,45.3218051251024,45.3218051251024,space,0.7131924577988684,3,None,5,None,,,,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,46.22987266606651,46.22987266606651,46.22987266606651,49.060921374941245,54.066949875094,54.066949875094,57.061192041030154,57.061192041030154,space,0.824260083027184,3,None,5,None,54.066949875094,57.061192041030154,57.061192041030154,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,58.05515637504868,58.05515637504868,58.05515637504868,60.93190862494521,65.92758245812729,65.92758245812729,68.91543287504464,68.91543287504464,space,1.9921963750384748,3,None,5,None,,68.91543287504464,68.91543287504464,,,,,,,,,101,001,2023-12-22_15h39.58.954,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,71.09340987494215,71.09340987494215,71.09340987494215,73.93320083292201,78.9285909999162,78.9285909999162,,,None,,,,,,78.9285909999162,81.94422379112802,81.94422379112802,81.94422379112802,81.94422379112802,space,0.8899018750526011,82.84511204110458,82.84511204110458,space,0.3975642090663314,,,,,,,
