TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,Loading_100.stopped,text_100.stopped,syncing_text.stopped,Transparent.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,10.272230749949813,10.272230749949813,space,0.5976371672004461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,10.877532791811973,10.877532791811973,space,0.4103808330837637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,11.317457916913554,14.30742787499912,14.30742787499912,14.30742787499912,14.315340166911483,15.554226416861638,15.554226416861638,15.554226416861638,16.79728608392179,16.79728608392179,16.79728608392179,16.79728608392179,18.044740999815986,18.044740999815986,18.05302608385682,18.05302608385682,19.29468220891431,19.29468220891431,19.30229099979624,19.30229099979624,20.54018595884554,20.54018595884554,20.565695124911144,20.565695124911144,20.565695124911144,20.565695124911144,20.565695124911144,20.565695124911144,space,0.47759849997237325,21.31049779197201,21.31049779197201,21.31049779197201,24.061208250001073,29.078005874995142,29.078005874995142,32.06986679183319,32.06986679183319,space,3.0036430000327528,3,None,5,None,,,,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,35.32288174983114,35.32288174983114,35.32288174983114,38.12694308394566,43.12144641694613,43.12144641694613,46.120085624977946,46.120085624977946,space,0.6466394579038024,3,None,5,None,43.12144641694613,46.120085624977946,46.120085624977946,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,46.95913124992512,46.95913124992512,46.95913124992512,49.81550687481649,54.81458870880306,54.81458870880306,57.80160270887427,57.80160270887427,space,0.9564415421336889,3,None,5,None,,,,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,58.919635083992034,58.919635083992034,58.919635083992034,61.79048779187724,66.78382020886056,66.78382020886056,69.77640287484974,69.77640287484974,space,0.7949217499699444,3,None,5,None,66.78382020886056,69.77640287484974,69.77640287484974,,,,,,,,,101,001,2023-12-22_15h06.02.487,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,70.74960866686888,70.74960866686888,70.74960866686888,73.62838474987075,78.59976041689515,78.59976041689515,,,None,,,,,,,81.59059104183689,81.59059104183689,81.59059104183689,81.59059104183689,space,0.3133281250484288,81.918402625015,81.918402625015,space,1.0986565840430558,,,,,,,
