TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,Loading_25.started,text_25.started,text_0.stopped,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,responses.keys,responses.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.070379750104621,11.070379750104621,space,0.9458577090408653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.032702083000913,12.032702083000913,space,0.16111983312293887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,12.228453000076115,15.226677250117064,15.226677250117064,15.226677250117064,15.234716082923114,16.463294208049774,16.463294208049774,16.46942220791243,17.711760666919872,17.711760666919872,17.711760666919872,17.711760666919872,18.953426042106003,18.953426042106003,18.958805750124156,18.958805750124156,20.203425332903862,20.203425332903862,20.20877895806916,20.20877895806916,21.453795708017424,21.453795708017424,21.494428457925096,21.494428457925096,21.494428457925096,21.494428457925096,space,0.9469999999273568,22.7434672920499,22.7434672920499,22.7434672920499,25.470721832942218,30.47613991703838,30.47613991703838,33.473595707910135,33.473595707910135,space,0.5751422920729965,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,34.256016541970894,34.256016541970894,34.256016541970894,37.12360324990004,42.10530858300626,42.10530858300626,45.104529957985505,45.104529957985505,space,3.0409633750095963,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,48.336837582988665,48.336837582988665,48.336837582988665,51.19439237494953,56.18834708305076,56.18834708305076,59.183373583015054,59.183373583015054,space,0.5386570838745683,3,None,5,None,59.183373583015054,59.183373583015054,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,59.871659042080864,59.871659042080864,59.871659042080864,62.7572560000699,67.76222133310512,67.76222133310512,70.74960308312438,70.74960308312438,space,0.5904466260690242,3,None,5,None,,,,,,,,,,,,,,,,,,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Rearranging furniture in your house,Going to a carnival with friends,0.01,0.01,green,0,1,1,0,4,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,71.53043970791623,71.53043970791623,71.53043970791623,74.39088691701181,79.38363512512296,79.38363512512296,,,None,,,,,,,,82.38946037506685,82.38946037506685,space,1.0266362091060728,83.4263262921013,83.4263262921013,space,0.3365822499617934,83.8843748329673,83.8843748329673,83.8843748329673,83.8843748329673,83.8843748329673,1,0.8505339589901268,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Watching a new episode of a television show,Having a picnic with family,0.02,0.01,green,1,0,0,0,4,4,4,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.79430262511596,93.79430262511596,93.79430262511596,93.79430262511596,93.79430262511596,1,2.6223862499464303,101,001,2023-12-22_16h59.31.389,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.79570295801386,103.79570295801386,103.79570295801386,103.79570295801386,103.79570295801386,,,,,,,,,
