TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,social_left,Left_Exp,Right_Exp,ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,Match_text.stopped,syncing_text.started,text_0.started,Transparent.started,Loading_25.started,text_25.started,text_0.stopped,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_100.started,text_100.started,Loading_75.stopped,text_75.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,responses.keys,responses.rt,ITI_text.started,ITI_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.215274582849815,10.215274582849815,space,3.210994957946241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.454829790862277,13.454829790862277,space,0.2697695419192314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,13.764986875001341,16.765869499882683,16.765869499882683,16.765869499882683,16.765869499882683,18.001432582968846,18.001432582968846,18.00710624991916,19.24273704085499,19.24273704085499,19.24273704085499,19.24273704085499,20.485468999948353,20.485468999948353,20.505853333044797,20.505853333044797,21.745912374928594,21.745912374928594,21.751665249932557,21.751665249932557,22.992163207847625,22.992163207847625,23.034998832968995,23.034998832968995,23.034998832968995,23.034998832968995,space,0.4882194160018116,23.781588290818036,23.781588290818036,23.781588290818036,26.54794891597703,31.549605207983404,31.549605207983404,34.5370010829065,34.5370010829065,space,1.6226930827833712,3,None,5,None,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,36.372114040888846,36.372114040888846,36.372114040888846,39.225443499861285,44.22059541591443,44.22059541591443,47.232001249911264,47.232001249911264,space,1.178647791966796,3,None,5,None,,,,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,48.666443082969636,48.666443082969636,48.666443082969636,51.44590670801699,56.44332683295943,56.44332683295943,59.44404791598208,59.44404791598208,space,1.357950999867171,3,None,5,None,56.44332683295943,59.44404791598208,59.44404791598208,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,60.96566604101099,60.96566604101099,60.96566604101099,63.829846165841445,68.82807016582228,68.82807016582228,71.82078895787708,71.82078895787708,space,2.6267501250840724,3,None,5,None,68.82807016582228,71.82078895787708,71.82078895787708,,,,,,,,,,,,,,,,,,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Rearranging furniture in your house,Going to a carnival with friends,4,0.01,0.01,green,0,1,1,0,4,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,74.63456262485124,74.63456262485124,74.63456262485124,77.48340033297427,82.47853891598061,82.47853891598061,,,None,,,,,,,85.47302862489596,85.47302862489596,85.47302862489596,85.47302862489596,space,6.052887333091348,91.53537304094061,91.53537304094061,space,12.725502584129572,104.31294895801693,104.31294895801693,104.31294895801693,104.31294895801693,104.31294895801693,2,0.9031360840890557,105.22398749995045,109.23340595792979,101,001,2024-01-03_21h49.35.121,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.23340595792979,109.23340595792979,109.23340595792979,109.23340595792979,109.23340595792979,1,0.8276407909579575,110.06831262493506,,,,,,,,
