TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,Loading_100.stopped,text_100.stopped,syncing_text.stopped,Transparent.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,responses.keys,responses.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10.267471000086516,10.267471000086516,space,0.6524906249251217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92825400014408,10.92825400014408,space,0.23735520779155195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,11.198280333075672,14.184347125003114,14.184347125003114,14.184347125003114,14.189445125171915,15.426768958102912,15.426768958102912,15.426768958102912,16.669453791109845,16.669453791109845,16.68286337517202,16.68286337517202,17.919543375028297,17.919543375028297,17.93249191599898,17.93249191599898,19.16950604110025,19.16950604110025,19.182753290981054,19.182753290981054,20.41949374997057,20.41949374997057,20.44694275013171,20.44694275013171,20.44694275013171,20.44694275013171,20.44694275013171,20.44694275013171,space,0.3358138338662684,21.029402708169073,21.029402708169073,21.029402708169073,23.817325165960938,28.822075332980603,28.822075332980603,31.810753416037187,31.810753416037187,space,0.5305286669172347,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,32.55429033306427,32.55429033306427,32.55429033306427,35.41214554104954,40.41287791612558,40.41287791612558,43.40148833300918,43.40148833300918,space,0.3348620419856161,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,43.91777883307077,43.91777883307077,43.91777883307077,46.76985887507908,51.765081958146766,51.765081958146766,54.76444308296777,54.76444308296777,space,0.3347496250644326,3,None,5,None,51.765081958146766,54.76444308296777,54.76444308296777,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,55.26233712513931,55.26233712513931,55.26233712513931,58.150274249957874,63.14568762504496,63.14568762504496,66.1359097501263,66.1359097501263,space,0.5146500419359654,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Rearranging furniture in your house,Going to a carnival with friends,0.01,0.01,green,0,1,1,0,4,4,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,66.84414370800368,66.84414370800368,66.84414370800368,69.68700816598721,74.67996391607448,74.67996391607448,,,None,,,,,,74.67996391607448,77.68439979106188,77.68439979106188,77.68439979106188,77.68439979106188,space,0.8949026670306921,78.59916595811956,78.59916595811956,space,0.7201381251215935,79.43719729105942,79.43719729105942,79.43719729105942,79.43719729105942,79.43719729105942,1,1.0642944581340998,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Watching a new episode of a television show,Having a picnic with family,0.02,0.01,green,1,0,0,0,4,4,4,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.52484637498856,80.52484637498856,80.52484637498856,80.52484637498856,80.52484637498856,2,1.1769090839661658,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,"Painting your bedroom
a new color",Having a romantic dinner with a significant other,0.03,0.01,green,1,0,0,0,4,4,4,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.72400708310306,81.72400708310306,81.72400708310306,81.72400708310306,81.72400708310306,1,1.0985775841400027,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
5,Alex,Neutral,Participant_Images/101/101_Images/101_Image_3.jpg,liked,2.455989137,0,Playing with a pet,Studying abroad with friends,0.04,0.01,green,1,0,0,0,4,4,4,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.83895674999803,82.83895674999803,82.83895674999803,82.83895674999803,82.83895674999803,2,1.0521809170022607,101,001,2023-12-22_15h58.01.727,RejectionTask_OneLoop,2022.2.1,59.42631323598338,
