Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.563465042039752,9.563465042039752,space,1.59931750013493,,,,,101,001,2023-12-21_23h24.44.111,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
,,,,11.174048125045374,11.174048125045374,space,0.6404729587957263,101,001,2023-12-21_23h24.44.111,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
