TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,waiting_text.stopped,displayfeedback_text.started,fdbkimage_image.started,displayfeedback_text.stopped,fdbkimage_image.stopped,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,10.662088084034622,10.662088084034622,space,0.34074241598136723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,11.008708959212527,11.008708959212527,space,0.5149534170050174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,11.549569291993976,14.533547875005752,14.533547875005752,14.533547875005752,14.538215375039726,15.785559709183872,15.785559709183872,15.785559709183872,17.035834917100146,17.035834917100146,17.035834917100146,17.035834917100146,18.27915345900692,18.27915345900692,18.286085875006393,18.286085875006393,19.522550959140062,19.522550959140062,19.536551667144522,19.536551667144522,20.799618042074144,20.799618042074144,20.799618042074144,20.799618042074144,20.799618042074144,20.799618042074144,20.799618042074144,20.799618042074144,space,0.35413099988363683,21.378251834074035,21.378251834074035,21.378251834074035,24.16463362518698,29.16932341712527,29.16932341712527,29.16932341712527,32.159815167076886,32.159815167076886,32.159815167076886,32.159815167076886,space,0.3618703340180218,3,None,5,None,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,32.723445292096585,32.723445292096585,32.723445292096585,35.57225687499158,40.56409945921041,40.56409945921041,40.56409945921041,43.561051917029545,43.561051917029545,43.561051917029545,43.561051917029545,space,0.4682172080501914,3,None,5,None,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,44.22235433408059,44.22235433408059,44.22235433408059,47.06552170915529,,52.069298250135034,52.069298250135034,,,55.067301750183105,55.067301750183105,space,0.4598872500937432,3,None,5,None,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,55.687753084115684,55.687753084115684,55.687753084115684,58.57393175014295,,63.56730104214512,63.56730104214512,,,66.56105233402923,66.56105233402923,space,0.35381412506103516,3,None,5,None,,,,,,,,,101,001,2023-12-22_15h30.53.901,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,67.13206208404154,67.13206208404154,67.13206208404154,69.93952850019559,74.93561591720209,74.93561591720209,74.93561591720209,77.93013600003906,77.93013600003906,,,None,,,,,,77.93013600003906,77.93013600003906,space,24.894899666076526,102.8363113340456,102.8363113340456,space,0.6852441660594195,,,,,,,
