TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,displayfeedback_text.stopped,fdbkimage_image.stopped,waiting_text.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,Left_Experience.stopped,Right_Experience.stopped,Left_Price.stopped,Right_Price.stopped,responses.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61116720805876,9.61116720805876,space,2.3473475421778858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.984834583010525,11.984834583010525,space,0.273229582933709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12.2849550829269,15.271330417133868,15.271330417133868,15.271330417133868,15.284214416984469,16.517442875076085,16.52522383304313,16.52522383304313,17.785179750062525,17.785179750062525,17.785179750062525,17.785179750062525,19.025032042060047,19.025032042060047,19.025032042060047,19.025032042060047,20.27553387498483,20.27553387498483,20.27553387498483,20.27553387498483,21.519268207950518,21.519268207950518,21.545377917122096,21.545377917122096,21.545377917122096,21.545377917122096,21.545377917122096,21.545377917122096,space,0.2836293331347406,22.11673495802097,22.11673495802097,22.11673495802097,24.853299041977152,29.866727750049904,29.866727750049904,32.85797583311796,32.85797583311796,space,2.5315982091706246,3,None,5,None,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,35.606662791920826,35.606662791920826,35.606662791920826,38.45204879203811,43.44945762492716,43.44945762492716,46.44967474997975,46.44967474997975,space,0.45856404094956815,3,None,5,None,46.44967474997975,46.44967474997975,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,47.089607458096,47.089607458096,47.089607458096,49.93917154194787,54.93547537503764,54.93547537503764,57.92466366710141,57.92466366710141,space,0.35253400006331503,3,None,5,None,57.92466366710141,57.92466366710141,54.93547537503764,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,58.426929250126705,58.426929250126705,58.426929250126705,61.309749375097454,66.31621783296578,66.31621783296578,69.31453612493351,69.31453612493351,space,0.42417154111899436,3,None,5,None,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h13.10.678,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,69.92522662505507,69.92522662505507,69.92522662505507,72.78057733294554,77.79227899992839,77.79227899992839,,,None,,,,,,,,,80.78225912502967,80.78225912502967,space,0.03290683403611183,80.83382641710341,80.83382641710341,space,1.3689721669070423,82.24750887509435,82.24750887509435,82.24750887509435,82.24750887509435,82.24750887509435,92.24635262507945,92.24635262507945,92.24635262507945,92.24635262507945,92.24635262507945,,,,,,,
