TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,Loading_25.started,text_25.started,text_0.stopped,Loading_25.stopped,text_25.stopped,Loading_50.started,text_50.started,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,responses.keys,responses.rt,ITI_text.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.690485417144373,11.690485417144373,space,3.009583417791873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.706913208123296,14.706913208123296,space,0.3464935419615358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,15.085865083150566,18.080603083129972,18.080603083129972,18.080603083129972,18.084215042181313,19.32348670810461,19.32348670810461,19.33208483317867,20.565215333132073,20.565215333132073,20.569872667081654,20.569872667081654,21.809799417154863,21.809799417154863,21.824544625123963,21.824544625123963,23.07340195798315,23.07340195798315,23.07340195798315,23.07340195798315,24.341199500020593,24.341199500020593,24.341199500020593,24.341199500020593,24.341199500020593,24.341199500020593,24.341199500020593,24.341199500020593,space,0.7889808749314398,25.397399832960218,25.397399832960218,25.397399832960218,28.16373929195106,33.155401166994125,33.155401166994125,36.1461351250764,36.1461351250764,space,1.232900250935927,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,37.57634145813063,37.57634145813063,37.57634145813063,40.427473083138466,45.42637729202397,45.42637729202397,48.417691042181104,48.417691042181104,space,0.9061782089993358,3,None,5,None,48.417691042181104,48.417691042181104,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,49.51902383309789,49.51902383309789,49.51902383309789,52.36988850007765,57.3646945420187,57.3646945420187,60.36586437514052,60.36586437514052,space,0.8843802090268582,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,61.41184650012292,61.41184650012292,61.41184650012292,64.30778179201297,69.28374812495895,69.28374812495895,72.28988387505524,72.28988387505524,space,1.2100450838916004,3,None,5,None,,,,,,,,,,,,,,,,,,,101,001,2023-12-23_16h08.47.109,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,73.68941700016148,73.68941700016148,73.68941700016148,76.53847762499936,81.54182100016624,81.54182100016624,,,None,,,,,,,,84.54404379217885,84.54404379217885,space,1.090057959081605,85.66340729198419,85.66340729198419,space,0.6760317508596927,86.48717708303593,86.48717708303593,86.48717708303593,86.48717708303593,86.48717708303593,1,0.8100075419060886,,,,,,,,
