Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.136592542054132,9.136592542054132,space,0.8111597090028226,,,,,101,001,2023-12-21_23h37.06.045,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
,,,,9.95655995910056,9.95655995910056,space,0.27767350105568767,101,001,2023-12-21_23h37.06.045,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
