TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,startWTPloop.thisRepN,startWTPloop.thisTrialN,startWTPloop.thisN,startWTPloop.thisIndex,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,social_left,Left_Exp,Right_Exp,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,syncing_text.started,text_0.started,Transparent.started,Match_text.stopped,text_0.stopped,Loading_25.started,text_25.started,Loading_50.started,text_50.started,Loading_25.stopped,text_25.stopped,Loading_50.stopped,text_50.stopped,Loading_75.started,text_75.started,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,waiting_text.stopped,displayfeedback_text.stopped,fdbkimage_image.stopped,WTP_ins_text1.started,WTP_ins_keys1.started,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_text2.started,WTP_ins_keys2.started,WTP_ins_keys2.keys,WTP_ins_keys2.rt,Left_Experience.started,Right_Experience.started,Left_Price.started,Right_Price.started,responses.started,Left_Experience.stopped,Right_Experience.stopped,Left_Price.stopped,Right_Price.stopped,responses.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.584659792017192,9.584659792017192,space,0.537220582831651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.131339208921418,10.131339208921418,space,0.17278166604228318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
1,Alex,Neutral,Participant_Images/101/101_Images/101_Image_24.jpg,did not like,3.613205605,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10.343289375072345,13.323874708963558,13.323874708963558,13.323874708963558,13.344544416991994,14.571193542098626,14.595965083921328,14.595965083921328,15.825701833935454,15.825701833935454,15.844743750058115,15.844743750058115,17.08083637501113,17.08083637501113,17.08083637501113,17.08083637501113,18.321849833941087,18.321849833941087,18.321849833941087,18.321849833941087,19.589513417100534,19.589513417100534,19.589513417100534,19.589513417100534,19.589513417100534,19.589513417100534,19.589513417100534,19.589513417100534,space,0.24162295809946954,20.099860084010288,20.099860084010288,20.099860084010288,22.845220792107284,27.853802541969344,27.853802541969344,30.855318875052035,30.855318875052035,space,0.9066334161907434,3,None,5,None,,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
2,Alex,Neutral,Participant_Images/101/101_Images/101_Image_9.jpg,did not like,4.988446431,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,31.96383145893924,31.96383145893924,31.96383145893924,34.81893091695383,39.82193704205565,39.82193704205565,42.822934709023684,42.822934709023684,space,0.5890617498662323,3,None,5,None,39.82193704205565,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
3,Alex,Neutral,Participant_Images/101/101_Images/101_Image_4.jpg,liked,3.470791822,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,43.59752233396284,43.59752233396284,43.59752233396284,46.43948583398014,51.43957916693762,51.43957916693762,54.436824375065044,54.436824375065044,space,1.2155218340922147,3,None,5,None,51.43957916693762,,,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
4,Alex,Neutral,Participant_Images/101/101_Images/101_Image_1.jpg,liked,3.820572462,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,55.803569209063426,55.803569209063426,55.803569209063426,58.68200662499294,63.674212666926906,63.674212666926906,66.6645558339078,66.6645558339078,space,0.18323395890183747,3,None,5,None,63.674212666926906,66.6645558339078,66.6645558339078,,,,,,,,,,,,,,,,,,,101,001,2023-12-22_21h16.46.647,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,67.04031662503257,67.04031662503257,67.04031662503257,69.88548066699877,74.88428245903924,74.88428245903924,,,None,,,,,,74.88428245903924,77.87609145906754,77.87609145906754,77.87609145906754,77.87609145906754,space,1.0314101672265679,78.92442641709931,78.92442641709931,space,0.4713382921181619,79.44221816700883,79.44221816700883,79.44221816700883,79.44221816700883,79.44221816700883,89.44437237503007,89.44437237503007,89.44437237503007,89.44437237503007,89.44437237503007,,,,,,,
