Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,participant,session,date,expName,psychopyVersion,frameRate,
9.908288958016783,9.908288958016783,space,0.4998082930687815,,,,,101,001,2023-12-21_23h36.14.021,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
,,,,10.432366499910131,10.432366499910131,space,0.49914483400061727,101,001,2023-12-21_23h36.14.021,RejectionTask_OneLoop_Socicl_Experiences_NewNew,2022.2.1,None,
