endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,2.2663,0,4,4,4,1,Taking naps in my spare time,Going to the pet store with my dog and walk her around the store,0.05,0.01,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.08,5.92,,0,4,4,4,1,5,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_4.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.601,NAN,,NAN,0.08,5.92,,0,5,5,5,1,6,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_24.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.5897,NAN,,NAN,0.08,5.92,,0,6,6,6,1,7,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.3527,NAN,,NAN,0.08,5.92,,0,7,7,7,1,8,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_17.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.7833,NAN,,NAN,0.08,5.92,,0,8,8,8,1,9,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_13.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,6,,,,,,space,245.9045,space,1.1197,0.01,1,1.0651,0,0,0,0,1,Cooking for myself,Going to the pet store with my dog and walk her around the store,0.01,0.02,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,2.2514,0,1,1,1,1,Going to the local parks for walks,Playing disc golf at the local park with my friends,0.02,0.02,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.03,1,2.6309,0,2,2,2,1,Relaxing beside the pool,Watching soccer games at the nearby professional soccer stadium,0.03,0.02,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.04,1,3.667,0,3,3,3,1,Going to the local parks for walks,Cooking new meals that my friends haven't tried before,0.04,0.02,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.05,1,2.58,0,4,4,4,1,Driving around town when the weather is nice,Going out and try new restaurants with friends.,0.05,0.02,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.23,5.77,,0,9,9,9,1,10,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_21.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0024,NAN,,NAN,0.23,5.77,,0,10,10,10,1,11,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_20.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,3.9651,NAN,,NAN,0.23,5.77,,0,11,11,11,1,12,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_7.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0628,NAN,,NAN,0.23,5.77,,0,12,12,12,1,13,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_5.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.4092,NAN,,NAN,0.23,5.77,,0,13,13,13,1,14,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_8.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,11,,,,,,space,1.3585,space,1.3492,0.01,1,1.3852,0,0,0,0,1,Taking naps in my spare time,Cooking new meals that my friends haven't tried before,0.01,0.03,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0.03,2,2.1274,0,1,1,1,1,Cooking for myself,Watching soccer games at the nearby professional soccer stadium,0.02,0.03,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,1,3.7242,0,2,2,2,1,Getting chores done,Drawing with my younger siblings,0.03,0.03,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.03,2,2.8651,0,3,3,3,1,Relaxing beside the pool,Going to concerts with other people,0.04,0.03,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.05,1,4.7016,0,4,4,4,1,Eating dinner on my own listening to podcasts,Watching soccer games at the nearby professional soccer stadium,0.05,0.03,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.38,5.62,,0,14,14,14,1,15,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_14.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.6471,NAN,,NAN,0.38,5.62,,0,15,15,15,1,16,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_12.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,9.543,NAN,,NAN,0.38,5.62,,0,16,16,16,1,17,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_25.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.1759,NAN,,NAN,0.38,5.62,,0,17,17,17,1,18,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_3.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,6.4148,NAN,,NAN,0.38,5.62,,0,18,18,18,1,19,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,16,,,,,,space,5.4823,space,2.1697,0.04,2,1.2538,0,0,0,0,1,Eating dinner on my own listening to podcasts,Going to the museum with my family,0.01,0.04,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.02,1,9.3598,0,1,1,1,1,Going to the local parks for walks,Going to NFL games with my significant other,0.02,0.04,8.8,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,1.4878,0,2,2,2,1,Driving around town when the weather is nice,Cooking new meals that my friends haven't tried before,0.03,0.04,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,1,2.1369,0,3,3,3,1,Watching movies at the cinema alone,Watching soccer games at the nearby professional soccer stadium,0.04,0.04,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,1.3215,0,4,4,4,1,Taking naps in my spare time,Watching soccer games at the nearby professional soccer stadium,0.05,0.04,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.55,5.45,,0,19,19,19,1,20,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_23.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0669,NAN,,NAN,0.55,5.45,,0,20,20,20,1,21,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_2.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,11.1735,NAN,,NAN,0.55,5.45,,0,21,21,21,1,22,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_22.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0312,NAN,,NAN,0.55,5.45,,0,22,22,22,1,23,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_19.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.1058,NAN,,NAN,0.55,5.45,,0,23,23,23,1,24,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_6.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,21,,,,,,space,19.6763,space,0.862,0.01,1,1.7095,0,0,0,0,1,Cooking for myself,Going out and try new restaurants with friends.,0.01,0.05,8.8,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.05,2,1.849,0,1,1,1,1,Eating dinner on my own listening to podcasts,Drawing with my younger siblings,0.02,0.05,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,1.9721,0,2,2,2,1,Cooking for myself,Going to the lake to relax with my good friends,0.03,0.05,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.04,1,2.6228,0,3,3,3,1,Taking naps in my spare time,Going to NFL games with my significant other,0.04,0.05,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,1,3.591,0,4,4,4,1,Eating dinner on my own listening to podcasts,Playing disc golf at the local park with my friends,0.05,0.05,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,4,,3,0.73,5.27,,0,24,24,24,1,25,Riley,Acc,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_9.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,space,6.53
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,5.8042,space,1.1324,NAN,,NAN,0.73,5.27,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_20.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,13.8588,NAN,,NAN,0.73,5.27,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_24.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.6374,NAN,,NAN,0.73,5.27,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_16.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.0938,NAN,,NAN,0.73,5.27,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_10.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,26,,,,,,space,108.3035,space,0.7828,0.01,1,0.9862,0,0,0,0,1,Eating dinner on my own listening to podcasts,Going to the lake to relax with my good friends,0.01,0.01,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.01,2,2.4993,0,1,1,1,1,Taking naps in my spare time,Going to the lake to relax with my good friends,0.02,0.01,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.03,1,1.2075,0,2,2,2,1,Getting chores done,Going to the pet store with my dog and walk her around the store,0.03,0.01,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.04,1,1.4667,0,3,3,3,1,Cooking for myself,Going to NFL games with my significant other,0.04,0.01,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.05,1,2.1773,0,4,4,4,1,Relaxing beside the pool,Cooking new meals that my friends haven't tried before,0.05,0.01,8.8,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.87,5.13,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_5.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.7978,NAN,,NAN,0.87,5.13,,0,30,30,30,1,31,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_22.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.8611,NAN,,NAN,0.87,5.13,,0,31,31,31,1,32,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_23.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.8266,NAN,,NAN,0.87,5.13,,0,32,32,32,1,33,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_17.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,5.4243,NAN,,NAN,0.87,5.13,,0,33,33,33,1,34,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_21.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,31,,,,,,space,7.7983,space,0.9816,0.01,1,1.221,0,0,0,0,1,Driving around town when the weather is nice,Going to concerts with other people,0.01,0.02,8.8,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,1.7575,0,1,1,1,1,Watching movies at the cinema alone,Going to concerts with other people,0.02,0.02,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,6.2887,0,2,2,2,1,Eating dinner on my own listening to podcasts,Going to NFL games with my significant other,0.03,0.02,4.4,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.04,1,1.5243,0,3,3,3,1,Practicing music in the house,Drawing with my younger siblings,0.04,0.02,3.3,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,2.6543,0,4,4,4,1,Cooking for myself,Going to concerts with other people,0.05,0.02,1.1,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.01,4.99,,0,34,34,34,1,35,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_3.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,
,,5c5c451500b69200011bb8bf,2024-04-15_13h39.50.249,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,17.8085,NAN,,NAN,1.01,4.99,,0,35,35,35,1,36,Charlie,Rej,Participant_Images/5c5c451500b69200011bb8bf/5c5c451500b69200011bb8bf_Images/5c5c451500b69200011bb8bf_Image_1.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,
