endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,9.3546,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,space,587.5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,space,7.1079,space,1.2659,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Acc,Participant_Images/6560aa71bf5cc31f1c99ca34/6560aa71bf5cc31f1c99ca34_Images/6560aa71bf5cc31f1c99ca34_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,space,0.7005,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Acc,Participant_Images/6560aa71bf5cc31f1c99ca34/6560aa71bf5cc31f1c99ca34_Images/6560aa71bf5cc31f1c99ca34_Image_18.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,space,1.0482,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Acc,Participant_Images/6560aa71bf5cc31f1c99ca34/6560aa71bf5cc31f1c99ca34_Images/6560aa71bf5cc31f1c99ca34_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,space,1.1825,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Acc,Participant_Images/6560aa71bf5cc31f1c99ca34/6560aa71bf5cc31f1c99ca34_Images/6560aa71bf5cc31f1c99ca34_Image_12.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,,,,,,,,,,,,,,1,,,,,,space,9.5072,space,6.0385,0.01,1,3.713,0,0,0,0,1,Hang out with friends or family at the mall on a rainy day,Read books in my room on a cloudy day,0.01,0.01,4.4,0,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,2.7943,0,1,1,1,1,Watch anime on random days with friends,Make beats on my computer in my room during the sunset,0.02,0.01,8.8,0,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,3.2742,0,2,2,2,1,Play aracde games at the arcade on the weekends with friends,Take walks in the park on a sunny day,0.03,0.01,3.3,0,,,,
,,6560aa71bf5cc31f1c99ca34,2024-10-03_12h10.33.077,WTP_SM_Choice,2022.2.1,Win32,59.17159763,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,3.097,0,3,3,3,1,Draw pictures in my room on a sunny day,Travel out of town with friends on the weekends,0.04,0.01,1.1,1,,,,
