endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,7.2831,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,space,14.1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,space,2.2138,space,1.3898,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_25.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,space,2.0015,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_10.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,space,1.2393,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_3.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,space,1.065,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_23.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,1,,,,,,space,33.5288,space,9.2752,0.01,1,1.7907,0,0,0,0,1,share reels with friends,play computer games,0.01,0.01,4.4,0,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,2.8352,0,1,1,1,1,cook for my siblings,watch a movie in my room ,0.02,0.01,8.8,0,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,1.9069,0,2,2,2,1,play musical chairs,start a book club,0.03,0.01,3.3,1,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,1.6072,0,3,3,3,1,share reels with friends,sleep in my bed,0.04,0.01,1.1,0,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,1.2301,0,4,4,4,1,eat a banana,walk to the store with friends,0.05,0.01,1.1,1,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,,,NAN,,NAN,0.07,5.93,,0,4,4,4,1,5,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_6.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6669a122ab60c120f94b3aa5,6685aa9113c938e83b4f1ea0,66c69948277b42d678ad7f0e,2024-08-21_23h05.49.900,WTP_SM_Choice,2022.2.1,Linux x86_64,29.94011976,,,,,space,0.9736,NAN,,NAN,0.07,5.93,,0,5,5,5,1,6,Charlie,Acc,Participant_Images/6669a122ab60c120f94b3aa5/6669a122ab60c120f94b3aa5_Images/6669a122ab60c120f94b3aa5_Image_18.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
