endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.3469,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,2.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,21.8006,space,1.3476,NAN,,NAN,0,6,,0,0,0,0,1,1,Alex,Acc,Participant_Images/65f54bfd77f3db0d47887b37/65f54bfd77f3db0d47887b37_Images/65f54bfd77f3db0d47887b37_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.7046,NAN,,NAN,0,6,,0,1,1,1,1,2,Alex,Acc,Participant_Images/65f54bfd77f3db0d47887b37/65f54bfd77f3db0d47887b37_Images/65f54bfd77f3db0d47887b37_Image_2.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.7571,NAN,,NAN,0,6,,0,2,2,2,1,3,Alex,Acc,Participant_Images/65f54bfd77f3db0d47887b37/65f54bfd77f3db0d47887b37_Images/65f54bfd77f3db0d47887b37_Image_8.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.554,NAN,,NAN,0,6,,0,3,3,3,1,4,Alex,Acc,Participant_Images/65f54bfd77f3db0d47887b37/65f54bfd77f3db0d47887b37_Images/65f54bfd77f3db0d47887b37_Image_3.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,6.7608,space,2.2186,0.01,2,3.9855,0,0,0,0,1,listen to music in my living room,have long talks at a coffee shop with my best friend on rainy days,0.01,0.01,4.4,1,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,5.0401,0,1,1,1,1,organize my phone apps and photos but getting sidetracked by old memories,go on random road trips with friends on sunny weekends,0.02,0.01,8.8,1,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,4.6031,0,2,2,2,1,hit up karaoke night with coworkers after a rough week,eat cereal out of the box while standing in the kitchen for way too long,0.03,0.01,3.3,0,,,,
,,65f54bfd77f3db0d47887b37,6685aa9113c938e83b4f1ea0,672c10df22a798406efdceb7,2024-11-06_20h08.10.617,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,2.8329,0,3,3,3,1,play board games with family during holiday get togethers,eat cereal out of the box while standing in the kitchen for way too long,0.04,0.01,1.1,0,,,,
