endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.96,5.04,,0,34,34,34,1,35,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_21.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8837,NAN,,NAN,0.96,5.04,,0,35,35,35,1,36,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_7.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.7871,NAN,,NAN,0.96,5.04,,0,36,36,36,1,37,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_3.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.468,NAN,,NAN,0.96,5.04,,0,37,37,37,1,38,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_22.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.185,NAN,,NAN,0.96,5.04,,0,38,38,38,1,39,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_16.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,36,,,,,,space,2.492,space,0.8322,0.03,2,2.885,0,0,0,0,1,Go to concerts with friends and family,Walk around in the park on a beautiful sunny day,0.01,0.03,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.03,2,2.1599,0,1,1,1,1,Try new bars with friends,Walk around in the park on a beautiful sunny day,0.02,0.03,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,2,1.496,0,2,2,2,1,Watch new anime with friends,Walk around in the park on a beautiful sunny day,0.03,0.03,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.04,1,4.2484,0,3,3,3,1,watch football all day on sunday during the football season and eating pizza,Barbeque with friends and family in a park,0.04,0.03,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,3.5562,0,4,4,4,1,Play video games in my room on my pc that i built,Watch sports with my friends or family,0.05,0.03,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.14,4.86,,0,39,39,39,1,40,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_9.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,3.2719,NAN,,NAN,1.14,4.86,,0,40,40,40,1,41,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_10.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.4509,NAN,,NAN,1.14,4.86,,0,41,41,41,1,42,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_15.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.4847,NAN,,NAN,1.14,4.86,,0,42,42,42,1,43,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_25.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,3.4287,NAN,,NAN,1.14,4.86,,0,43,43,43,1,44,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_17.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,41,,,,,,space,0.8283,space,0.5943,0.04,2,2.2576,0,0,0,0,1,Watch sports with my friends or family,Cook new foods that i've never attempted to make in hopes that i can perfect it,0.01,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.04,2,2.1598,0,1,1,1,1,Barbeque with friends and family in a park,Walk around in the park on a beautiful sunny day,0.02,0.04,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.04,2,3.3229,0,2,2,2,1,Go on vacation with friends and or family,Cook new foods that i've never attempted to make in hopes that i can perfect it,0.03,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,2,2.8025,0,3,3,3,1,Go on vacation with friends and or family,Try new restaraunts that i've never been to in my area,0.04,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,5.4583,0,4,4,4,1,Cook with loved ones,Watch a movie in bed while its raining outside,0.05,0.04,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.34,4.66,,0,44,44,44,1,45,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_5.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.0399,NAN,,NAN,1.34,4.66,,0,45,45,45,1,46,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_24.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8415,NAN,,NAN,1.34,4.66,,0,46,46,46,1,47,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_11.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8861,NAN,,NAN,1.34,4.66,,0,47,47,47,1,48,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_12.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.6389,NAN,,NAN,1.34,4.66,,0,48,48,48,1,49,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_13.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,46,,,,,,space,5.5589,space,1.4253,0.01,1,3.0136,0,0,0,0,1,Try new restaraunts that i've never been to in my area,Go to concerts with friends and family,0.01,0.05,8.8,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,2.6181,0,1,1,1,1,Cook new foods that i've never attempted to make in hopes that i can perfect it,Try new restaurants with friends,0.02,0.05,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.05,2,5.872,0,2,2,2,1,Try new bars with friends,read books outside under our tree in the shade,0.03,0.05,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,4.3091,0,3,3,3,1,read books outside under our tree in the shade,Play games online with friends,0.04,0.05,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,2.9294,0,4,4,4,1,watch football all day on sunday during the football season and eating pizza,Watch sports with my friends or family,0.05,0.05,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,2,,9,1.51,4.49,,0,49,49,49,1,50,Riley,Acc,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_1.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,space,4.4504,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,8.7826,space,4.4203,NAN,,NAN,1.51,4.49,,0,50,50,50,1,51,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_1.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.6385,NAN,,NAN,1.51,4.49,,0,51,51,51,1,52,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_17.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.7911,NAN,,NAN,1.51,4.49,,0,52,52,52,1,53,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_3.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,12.733,NAN,,NAN,1.51,4.49,,0,53,53,53,1,54,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_23.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,51,,,,,,space,0.8486,space,7.8538,0.01,2,2.5039,0,0,0,0,1,Go on hikes with friends,Walk around in the park on a beautiful sunny day,0.01,0.01,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,2.3246,0,1,1,1,1,Go to concerts with friends and family,Play video games in my room on my pc that i built,0.02,0.01,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,2.0239,0,2,2,2,1,Cook new foods that i've never attempted to make in hopes that i can perfect it,Go on hikes with friends,0.03,0.01,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,8.72,0,3,3,3,1,Work out in my garage with music blasting in the background,Cook with loved ones,0.04,0.01,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,2.1714,0,4,4,4,1,Try new restaurants with friends,watch football all day on sunday during the football season and eating pizza,0.05,0.01,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.61,4.39,,0,54,54,54,1,55,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_4.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,7.2048,NAN,,NAN,1.61,4.39,,0,55,55,55,1,56,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_14.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,8.3651,NAN,,NAN,1.61,4.39,,0,56,56,56,1,57,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_18.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.4379,NAN,,NAN,1.61,4.39,,0,57,57,57,1,58,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_5.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,15.1861,NAN,,NAN,1.61,4.39,,0,58,58,58,1,59,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_7.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,56,,,,,,space,0.5161,space,8.2042,0.02,2,2.6007,0,0,0,0,1,Watch sports with my friends or family,read books outside under our tree in the shade,0.01,0.02,8.8,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,1.6597,0,1,1,1,1,Cook new foods that i've never attempted to make in hopes that i can perfect it,Go to concerts with friends and family,0.02,0.02,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.03,1,2.1539,0,2,2,2,1,read books outside under our tree in the shade,Cook with loved ones,0.03,0.02,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.04,1,4.5168,0,3,3,3,1,Drive around in the summer with the windows down listening to music,Cook with loved ones,0.04,0.02,4.4,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.05,1,1.8426,0,4,4,4,1,Work out in my garage with music blasting in the background,Try new bars with friends,0.05,0.02,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.77,4.23,,0,59,59,59,1,60,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_20.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8371,NAN,,NAN,1.77,4.23,,0,60,60,60,1,61,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_21.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.6165,NAN,,NAN,1.77,4.23,,0,61,61,61,1,62,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_13.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.5226,NAN,,NAN,1.77,4.23,,0,62,62,62,1,63,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_24.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.6879,NAN,,NAN,1.77,4.23,,0,63,63,63,1,64,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_10.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,61,,,,,,space,0.6787,space,0.7767,0.03,2,1.9986,0,0,0,0,1,Cook with loved ones,Cook new foods that i've never attempted to make in hopes that i can perfect it,0.01,0.03,3.3,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,1.9692,0,1,1,1,1,Work out in my garage with music blasting in the background,Play games online with friends,0.02,0.03,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,3.4574,0,2,2,2,1,Work out in my garage with music blasting in the background,Watch sports with my friends or family,0.03,0.03,3.3,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.03,2,2.3613,0,3,3,3,1,Go on vacation with friends and or family,read books outside under our tree in the shade,0.04,0.03,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,6.8049,0,4,4,4,1,Watch new anime with friends,Work out in my garage with music blasting in the background,0.05,0.03,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,1.91,4.09,,0,64,64,64,1,65,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_8.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.017,NAN,,NAN,1.91,4.09,,0,65,65,65,1,66,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_2.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.6944,NAN,,NAN,1.91,4.09,,0,66,66,66,1,67,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_15.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,8.2228,NAN,,NAN,1.91,4.09,,0,67,67,67,1,68,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_12.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.4232,NAN,,NAN,1.91,4.09,,0,68,68,68,1,69,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_9.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,66,,,,,,space,1.0743,space,0.8167,0.01,1,1.8116,0,0,0,0,1,Listen to music with my new Bose headphones under a blanket,Barbeque with friends and family in a park,0.01,0.04,1.1,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.02,1,2.8804,0,1,1,1,1,watch football all day on sunday during the football season and eating pizza,Watch new anime with friends,0.02,0.04,8.8,1,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.04,2,3.0856,0,2,2,2,1,Barbeque with friends and family in a park,Work out in my garage with music blasting in the background,0.03,0.04,4.4,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,2,2.2303,0,3,3,3,1,Barbeque with friends and family in a park,Drive around in the summer with the windows down listening to music,0.04,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.04,2,1.796,0,4,4,4,1,Go on hikes with friends,watch football all day on sunday during the football season and eating pizza,0.05,0.04,1.1,0,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,2.06,3.94,,0,69,69,69,1,70,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_25.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,6670297f1e47e468c3605ef4,2024-07-22_11h50.17.054,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9672,NAN,,NAN,2.06,3.94,,0,70,70,70,1,71,Charlie,Rej,Participant_Images/6670297f1e47e468c3605ef4/6670297f1e47e468c3605ef4_Images/6670297f1e47e468c3605ef4_Image_16.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
