endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,8.886,NAN,,NAN,0.68,5.32,,0,31,31,31,1,32,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_12.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,2.828,NAN,,NAN,0.68,5.32,,0,32,32,32,1,33,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_21.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,4.224,NAN,,NAN,0.68,5.32,,0,33,33,33,1,34,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_4.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,31,,,,,,space,1.719,space,0.481,0.01,1,1.131,0,0,0,0,1,scroll on social media by myself,watch basketball with others,0.01,0.02,8.8,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,1,3.522,0,1,1,1,1,play video games by myself,watch basketball with others,0.02,0.02,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,2.261,0,2,2,2,1,invest in clothes,discuss business ideas with others,0.03,0.02,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,1.709,0,3,3,3,1,participate in a fantasy league of football,talk with others,0.04,0.02,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,3.844,0,4,4,4,1,read online,play basketball with othersq,0.05,0.02,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,0.77,5.23,,0,34,34,34,1,35,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_19.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,5.241,NAN,,NAN,0.77,5.23,,0,35,35,35,1,36,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_3.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.407,NAN,,NAN,0.77,5.23,,0,36,36,36,1,37,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_5.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,5.792,NAN,,NAN,0.77,5.23,,0,37,37,37,1,38,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_11.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.99,NAN,,NAN,0.77,5.23,,0,38,38,38,1,39,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_1.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,36,,,,,,space,0.644,space,0.466,0.01,1,4.551,0,0,0,0,1,practice basketball,watch basketball with others,0.01,0.03,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.02,1,2.437,0,1,1,1,1,invest in clothes,eat with others,0.02,0.03,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,1,5.19,0,2,2,2,1,read online,discuss current events with others,0.03,0.03,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.03,2,2.973,0,3,3,3,1,trade stocks and crypto,watch videos with others,0.04,0.03,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.03,2,2.092,0,4,4,4,1,watch basketball,play with my little brothers,0.05,0.03,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,0.89,5.11,,0,39,39,39,1,40,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_2.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.158,NAN,,NAN,0.89,5.11,,0,40,40,40,1,41,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_24.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,6.76,NAN,,NAN,0.89,5.11,,0,41,41,41,1,42,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_14.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.02,NAN,,NAN,0.89,5.11,,0,42,42,42,1,43,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_15.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.44,NAN,,NAN,0.89,5.11,,0,43,43,43,1,44,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_13.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,41,,,,,,space,0.615,space,0.798,0.01,1,2.368,0,0,0,0,1,trade stocks and crypto,talk with others,0.01,0.04,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,1.507,0,1,1,1,1,play video games by myself,run with others,0.02,0.04,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,1.039,0,2,2,2,1,scroll on social media by myself,discuss business ideas with others,0.03,0.04,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,1.637,0,3,3,3,1,practice basketball,play basketball with othersq,0.04,0.04,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,2.328,0,4,4,4,1,watch basketball,play basketball with othersq,0.05,0.04,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,1.03,4.97,,0,44,44,44,1,45,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_6.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.968,NAN,,NAN,1.03,4.97,,0,45,45,45,1,46,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_7.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.303,NAN,,NAN,1.03,4.97,,0,46,46,46,1,47,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.971,NAN,,NAN,1.03,4.97,,0,47,47,47,1,48,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_20.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.977,NAN,,NAN,1.03,4.97,,0,48,48,48,1,49,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_16.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,46,,,,,,space,2.394,space,0.911,0.01,1,2.411,0,0,0,0,1,scroll on social media by myself,talk with others,0.01,0.05,8.8,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,2.169,0,1,1,1,1,practice basketball,run with others,0.02,0.05,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,1.95,0,2,2,2,1,read online,play with my little brothers,0.03,0.05,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,2.429,0,3,3,3,1,participate in a fantasy league of basketball,wrestle with others,0.04,0.05,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,4.495,0,4,4,4,1,participate in a fantasy league of basketball,watch videos with others,0.05,0.05,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,1,,9,1.18,4.82,,0,49,49,49,1,50,Riley,Acc,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_22.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,space,1.197,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,space,3.959,space,1.132,NAN,,NAN,1.18,4.82,,0,50,50,50,1,51,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_18.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.834,NAN,,NAN,1.18,4.82,,0,51,51,51,1,52,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_3.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.539,NAN,,NAN,1.18,4.82,,0,52,52,52,1,53,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_22.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.591,NAN,,NAN,1.18,4.82,,0,53,53,53,1,54,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_20.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,51,,,,,,space,2.292,space,1.442,0.01,2,2.369,0,0,0,0,1,watch basketball,wrestle with others,0.01,0.01,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,3.59,0,1,1,1,1,read online,watch basketball with others,0.02,0.01,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.01,2,2.371,0,2,2,2,1,watch basketball,talk with others,0.03,0.01,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.01,2,1.876,0,3,3,3,1,scroll on social media by myself,play with my little brothers,0.04,0.01,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,2.01,0,4,4,4,1,play video games by myself,eat with others,0.05,0.01,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,1.23,4.77,,0,54,54,54,1,55,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_14.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.372,NAN,,NAN,1.23,4.77,,0,55,55,55,1,56,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_12.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,4.223,NAN,,NAN,1.23,4.77,,0,56,56,56,1,57,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_4.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.15,NAN,,NAN,1.23,4.77,,0,57,57,57,1,58,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_13.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,0.751,NAN,,NAN,1.23,4.77,,0,58,58,58,1,59,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_17.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,56,,,,,,space,1.472,space,1.875,0.01,1,1.869,0,0,0,0,1,participate in a fantasy league of football,run with others,0.01,0.02,8.8,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,2.891,0,1,1,1,1,participate in a fantasy league of football,discuss business ideas with others,0.02,0.02,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.02,2,3.444,0,2,2,2,1,earn money,discuss business ideas with others,0.03,0.02,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.02,2,5.409,0,3,3,3,1,play video games by myself,talk with others,0.04,0.02,4.4,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.02,2,2.027,0,4,4,4,1,earn money,play basketball with othersq,0.05,0.02,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,1.32,4.68,,0,59,59,59,1,60,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_2.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,2.821,NAN,,NAN,1.32,4.68,,0,60,60,60,1,61,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_16.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.803,NAN,,NAN,1.32,4.68,,0,61,61,61,1,62,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_15.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.203,NAN,,NAN,1.32,4.68,,0,62,62,62,1,63,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_25.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,2.368,NAN,,NAN,1.32,4.68,,0,63,63,63,1,64,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_24.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,61,,,,,,space,1.032,space,0.783,0.01,1,1.77,0,0,0,0,1,invest in clothes,watch videos with others,0.01,0.03,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,1.621,0,1,1,1,1,participate in a fantasy league of football,wrestle with others,0.02,0.03,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,2,4.741,0,2,2,2,1,practice basketball,play with my little brothers,0.03,0.03,3.3,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.03,2,4.716,0,3,3,3,1,trade stocks and crypto,wrestle with others,0.04,0.03,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,3.111,0,4,4,4,1,play video games by myself,discuss current events with others,0.05,0.03,1.1,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,,,NAN,,NAN,1.44,4.56,,0,64,64,64,1,65,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,1.303,NAN,,NAN,1.44,4.56,,0,65,65,65,1,66,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_23.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,3.851,NAN,,NAN,1.44,4.56,,0,66,66,66,1,67,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_6.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,
,,65412ca42e0e2fbb27b8a7b2,2024-07-05_10h42.04.662,WTP_SM_Choice,2022.2.1,Win32,58.82352941,,,,,space,5.387,NAN,,NAN,1.44,4.56,,0,67,67,67,1,68,Alex,Rej,Participant_Images/65412ca42e0e2fbb27b8a7b2/65412ca42e0e2fbb27b8a7b2_Images/65412ca42e0e2fbb27b8a7b2_Image_21.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,
