endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,1.8259,0,4,4,4,1,Sitting on the couch and watching every single dateline episode,Taking the dogs for a walk with my husband,0.05,0.02,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.14,4.86,,0,34,34,34,1,35,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_3.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.8349,NAN,,NAN,1.14,4.86,,0,35,35,35,1,36,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6137,NAN,,NAN,1.14,4.86,,0,36,36,36,1,37,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_22.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.4398,NAN,,NAN,1.14,4.86,,0,37,37,37,1,38,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_12.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6622,NAN,,NAN,1.14,4.86,,0,38,38,38,1,39,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_18.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,36,,,,,,space,0.8529,space,0.5837,0.03,2,2.4721,0,0,0,0,1,Sitting on the couch and watching every single dateline episode,Getting tattoos with others such as my husband or my besties,0.01,0.03,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.02,1,0.998,0,1,1,1,1,Listening to storms by a window,Snuggling up with my husband kiddo and dogs and watching movies,0.02,0.03,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,2,2.6764,0,2,2,2,1,Combing through the rocks and shells on the beach for hours,Getting tattoos with others such as my husband or my besties,0.03,0.03,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.04,1,1.1457,0,3,3,3,1,Sitting on the couch and watching every single dateline episode,Going to the zoo with my toddler and watching the animals,0.04,0.03,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,3.5446,0,4,4,4,1,Having mini concerts and singing as loud as i can on solo trips in the car,Getting tattoos with others such as my husband or my besties,0.05,0.03,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.31,4.69,,0,39,39,39,1,40,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_20.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7386,NAN,,NAN,1.31,4.69,,0,40,40,40,1,41,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_4.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0178,NAN,,NAN,1.31,4.69,,0,41,41,41,1,42,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_2.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.607,NAN,,NAN,1.31,4.69,,0,42,42,42,1,43,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_14.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7509,NAN,,NAN,1.31,4.69,,0,43,43,43,1,44,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_25.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,41,,,,,,space,0.7251,space,14.0271,0.04,2,2.145,0,0,0,0,1,Listening to storms by a window,Taking the dogs for a walk with my husband,0.01,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,1.6595,0,1,1,1,1,Lounging around and reading a good book on the beach,Going to the zoo with my toddler and watching the animals,0.02,0.04,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,2.1315,0,2,2,2,1,Combing through the rocks and shells on the beach for hours,Taking a day off work and heading downtown to spend a day with my husband,0.03,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,1.6368,0,3,3,3,1,Having mini concerts and singing as loud as i can on solo trips in the car,Snuggling up with my husband kiddo and dogs and watching movies,0.04,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,2.2848,0,4,4,4,1,Combing through the rocks and shells on the beach for hours,Going to my sister's house and spending time with my niece,0.05,0.04,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.48,4.52,,0,44,44,44,1,45,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_5.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.5173,NAN,,NAN,1.48,4.52,,0,45,45,45,1,46,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_7.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.9834,NAN,,NAN,1.48,4.52,,0,46,46,46,1,47,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_1.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,3.0332,NAN,,NAN,1.48,4.52,,0,47,47,47,1,48,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_8.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,7.1977,NAN,,NAN,1.48,4.52,,0,48,48,48,1,49,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_11.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,46,,,,,,space,1.4027,space,0.5196,0.01,1,1.075,0,0,0,0,1,Playing fetch with the dogs or playing in the dirt in our backyard,Going to the beach with my family,0.01,0.05,8.8,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,2.8674,0,1,1,1,1,Taking time to learn new crochet stitches or make something,Going to the beach with my family,0.02,0.05,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,1.0113,0,2,2,2,1,Staying away at night and enjoying the quiet,Monthly lunches with my best friends,0.03,0.05,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,2.5797,0,3,3,3,1,Having mini concerts and singing as loud as i can on solo trips in the car,Looking through the MLS at houses for fun with my husband,0.04,0.05,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,2.4164,0,4,4,4,1,Playing fetch with the dogs or playing in the dirt in our backyard,Monthly lunches with my best friends,0.05,0.05,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,2,,7,1.63,4.37,,0,49,49,49,1,50,Charlie,Acc,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_16.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,space,30.3936
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,0.9988,space,3.6676,NAN,,NAN,1.63,4.37,,0,50,50,50,1,51,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_5.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7831,NAN,,NAN,1.63,4.37,,0,51,51,51,1,52,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_16.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0334,NAN,,NAN,1.63,4.37,,0,52,52,52,1,53,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_1.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,5.132,NAN,,NAN,1.63,4.37,,0,53,53,53,1,54,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_25.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,51,,,,,,space,0.8677,space,0.5018,0.01,2,2.2281,0,0,0,0,1,Lounging around and reading a good book on the beach,Taking the dogs for a walk with my husband,0.01,0.01,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.02,1,0.9413,0,1,1,1,1,Staying away at night and enjoying the quiet,Fishing with my family,0.02,0.01,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,2.2474,0,2,2,2,1,Having mini concerts and singing as loud as i can on solo trips in the car,Taking a day off work and heading downtown to spend a day with my husband,0.03,0.01,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,3.1353,0,3,3,3,1,Having mini concerts and singing as loud as i can on solo trips in the car,Going to my sister's house and spending time with my niece,0.04,0.01,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.05,1,3.1608,0,4,4,4,1,Listening to storms by a window,Getting tattoos with others such as my husband or my besties,0.05,0.01,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.78,4.22,,0,54,54,54,1,55,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_19.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.571,NAN,,NAN,1.78,4.22,,0,55,55,55,1,56,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_2.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.4539,NAN,,NAN,1.78,4.22,,0,56,56,56,1,57,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_23.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,3.5395,NAN,,NAN,1.78,4.22,,0,57,57,57,1,58,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_13.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.5067,NAN,,NAN,1.78,4.22,,0,58,58,58,1,59,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_12.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,56,,,,,,space,1.1315,space,0.4874,0.01,1,3.5293,0,0,0,0,1,Trying new coffee places around town and see what the atmosphere is like,Going to the zoo with my toddler and watching the animals,0.01,0.02,8.8,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,2.4171,0,1,1,1,1,Staying away at night and enjoying the quiet,Snuggling up with my husband kiddo and dogs and watching movies,0.02,0.02,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.03,1,1.1177,0,2,2,2,1,Sitting on the couch and watching every single dateline episode,Going to the beach with my family,0.03,0.02,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.04,1,0.6269,0,3,3,3,1,Listening to storms by a window,Taking a day off work and heading downtown to spend a day with my husband,0.04,0.02,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.02,2,2.2636,0,4,4,4,1,Going to  my favorite farmer's market in my favorite town on summer saturday morning,Looking through the MLS at houses for fun with my husband,0.05,0.02,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.9,4.1,,0,59,59,59,1,60,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_6.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0283,NAN,,NAN,1.9,4.1,,0,60,60,60,1,61,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_3.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.8009,NAN,,NAN,1.9,4.1,,0,61,61,61,1,62,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_20.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6523,NAN,,NAN,1.9,4.1,,0,62,62,62,1,63,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_7.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7211,NAN,,NAN,1.9,4.1,,0,63,63,63,1,64,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_22.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,61,,,,,,space,0.9235,space,0.4334,0.01,1,1.3024,0,0,0,0,1,Trying new coffee places around town and see what the atmosphere is like,Taking a day off work and heading downtown to spend a day with my husband,0.01,0.03,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,0.8999,0,1,1,1,1,Having mini concerts and singing as loud as i can on solo trips in the car,Going to the beach with my family,0.02,0.03,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,1.5638,0,2,2,2,1,Playing fetch with the dogs or playing in the dirt in our backyard,Getting tattoos with others such as my husband or my besties,0.03,0.03,3.3,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.04,1,0.571,0,3,3,3,1,Sitting on the couch and watching every single dateline episode,Fishing with my family,0.04,0.03,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.05,1,0.7187,0,4,4,4,1,Trying new coffee places around town and see what the atmosphere is like,Going to the beach with my family,0.05,0.03,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,2.05,3.95,,0,64,64,64,1,65,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_21.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.5859,NAN,,NAN,2.05,3.95,,0,65,65,65,1,66,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_24.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.4861,NAN,,NAN,2.05,3.95,,0,66,66,66,1,67,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_15.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6428,NAN,,NAN,2.05,3.95,,0,67,67,67,1,68,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_8.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.0559,NAN,,NAN,2.05,3.95,,0,68,68,68,1,69,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_4.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,66,,,,,,space,0.6986,space,0.5711,0.04,2,2.0426,0,0,0,0,1,Taking time to learn new crochet stitches or make something,Looking through the MLS at houses for fun with my husband,0.01,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.02,1,0.8427,0,1,1,1,1,Going to  my favorite farmer's market in my favorite town on summer saturday morning,Snuggling up with my husband kiddo and dogs and watching movies,0.02,0.04,8.8,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.03,1,3.063,0,2,2,2,1,Staying away at night and enjoying the quiet,Taking the dogs for a walk with my husband,0.03,0.04,4.4,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,1,0.603,0,3,3,3,1,Staying away at night and enjoying the quiet,Going to the zoo with my toddler and watching the animals,0.04,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.05,1,0.5362,0,4,4,4,1,Going to  my favorite farmer's market in my favorite town on summer saturday morning,Getting tattoos with others such as my husband or my besties,0.05,0.04,1.1,,
,,63d432e27555fb4b5785cfcd,2024-04-13_08h54.22.699,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,2.23,3.77,,0,69,69,69,1,70,Riley,Rej,Participant_Images/63d432e27555fb4b5785cfcd/63d432e27555fb4b5785cfcd_Images/63d432e27555fb4b5785cfcd_Image_17.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,
