endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.2524,NAN,,NAN,0.75,5.25,,0,27,27,27,1,28,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_11.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,2.5989,NAN,,NAN,0.75,5.25,,0,28,28,28,1,29,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_15.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,26,,,,,,space,4.6985,space,0.795,0.01,2,0.8656,0,0,0,0,1,Listen to my favorite music on my record player,Watch our favorite tv show with my boyfiend,0.01,0.01,4.4,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.01,2,0.1876,0,1,1,1,1,Drink a nice bottle of wine while watching a show,Play a board game with my family,0.02,0.01,3.3,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.03,1,0.0003,0,2,2,2,1,Start a new reality tv show,Try a new restaurant with my friends,0.03,0.01,3.3,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.04,1,0.0005,0,3,3,3,1,Drink a fun cocktail together with my parents,Bake a new dessert for the first time,0.04,0.01,4.4,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.01,2,0.1328,0,4,4,4,1,Cook a delicious meal for dinner,Talk on the phone and catch up with friends,0.05,0.01,8.8,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,0.85,5.15,,0,29,29,29,1,30,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_4.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,9.6839,NAN,,NAN,0.85,5.15,,0,30,30,30,1,31,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_25.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,16.2005,NAN,,NAN,0.85,5.15,,0,31,31,31,1,32,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_1.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.4683,NAN,,NAN,0.85,5.15,,0,32,32,32,1,33,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_10.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.2446,NAN,,NAN,0.85,5.15,,0,33,33,33,1,34,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_9.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,31,,,,,,space,0.2222,space,0.3267,0.02,2,1.598,0,0,0,0,1,Cook a new recipe with my mom,Cook a delicious meal for dinner,0.01,0.02,8.8,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,0.3417,0,1,1,1,1,Shop online on my laptop,Talk on the phone and catch up with friends,0.02,0.02,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,2.8573,0,2,2,2,1,Cook a new recipe with my mom,Bake a new dessert for the first time,0.03,0.02,4.4,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.04,1,1.859,0,3,3,3,1,Travel to a new place with my boyfriend,Scroll on my phone in bed,0.04,0.02,3.3,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,0.4247,0,4,4,4,1,Watch our favorite tv show with my boyfiend,Needlepoint a canvas on a rainy day,0.05,0.02,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,0.97,5.03,,0,34,34,34,1,35,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_22.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.1775,NAN,,NAN,0.97,5.03,,0,35,35,35,1,36,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_16.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,1.5626,NAN,,NAN,0.97,5.03,,0,36,36,36,1,37,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_6.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.1834,NAN,,NAN,0.97,5.03,,0,37,37,37,1,38,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_20.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.9608,NAN,,NAN,0.97,5.03,,0,38,38,38,1,39,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_14.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,36,,,,,,space,0.1186,space,0.4759,0.01,1,1.3207,0,0,0,0,1,Read our books in bed with my boyfriend,Scroll on my phone in bed,0.01,0.03,3.3,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.03,2,0.4286,0,1,1,1,1,Bake a new dessert for the first time,Sit and chat at a coffee shop with my best friend,0.02,0.03,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,1,0.4563,0,2,2,2,1,Read our books in bed with my boyfriend,Cook a delicious meal for dinner,0.03,0.03,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.03,2,0.3638,0,3,3,3,1,Watch our favorite tv show with my boyfiend,Shop online on my laptop,0.04,0.03,3.3,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,0.386,0,4,4,4,1,Play a board game with my family,Start a new reality tv show,0.05,0.03,4.4,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,1.12,4.88,,0,39,39,39,1,40,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_21.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.2325,NAN,,NAN,1.12,4.88,,0,40,40,40,1,41,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_7.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.1896,NAN,,NAN,1.12,4.88,,0,41,41,41,1,42,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_13.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,1.9215,NAN,,NAN,1.12,4.88,,0,42,42,42,1,43,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_3.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.5491,NAN,,NAN,1.12,4.88,,0,43,43,43,1,44,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_23.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,41,,,,,,space,2.8689,space,0.3696,0.04,2,3.5317,0,0,0,0,1,Cook a new recipe with my mom,Scroll on my phone in bed,0.01,0.04,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,3.6311,0,1,1,1,1,Start a new reality tv show,Drink a fun cocktail together with my parents,0.02,0.04,3.3,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,0.0005,0,2,2,2,1,Read our books in bed with my boyfriend,Read a book in the park,0.03,0.04,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,3.7041,0,3,3,3,1,Cook a delicious meal for dinner,Play a board game with my family,0.04,0.04,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.05,1,0.7183,0,4,4,4,1,Play a board game with my family,Go on a long walk,0.05,0.04,4.4,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,1.3,4.7,,0,44,44,44,1,45,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_17.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.0518,NAN,,NAN,1.3,4.7,,0,45,45,45,1,46,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_18.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,3.0457,NAN,,NAN,1.3,4.7,,0,46,46,46,1,47,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_19.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.4261,NAN,,NAN,1.3,4.7,,0,47,47,47,1,48,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_24.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.3006,NAN,,NAN,1.3,4.7,,0,48,48,48,1,49,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_8.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,46,,,,,,space,0.0456,space,0.6311,0.05,2,1.5966,0,0,0,0,1,Listen to my favorite music on my record player,Play a board game with my family,0.01,0.05,8.8,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.05,2,0.0425,0,1,1,1,1,Needlepoint a canvas on a rainy day,Travel to a new place with my boyfriend,0.02,0.05,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,0.0051,0,2,2,2,1,Drink a nice bottle of wine while watching a show,Cook a new recipe with my mom,0.03,0.05,4.4,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,3.0856,0,3,3,3,1,Sit and chat at a coffee shop with my best friend,Drink a nice bottle of wine while watching a show,0.04,0.05,3.3,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,2,0.0038,0,4,4,4,1,Shop online on my laptop,Sit and chat at a coffee shop with my best friend,0.05,0.05,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,2,,5,1.52,4.48,,0,49,49,49,1,50,Alex,Rej,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_5.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,space,1.6834,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,space,7.2283,space,10.3807,NAN,,NAN,1.52,4.48,,0,50,50,50,1,51,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_5.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.6491,NAN,,NAN,1.52,4.48,,0,51,51,51,1,52,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_8.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.1362,NAN,,NAN,1.52,4.48,,0,52,52,52,1,53,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_14.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,1.9717,NAN,,NAN,1.52,4.48,,0,53,53,53,1,54,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_9.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,51,,,,,,space,0.0336,space,0.4005,0.01,1,1.1389,0,0,0,0,1,Watch our favorite tv show with my boyfiend,Read a book in the park,0.01,0.01,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,0.1582,0,1,1,1,1,Drink a nice bottle of wine while watching a show,Read our books in bed with my boyfriend,0.02,0.01,3.3,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.01,2,0.1299,0,2,2,2,1,Drink a fun cocktail together with my parents,Go on a long walk,0.03,0.01,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,0.1901,0,3,3,3,1,Go on a walk with my best friend,Shop online on my laptop,0.04,0.01,4.4,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.05,1,0.1813,0,4,4,4,1,Read our books in bed with my boyfriend,Shop online on my laptop,0.05,0.01,1.1,0,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,1.64,4.36,,0,54,54,54,1,55,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_6.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,1.916,NAN,,NAN,1.64,4.36,,0,55,55,55,1,56,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_1.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,6.8557,NAN,,NAN,1.64,4.36,,0,56,56,56,1,57,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_21.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,0.0713,NAN,,NAN,1.64,4.36,,0,57,57,57,1,58,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_23.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,space,2.8781,NAN,,NAN,1.64,4.36,,0,58,58,58,1,59,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_22.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,56,,,,,,space,0.0564,space,1.4924,0.02,2,1.4942,0,0,0,0,1,Scroll on my phone in bed,Sit and chat at a coffee shop with my best friend,0.01,0.02,8.8,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,2,0.1726,0,1,1,1,1,Bake a new dessert for the first time,Go on a walk with my best friend,0.02,0.02,4.4,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.03,1,0.7109,0,2,2,2,1,Cook a delicious meal for dinner,Sit and chat at a coffee shop with my best friend,0.03,0.02,4.4,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.04,1,0.318,0,3,3,3,1,Drink a nice bottle of wine while watching a show,Talk on the phone and catch up with friends,0.04,0.02,4.4,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.02,2,0.0381,0,4,4,4,1,Read a book in the park,Drink a fun cocktail together with my parents,0.05,0.02,1.1,1,,,,,
,,60fdc3ada5f9d93d7976cc0c,2024-09-13_12h44.36.877,WTP_SM_Choice,2022.2.1,MacIntel,60.24096386,,,,,,,NAN,,NAN,1.77,4.23,,0,59,59,59,1,60,Sam,Acc,Participant_Images/60fdc3ada5f9d93d7976cc0c/60fdc3ada5f9d93d7976cc0c_Images/60fdc3ada5f9d93d7976cc0c_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
