endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,5.3996,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,space,20.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,space,3.2228,space,1.2114,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_24.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.8593,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_8.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.7402,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_2.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.9802,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_17.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,1,,,,,,space,27.6578,space,6.8065,0.01,2,5.228,0,0,0,0,1,Walk through the neighborhood with my dogs and family,Swim in the pool on a cloudy day,0.01,0.01,4.4,0,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,4.8615,0,1,1,1,1,Watch star wars movies on my couch on a rainy day,Watch scary movies in october with my significant other,0.02,0.01,8.8,1,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,3.9282,0,2,2,2,1,Work late on a weeknight with my significant other,Drink a strong cup of coffee first thing in the morning,0.03,0.01,3.3,0,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,4.5054,0,3,3,3,1,Watch football all day on sunday with my friends,Bake myself some fresh chocolate chip cookies,0.04,0.01,1.1,0,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,3.0507,0,4,4,4,1,Bake myself some fresh chocolate chip cookies,Drink beers at the local brewery with my friends,0.05,0.01,1.1,1,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,,,NAN,,NAN,0.07,5.93,,0,4,4,4,1,5,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_7.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,6683b31d16dd162d502a8b00,6685aa9113c938e83b4f1ea0,66c554f05a327895c68568b4,2024-08-20_19h46.44.236,WTP_SM_Choice,2022.2.1,MacIntel,114.9425287,,,,,space,0.8544,NAN,,NAN,0.07,5.93,,0,5,5,5,1,6,Sam,Acc,Participant_Images/6683b31d16dd162d502a8b00/6683b31d16dd162d502a8b00_Images/6683b31d16dd162d502a8b00_Image_12.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
