endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.86,NAN,,NAN,0.3,5.7,,0,16,16,16,1,17,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_11.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.1353,NAN,,NAN,0.3,5.7,,0,17,17,17,1,18,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_22.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.667,NAN,,NAN,0.3,5.7,,0,18,18,18,1,19,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_1.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,16,,,,,,space,2.3421,space,1.0347,0.01,1,0.9492,0,0,0,0,1,do bead art,work on college group projects,0.01,0.04,1.1,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.02,1,0.8297,0,1,1,1,1,browse the internet,go to the movies,0.02,0.04,8.8,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,1.2624,0,2,2,2,1,play video games,play video games online with my partner and friends,0.03,0.04,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,2,1.4324,0,3,3,3,1,cook,create art and get live feedback from my partner,0.04,0.04,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,1.2204,0,4,4,4,1,read,go visit my extended family,0.05,0.04,1.1,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,NAN,,NAN,0.44,5.56,,0,19,19,19,1,20,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_7.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.6232,NAN,,NAN,0.44,5.56,,0,20,20,20,1,21,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_19.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.6655,NAN,,NAN,0.44,5.56,,0,21,21,21,1,22,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_10.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.6601,NAN,,NAN,0.44,5.56,,0,22,22,22,1,23,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_20.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.5212,NAN,,NAN,0.44,5.56,,0,23,23,23,1,24,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_21.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,21,,,,,,space,3.3355,space,0.9847,0.01,1,1.0762,0,0,0,0,1,cook,talk with my friends online,0.01,0.05,8.8,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.02,1,1.153,0,1,1,1,1,listen to music,create art and get live feedback from my partner,0.02,0.05,4.4,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,1.8222,0,2,2,2,1,play video games,spend time with my partner,0.03,0.05,1.1,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.04,1,1.3889,0,3,3,3,1,learn french,go to festivals like pride,0.04,0.05,4.4,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,2,1.7724,0,4,4,4,1,watch movies or TV,go to the movies,0.05,0.05,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,1,,7,0.59,5.41,,0,24,24,24,1,25,Alex,Rej,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_23.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,space,1.0853,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,space,2.1587,space,0.6851,NAN,,NAN,0.59,5.41,,0,25,25,25,1,26,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_8.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.0039,NAN,,NAN,0.59,5.41,,0,26,26,26,1,27,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_12.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.5324,NAN,,NAN,0.59,5.41,,0,27,27,27,1,28,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_19.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.2686,NAN,,NAN,0.59,5.41,,0,28,28,28,1,29,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_22.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,26,,,,,,space,2.2303,space,0.9216,0.01,1,1.0467,0,0,0,0,1,read,work on college group projects,0.01,0.01,4.4,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.01,2,1.0468,0,1,1,1,1,browse the internet,go out to eat with family,0.02,0.01,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.01,2,1.0949,0,2,2,2,1,watch movies or TV,play video games online with my partner and friends,0.03,0.01,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.01,2,0.9503,0,3,3,3,1,watch movies or TV,go visit my extended family,0.04,0.01,4.4,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.01,2,0.8254,0,4,4,4,1,read,spent time with my family,0.05,0.01,8.8,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,NAN,,NAN,0.64,5.36,,0,29,29,29,1,30,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_18.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.0695,NAN,,NAN,0.64,5.36,,0,30,30,30,1,31,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_17.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.6801,NAN,,NAN,0.64,5.36,,0,31,31,31,1,32,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_9.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.7356,NAN,,NAN,0.64,5.36,,0,32,32,32,1,33,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.0775,NAN,,NAN,0.64,5.36,,0,33,33,33,1,34,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_10.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,31,,,,,,space,1.1009,space,0.7729,0.01,1,0.8136,0,0,0,0,1,cook,go out to eat with family,0.01,0.02,8.8,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,1.2398,0,1,1,1,1,browse the internet,talk with my friends online,0.02,0.02,1.1,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,1.5624,0,2,2,2,1,cook,go visit my extended family,0.03,0.02,4.4,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,1.0374,0,3,3,3,1,browse the internet,go to festivals like pride,0.04,0.02,3.3,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,1.1032,0,4,4,4,1,listen to music,work on college group projects,0.05,0.02,1.1,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,NAN,,NAN,0.73,5.27,,0,34,34,34,1,35,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_6.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,663e5cf112f5d047cf5c9fad,2024-07-03_00h45.29.275,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.6513,NAN,,NAN,0.73,5.27,,0,35,35,35,1,36,Sam,Acc,Participant_Images/663e5cf112f5d047cf5c9fad/663e5cf112f5d047cf5c9fad_Images/663e5cf112f5d047cf5c9fad_Image_13.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,
