endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.806,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,space,12.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,space,5.4907,space,1.5222,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Acc,Participant_Images/66d9609fbac7758ed890cece/66d9609fbac7758ed890cece_Images/66d9609fbac7758ed890cece_Image_21.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,space,1.5024,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Acc,Participant_Images/66d9609fbac7758ed890cece/66d9609fbac7758ed890cece_Images/66d9609fbac7758ed890cece_Image_20.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,space,1.5988,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Acc,Participant_Images/66d9609fbac7758ed890cece/66d9609fbac7758ed890cece_Images/66d9609fbac7758ed890cece_Image_12.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,space,1.8412,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Acc,Participant_Images/66d9609fbac7758ed890cece/66d9609fbac7758ed890cece_Images/66d9609fbac7758ed890cece_Image_9.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,,,,,,,,,,,,,,1,,,,,,space,22.4367,space,6.8241,0.01,1,4.4421,0,0,0,0,1,Play video games in my room on my bed,Go to boardgame night at my college dorm every wednesday night,0.01,0.01,4.4,1,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,3.3947,0,1,1,1,1,Soak in the bathtub to relax after a long day,Go to have lunch on the weekends,0.02,0.01,8.8,1,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,6.1265,0,2,2,2,1,Complete puzzles with my dorm friends on the weekend,Go for walks outside in the evenings to stretch my legs,0.03,0.01,3.3,0,,,,
,,66d9609fbac7758ed890cece,2024-09-26_12h20.08.446,WTP_SM_Choice,2022.2.1,Win32,9.98003992,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,4.1414,0,3,3,3,1,Care for plants I got on sale at the local store in my dorm,Go to get boba on the weekend with my best friend,0.04,0.01,1.1,1,,,,
