endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,5.1673,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,14.9717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,5.1341,space,1.2805,NAN,,NAN,0,6,,0,0,0,0,1,1,Alex,Acc,Participant_Images/66ada0d8b8ddd62c65d39bfe/66ada0d8b8ddd62c65d39bfe_Images/66ada0d8b8ddd62c65d39bfe_Image_23.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.4001,NAN,,NAN,0,6,,0,1,1,1,1,2,Alex,Acc,Participant_Images/66ada0d8b8ddd62c65d39bfe/66ada0d8b8ddd62c65d39bfe_Images/66ada0d8b8ddd62c65d39bfe_Image_14.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0283,NAN,,NAN,0,6,,0,2,2,2,1,3,Alex,Acc,Participant_Images/66ada0d8b8ddd62c65d39bfe/66ada0d8b8ddd62c65d39bfe_Images/66ada0d8b8ddd62c65d39bfe_Image_22.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6087,NAN,,NAN,0,6,,0,3,3,3,1,4,Alex,Acc,Participant_Images/66ada0d8b8ddd62c65d39bfe/66ada0d8b8ddd62c65d39bfe_Images/66ada0d8b8ddd62c65d39bfe_Image_10.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,13.0733,space,8.659,0.01,2,4.7898,0,0,0,0,1,Run a race with my dad,Sleep in late on a sunday,0.01,0.01,4.4,0,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,5.5584,0,1,1,1,1,Hang out with my dogs in the summer,Go on a hike with my girlfriend,0.02,0.01,8.8,1,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.6518,0,2,2,2,1,Fence with my sparing partner,Tan at the beach in miami,0.03,0.01,3.3,0,,,,,
,,66ada0d8b8ddd62c65d39bfe,6685aa9113c938e83b4f1ea0,670763f6719bd01ddbfce4f9,2024-10-10_01h19.59.419,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,3.5926,0,3,3,3,1,play scrabble with my girlfriend,Play piano on a rainy day at my home,0.04,0.01,1.1,0,,,,,
