endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,5.5378,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,space,13.5245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,space,5.3201,space,1.7358,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Acc,Participant_Images/5ddce9f0f85b50c4fc1515a4/5ddce9f0f85b50c4fc1515a4_Images/5ddce9f0f85b50c4fc1515a4_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.3202,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Acc,Participant_Images/5ddce9f0f85b50c4fc1515a4/5ddce9f0f85b50c4fc1515a4_Images/5ddce9f0f85b50c4fc1515a4_Image_2.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.4114,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Acc,Participant_Images/5ddce9f0f85b50c4fc1515a4/5ddce9f0f85b50c4fc1515a4_Images/5ddce9f0f85b50c4fc1515a4_Image_7.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,space,1.8062,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Acc,Participant_Images/5ddce9f0f85b50c4fc1515a4/5ddce9f0f85b50c4fc1515a4_Images/5ddce9f0f85b50c4fc1515a4_Image_10.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,1,,,,,,space,13.8973,space,6.9465,0.01,2,6.645,0,0,0,0,1,Watch friends live stream on Twitch or YouTube with friends,Pop on a movie to recline and watch,0.01,0.01,4.4,0,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,5.0957,0,1,1,1,1,Do photo editing in Photoshop,Hang out while watching YouTube videos with friends,0.02,0.01,8.8,1,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,6.1991,0,2,2,2,1,Edit some videos with calm music on,Play Left4Dead2 with friends,0.03,0.01,3.3,1,,,,
,,5ddce9f0f85b50c4fc1515a4,6685aa9113c938e83b4f1ea0,6707efb25e6b53e0c4632bf7,2024-10-10_10h28.36.107,WTP_SM_Choice,2022.2.1,Win32,166.6666667,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,7.3635,0,3,3,3,1,Record things with my friends that I can edit into videos,Do photo editing in Photoshop,0.04,0.01,1.1,0,,,,
