endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,decision_price,responses.rt,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.817,NAN,,NAN,0.9,5.1,,0,30,30,30,1,31,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_19.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.446,NAN,,NAN,0.9,5.1,,0,31,31,31,1,32,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.613,NAN,,NAN,0.9,5.1,,0,32,32,32,1,33,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_11.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.131,NAN,,NAN,0.9,5.1,,0,33,33,33,1,34,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_4.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,31,,,,,,space,2.098,space,1.677,2,0,0,0,0,1,Make pizza with my son,Make agendas and schedules on my computer,0.01,0.02,8.8,0,,0.02,2.272,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,32,,,,,,,,,,1,0,1,1,1,1,Go to the gym to get fit,Do makeup challenges with my friends,0.02,0.02,1.1,1,,0.02,3.055,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,33,,,,,,,,,,2,0,2,2,2,1,Play video games with my son,Make agendas and schedules on my computer,0.03,0.02,4.4,0,,0.02,2.341,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,34,,,,,,,,,,1,0,3,3,3,1,Play video games while lying in bed,Nap with my boyfriend,0.04,0.02,3.3,1,,0.04,2.653,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,35,,,,,,,,,,1,0,4,4,4,1,Crochet in my bedroom,Make pizza with my son,0.05,0.02,1.1,1,,0.05,2.719,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,1.05,4.95,,0,34,34,34,1,35,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_22.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.029,NAN,,NAN,1.05,4.95,,0,35,35,35,1,36,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.513,NAN,,NAN,1.05,4.95,,0,36,36,36,1,37,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_16.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.599,NAN,,NAN,1.05,4.95,,0,37,37,37,1,38,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_18.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.084,NAN,,NAN,1.05,4.95,,0,38,38,38,1,39,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_21.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,36,,,,,,space,1.091,space,0.651,2,0,0,0,0,1,Do makeup challenges with my friends,Crochet in my bedroom,0.01,0.03,3.3,0,,0.03,2.334,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,37,,,,,,,,,,2,0,1,1,1,1,Game on my computer,Do makeup challenges with my friends,0.02,0.03,1.1,1,,0.03,2.447,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,38,,,,,,,,,,2,0,2,2,2,1,Facetime with my best friend,Crochet in my bedroom,0.03,0.03,1.1,0,,0.03,1.96,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,39,,,,,,,,,,1,0,3,3,3,1,Game on my computer,Play video games with my son,0.04,0.03,3.3,1,,0.04,1.408,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,40,,,,,,,,,,1,0,4,4,4,1,Play board games with my family,Clean my room while listening to a podcast,0.05,0.03,4.4,0,,0.05,1.539,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,1.23,4.77,,0,39,39,39,1,40,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_6.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.035,NAN,,NAN,1.23,4.77,,0,40,40,40,1,41,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_24.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.314,NAN,,NAN,1.23,4.77,,0,41,41,41,1,42,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_12.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.779,NAN,,NAN,1.23,4.77,,0,42,42,42,1,43,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_20.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.23,NAN,,NAN,1.23,4.77,,0,43,43,43,1,44,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_8.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,41,,,,,,space,2.877,space,1.933,1,0,0,0,0,1,Go to the gym to get fit,Make pizza with my son,0.01,0.04,1.1,1,,0.01,1.87,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,42,,,,,,,,,,2,0,1,1,1,1,Nap with my boyfriend,Clean my room while listening to a podcast,0.02,0.04,3.3,0,,0.04,3.146,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,43,,,,,,,,,,2,0,2,2,2,1,Make pizza with my son,Clean my room while listening to a podcast,0.03,0.04,1.1,0,,0.04,2.27,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,44,,,,,,,,,,2,0,3,3,3,1,Do makeup challenges with my friends,Write stories in my notebook,0.04,0.04,1.1,0,,0.04,3.285,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,45,,,,,,,,,,1,0,4,4,4,1,Game on my computer,Bake with my mom,0.05,0.04,4.4,1,,0.05,1.657,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,1.41,4.59,,0,44,44,44,1,45,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_23.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.278,NAN,,NAN,1.41,4.59,,0,45,45,45,1,46,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_2.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.718,NAN,,NAN,1.41,4.59,,0,46,46,46,1,47,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_9.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.165,NAN,,NAN,1.41,4.59,,0,47,47,47,1,48,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_5.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.532,NAN,,NAN,1.41,4.59,,0,48,48,48,1,49,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_14.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,46,,,,,,space,1.864,space,0.564,2,0,0,0,0,1,Watch movies with my mom,Crochet in my bedroom,0.01,0.05,8.8,0,,0.05,2.978,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,47,,,,,,,,,,2,0,1,1,1,1,Go to the park with my son,Go to the gym to get fit,0.02,0.05,1.1,0,,0.05,2.25,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,48,,,,,,,,,,2,0,2,2,2,1,Nap with my boyfriend,Write stories in my notebook,0.03,0.05,4.4,0,,0.05,2.792,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,49,,,,,,,,,,2,0,3,3,3,1,Read on a rainy day,Go to the park with my son,0.04,0.05,3.3,1,,0.05,4.415,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,50,,,,,,,,,,2,0,4,4,4,1,Bake with my mom,Make agendas and schedules on my computer,0.05,0.05,1.1,0,,0.05,5.273,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,3,,2,1.66,4.34,,0,49,49,49,1,50,Riley,Rej,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_1.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,space,,,2.51,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,space,8.372,space,9.415,NAN,,NAN,1.66,4.34,,0,50,50,50,1,51,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_20.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.531,NAN,,NAN,1.66,4.34,,0,51,51,51,1,52,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_6.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.793,NAN,,NAN,1.66,4.34,,0,52,52,52,1,53,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_9.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.781,NAN,,NAN,1.66,4.34,,0,53,53,53,1,54,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_24.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,51,,,,,,space,1.236,space,1.064,2,0,0,0,0,1,Facetime with my best friend,Bake cakes at home,0.01,0.01,1.1,0,,0.01,2.257,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,52,,,,,,,,,,1,0,1,1,1,1,Bake cakes at home,Play video games with my son,0.02,0.01,3.3,1,,0.02,1.875,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,53,,,,,,,,,,1,0,2,2,2,1,Play video games while lying in bed,Facetime with my best friend,0.03,0.01,1.1,1,,0.03,3.263,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,54,,,,,,,,,,2,0,3,3,3,1,Watch movies with my mom,Knit while watching tv,0.04,0.01,4.4,0,,0.01,3.424,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,55,,,,,,,,,,1,0,4,4,4,1,Play video games while lying in bed,Vacation with my family,0.05,0.01,1.1,1,,0.05,2.353,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,1.78,4.22,,0,54,54,54,1,55,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_25.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.334,NAN,,NAN,1.78,4.22,,0,55,55,55,1,56,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_22.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.033,NAN,,NAN,1.78,4.22,,0,56,56,56,1,57,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_13.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.868,NAN,,NAN,1.78,4.22,,0,57,57,57,1,58,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_4.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.884,NAN,,NAN,1.78,4.22,,0,58,58,58,1,59,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_10.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,56,,,,,,space,0.923,space,0.712,2,0,0,0,0,1,Bake with my mom,Knit while watching tv,0.01,0.02,8.8,0,,0.02,2.305,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,57,,,,,,,,,,2,0,1,1,1,1,Play board games with my family,Read on a rainy day,0.02,0.02,4.4,0,,0.02,2.223,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,58,,,,,,,,,,1,0,2,2,2,1,Play video games while lying in bed,Play board games with my family,0.03,0.02,4.4,1,,0.03,2.272,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,59,,,,,,,,,,1,0,3,3,3,1,Go to the gym to get fit,Watch movies with my mom,0.04,0.02,4.4,1,,0.04,2.225,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1,0,4,4,4,1,Crochet in my bedroom,Play video games with my son,0.05,0.02,1.1,1,,0.05,1.53,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,1.94,4.06,,0,59,59,59,1,60,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_3.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.833,NAN,,NAN,1.94,4.06,,0,60,60,60,1,61,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_17.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,1.346,NAN,,NAN,1.94,4.06,,0,61,61,61,1,62,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_7.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.899,NAN,,NAN,1.94,4.06,,0,62,62,62,1,63,Charlie,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_5.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
