endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,5.1692,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,space,17.6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,space,3.8582,space,2.1057,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_18.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,space,9.2945,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_15.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,space,1.7695,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_13.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,space,0.9676,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_11.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,1,,,,,,space,21.5053,space,274.9606,0.01,1,2.7893,0,0,0,0,1,talking on the phone with my grandmother,take a nap,0.01,0.01,4.4,0,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,3.0123,0,1,1,1,1,sit outside,go to the movies with my significant other,0.02,0.01,8.8,1,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,3.5195,0,2,2,2,1,watch tiktok videos at home,go on vacation with my significant other,0.03,0.01,3.3,1,,,,
,,65c14027646a9bbfa89584c8,6685aa9113c938e83b4f1ea0,66bcad79edb4b8a6de639bbe,2024-08-14_08h29.42.413,WTP_SM_Choice,2022.2.1,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,2.6895,0,3,3,3,1,go to parties with friends,watch tiktok videos at home,0.04,0.01,1.1,0,,,,
