endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.0911,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,space,9.3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,1.4368,space,0.8871,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Acc,Participant_Images/5de8613ddf86d37c8a8ab294/5de8613ddf86d37c8a8ab294_Images/5de8613ddf86d37c8a8ab294_Image_5.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.2201,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Acc,Participant_Images/5de8613ddf86d37c8a8ab294/5de8613ddf86d37c8a8ab294_Images/5de8613ddf86d37c8a8ab294_Image_16.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8366,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Acc,Participant_Images/5de8613ddf86d37c8a8ab294/5de8613ddf86d37c8a8ab294_Images/5de8613ddf86d37c8a8ab294_Image_15.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8896,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Acc,Participant_Images/5de8613ddf86d37c8a8ab294/5de8613ddf86d37c8a8ab294_Images/5de8613ddf86d37c8a8ab294_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,1,,,,,,space,19.6946,space,4.8249,0.01,2,2.9846,0,0,0,0,1,Lay in bed with my partner in silence,Think of new outfit ideas and experimenting with new fashion trends,0.01,0.01,4.4,0,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,1.4454,0,1,1,1,1,Thrift shop in the city,Lay in bed with my partner in silence,0.02,0.01,8.8,1,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,2.3304,0,2,2,2,1,Thrift shop in the city,Color with my sister,0.03,0.01,3.3,1,,,,,
,,5de8613ddf86d37c8a8ab294,6685aa9113c938e83b4f1ea0,6707ea2313e95505d65b87ab,2024-10-10_07h53.29.161,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,2.7321,0,3,3,3,1,Cook with my baby sister,Crochet with meditation music playing,0.04,0.01,1.1,0,,,,,
