endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,7.201,NAN,,NAN,1.47,4.53,,0,65,65,65,1,66,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_18.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7838,NAN,,NAN,1.47,4.53,,0,66,66,66,1,67,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_8.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,8.0405,NAN,,NAN,1.47,4.53,,0,67,67,67,1,68,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9853,NAN,,NAN,1.47,4.53,,0,68,68,68,1,69,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_12.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,66,,,,,,space,0.9495,space,0.7903,1,0,0,0,0,1,Explore old vinyl records in my basement on a rainy weekend, Play tennis with my neighbor at the community courts during late spring,0.01,0.04,1.1,1,0.01,0.9421,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,67,,,,,,,,,,1,0,1,1,1,1,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,Craft handmade candles in my studio with scented essential oils filling the air,0.02,0.04,8.8,0,0.02,1.0931,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,68,,,,,,,,,,1,0,2,2,2,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,0.03,0.04,4.4,0,0.03,1.1315,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,69,,,,,,,,,,1,0,3,3,3,1,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,0.04,0.04,1.1,1,0.04,1.3844,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,70,,,,,,,,,,2,0,4,4,4,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Sketch urban landscapes at a secluded spot in the park during the early morning,0.05,0.04,1.1,0,0.04,1.3897,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.61,4.39,,0,69,69,69,1,70,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_21.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.1211,NAN,,NAN,1.61,4.39,,0,70,70,70,1,71,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_25.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.2385,NAN,,NAN,1.61,4.39,,0,71,71,71,1,72,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_14.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.4207,NAN,,NAN,1.61,4.39,,0,72,72,72,1,73,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_19.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5908,NAN,,NAN,1.61,4.39,,0,73,73,73,1,74,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_10.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,71,,,,,,space,1.5001,space,0.6498,1,0,0,0,0,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,0.01,0.05,3.3,0,0.01,0.6013,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,72,,,,,,,,,,1,0,1,1,1,1,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,0.02,0.05,8.8,1,0.02,0.9954,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,73,,,,,,,,,,1,0,2,2,2,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Craft handmade candles in my studio with scented essential oils filling the air,0.03,0.05,3.3,0,0.03,1.2246,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,74,,,,,,,,,,1,0,3,3,3,1, Play tennis with my neighbor at the community courts during late spring,Sketch urban landscapes at a secluded spot in the park during the early morning,0.04,0.05,4.4,0,0.04,1.231,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,75,,,,,,,,,,1,0,4,4,4,1,Sketch urban landscapes at a secluded spot in the park during the early morning,Host game nights with friends on friday evenings featuring board games and homemade snacks,0.05,0.05,3.3,1,0.05,1.5382,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,4,,6,1.76,4.24,,0,74,74,74,1,75,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_16.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,space,1.2558,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,space,1.9152,space,0.8297,NAN,,NAN,1.76,4.24,,0,75,75,75,1,76,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_8.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.62,NAN,,NAN,1.76,4.24,,0,76,76,76,1,77,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_3.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.618,NAN,,NAN,1.76,4.24,,0,77,77,77,1,78,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_12.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5676,NAN,,NAN,1.76,4.24,,0,78,78,78,1,79,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_14.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,76,,,,,,space,2.2866,space,0.8129,1,0,0,0,0,1,Watch documentary films in the dim light of my living room on a sunday evening,Go to the farmers market and picking out fresh produce with my partner on saturday mornings,0.01,0.01,1.1,1,0.01,0.8693,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,77,,,,,,,,,,1,0,1,1,1,1,Listen to classical music while organizing and cleaning my bookshelf,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,0.02,0.01,8.8,1,0.02,0.6935,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,78,,,,,,,,,,2,0,2,2,2,1,Sketch urban landscapes at a secluded spot in the park during the early morning,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,0.03,0.01,1.1,1,0.01,1.4107,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,79,,,,,,,,,,2,0,3,3,3,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Write poetry at a local cafe with a cup of chai tea beside me,0.04,0.01,1.1,0,0.01,0.9599,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,80,,,,,,,,,,2,0,4,4,4,1,Sketch urban landscapes at a secluded spot in the park during the early morning,Cook and try out new recipes with my roommate on lazy sunday afternoons,0.05,0.01,4.4,1,0.01,0.7961,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.82,4.18,,0,79,79,79,1,80,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_25.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5362,NAN,,NAN,1.82,4.18,,0,80,80,80,1,81,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_1.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.4033,NAN,,NAN,1.82,4.18,,0,81,81,81,1,82,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_19.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6011,NAN,,NAN,1.82,4.18,,0,82,82,82,1,83,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_18.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.5745,NAN,,NAN,1.82,4.18,,0,83,83,83,1,84,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_20.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,81,,,,,,space,0.5677,space,0.7157,1,0,0,0,0,1,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,Do meditation on my balcony at sunrise,0.01,0.02,3.3,0,0.01,0.7381,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,82,,,,,,,,,,1,0,1,1,1,1,Sketch urban landscapes at a secluded spot in the park during the early morning,Go to the farmers market and picking out fresh produce with my partner on saturday mornings,0.02,0.02,4.4,1,0.02,1.5341,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,83,,,,,,,,,,2,0,2,2,2,1,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,0.03,0.02,1.1,0,0.02,1.4086,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,84,,,,,,,,,,2,0,3,3,3,1,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,Do meditation on my balcony at sunrise,0.04,0.02,3.3,0,0.02,2.3567,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,85,,,,,,,,,,2,0,4,4,4,1,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,0.05,0.02,3.3,0,0.02,1.1118,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.91,4.09,,0,84,84,84,1,85,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_5.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.8733,NAN,,NAN,1.91,4.09,,0,85,85,85,1,86,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.244,NAN,,NAN,1.91,4.09,,0,86,86,86,1,87,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_23.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.8666,NAN,,NAN,1.91,4.09,,0,87,87,87,1,88,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_9.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5639,NAN,,NAN,1.91,4.09,,0,88,88,88,1,89,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_10.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,86,,,,,,space,1.9999,space,0.6368,1,0,0,0,0,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Listen to classical music while organizing and cleaning my bookshelf,0.01,0.03,1.1,0,0.01,0.5993,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,87,,,,,,,,,,1,0,1,1,1,1,Go to the farmers market and picking out fresh produce with my partner on saturday mornings,Craft handmade candles in my studio with scented essential oils filling the air,0.02,0.03,4.4,0,0.02,0.7878,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,88,,,,,,,,,,1,0,2,2,2,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Watch documentary films in the dim light of my living room on a sunday evening,0.03,0.03,1.1,0,0.03,0.8926,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,89,,,,,,,,,,2,0,3,3,3,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Craft handmade candles in my studio with scented essential oils filling the air,0.04,0.03,3.3,0,0.03,1.9441,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,90,,,,,,,,,,2,0,4,4,4,1,Host game nights with friends on friday evenings featuring board games and homemade snacks,Listen to classical music while organizing and cleaning my bookshelf,0.05,0.03,8.8,0,0.03,1.0787,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,2.03,3.97,,0,89,89,89,1,90,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_4.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.8412,NAN,,NAN,2.03,3.97,,0,90,90,90,1,91,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_6.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6865,NAN,,NAN,2.03,3.97,,0,91,91,91,1,92,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_2.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6029,NAN,,NAN,2.03,3.97,,0,92,92,92,1,93,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_16.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6322,NAN,,NAN,2.03,3.97,,0,93,93,93,1,94,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_7.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,91,,,,,,space,0.0092,space,0.6189,1,0,0,0,0,1,Cook and try out new recipes with my roommate on lazy sunday afternoons,Explore old vinyl records in my basement on a rainy weekend,0.01,0.04,3.3,0,0.01,0.7966,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,92,,,,,,,,,,1,0,1,1,1,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Sketch urban landscapes at a secluded spot in the park during the early morning,0.02,0.04,8.8,0,0.02,1.0049,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,93,,,,,,,,,,1,0,2,2,2,1,Craft handmade candles in my studio with scented essential oils filling the air,Go to the movies with my siblings on a rainy weekend,0.03,0.04,1.1,1,0.03,3.3058,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,94,,,,,,,,,,1,0,3,3,3,1, Play tennis with my neighbor at the community courts during late spring,Bake artisan bread in my kitchen with soft jazz playing in the background,0.04,0.04,4.4,0,0.04,2.4031,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,95,,,,,,,,,,2,0,4,4,4,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Watch documentary films in the dim light of my living room on a sunday evening,0.05,0.04,4.4,0,0.04,1.6334,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,2.17,3.83,,0,94,94,94,1,95,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_24.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,8.7699,NAN,,NAN,2.17,3.83,,0,95,95,95,1,96,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_22.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.701,NAN,,NAN,2.17,3.83,,0,96,96,96,1,97,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_13.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5722,NAN,,NAN,2.17,3.83,,0,97,97,97,1,98,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_21.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.2532,NAN,,NAN,2.17,3.83,,0,98,98,98,1,99,Sam,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_17.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,96,,,,,,space,0.7856,space,0.6191,1,0,0,0,0,1,Craft handmade candles in my studio with scented essential oils filling the air,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,0.01,0.05,3.3,1,0.01,0.4734,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,97,,,,,,,,,,1,0,1,1,1,1,Do meditation on my balcony at sunrise,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,0.02,0.05,1.1,1,0.02,0.8395,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,98,,,,,,,,,,1,0,2,2,2,1,Plan and executing diy craft projects with my close friends on rainy saturday afternoons,Write poetry at a local cafe with a cup of chai tea beside me,0.03,0.05,1.1,0,0.03,0.9807,,,,
