endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.7295,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,space,13.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,space,1.9131,space,0.809,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_2.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,3.1112,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_8.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,2.7553,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_20.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.7143,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_3.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,1,,,,,,space,29.2076,space,16.6615,0.01,1,2.8486,0,0,0,0,1,Shop for gifts with my mom during the holiday season,Do prolific studies while sitting on a comfy couch with a cup of cappuccino,0.01,0.01,4.4,0,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,3.2194,0,1,1,1,1,Reading a non-fiction book to learn better lifestyle skills,Go on weekend camping trips with my husband in the forest,0.02,0.01,8.8,1,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,5.0732,0,2,2,2,1,Cook dinner with my family on a holiday evening while sharing stories,Do prolific studies while sitting on a comfy couch with a cup of cappuccino,0.03,0.01,3.3,0,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,2.7235,0,3,3,3,1,Reading a non-fiction book to learn better lifestyle skills,Shop for gifts with my mom during the holiday season,0.04,0.01,1.1,1,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.05,1,1.9844,0,4,4,4,1,Watch a movie marathon with my partner on a rainy Saturday evening at home,Relax and watch hulu specifically the handmaids tale,0.05,0.01,1.1,0,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,,,NAN,,NAN,0.14,5.86,,0,4,4,4,1,5,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_4.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.5677,NAN,,NAN,0.14,5.86,,0,5,5,5,1,6,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,0.9185,NAN,,NAN,0.14,5.86,,0,6,6,6,1,7,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_25.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,60c8467d9872c0d83f695499,6685aa9113c938e83b4f1ea0,670735432bfedf46fb341934,2024-10-09_22h01.37.672,WTP_SM_Choice,2022.2.1,Win32,60.60606061,,,,,space,1.5762,NAN,,NAN,0.14,5.86,,0,7,7,7,1,8,Charlie,Rej,Participant_Images/60c8467d9872c0d83f695499/60c8467d9872c0d83f695499_Images/60c8467d9872c0d83f695499_Image_11.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
