endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.05,1,3.6898,0,4,4,4,1,Read a book,go on motorcycle rides with friends,0.05,0.01,1.1,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.09,5.91,,0,4,4,4,1,5,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_23.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.5203,NAN,,NAN,0.09,5.91,,0,5,5,5,1,6,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_1.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,3.3505,NAN,,NAN,0.09,5.91,,0,6,6,6,1,7,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_18.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.1665,NAN,,NAN,0.09,5.91,,0,7,7,7,1,8,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_5.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,3.6007,NAN,,NAN,0.09,5.91,,0,8,8,8,1,9,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_13.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,6,,,,,,space,10.2299,space,1.4761,0.01,1,2.6724,0,0,0,0,1,Go to the gym to workout,go on motorcycle rides with friends,0.01,0.02,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,1,3.2681,0,1,1,1,1,Walk around the park,thrift with friends,0.02,0.02,1.1,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,2.0667,0,2,2,2,1,thrift with friends,Do Yoga to relax the body,0.03,0.02,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.02,2,2.5432,0,3,3,3,1,Go to dine in somewhere,Listen to music ,0.04,0.02,4.4,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,2.151,0,4,4,4,1,participate in online studies,thrift with friends,0.05,0.02,1.1,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.18,5.82,,0,9,9,9,1,10,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_8.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.0927,NAN,,NAN,0.18,5.82,,0,10,10,10,1,11,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_24.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.8685,NAN,,NAN,0.18,5.82,,0,11,11,11,1,12,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_12.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.7847,NAN,,NAN,0.18,5.82,,0,12,12,12,1,13,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_19.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.1478,NAN,,NAN,0.18,5.82,,0,13,13,13,1,14,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_7.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,11,,,,,,space,2.0514,space,1.1567,0.01,1,1.8332,0,0,0,0,1,Clean the house,go to museums with friends,0.01,0.03,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0.02,1,1.7375,0,1,1,1,1,Walk around the park,work out with friends,0.02,0.03,4.4,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,2,2.2942,0,2,2,2,1,go on motorcycle rides with friends,Listen to music ,0.03,0.03,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.04,1,2.3195,0,3,3,3,1,Vent with friends,Listen to music ,0.04,0.03,3.3,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.03,2,1.5508,0,4,4,4,1,Go to the park,Do Yoga to relax the body,0.05,0.03,4.4,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.31,5.69,,0,14,14,14,1,15,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_4.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.4725,NAN,,NAN,0.31,5.69,,0,15,15,15,1,16,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_17.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.56,NAN,,NAN,0.31,5.69,,0,16,16,16,1,17,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_14.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.8822,NAN,,NAN,0.31,5.69,,0,17,17,17,1,18,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_2.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.643,NAN,,NAN,0.31,5.69,,0,18,18,18,1,19,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_22.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,16,,,,,,space,3.1155,space,1.8143,0.01,1,1.4011,0,0,0,0,1,Do Yoga to relax the body,work out with friends,0.01,0.04,1.1,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.02,1,1.5615,0,1,1,1,1,Have cookouts with family and friends,Be outdoors ,0.02,0.04,8.8,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,1.6079,0,2,2,2,1,Go to dine in somewhere,Clean the house,0.03,0.04,3.3,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,2,2.3609,0,3,3,3,1,Listen to music ,go camping with friends,0.04,0.04,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,1.9026,0,4,4,4,1,Go to movies with friends,Read a book,0.05,0.04,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.45,5.55,,0,19,19,19,1,20,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_21.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.5971,NAN,,NAN,0.45,5.55,,0,20,20,20,1,21,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_11.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.3225,NAN,,NAN,0.45,5.55,,0,21,21,21,1,22,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_25.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9532,NAN,,NAN,0.45,5.55,,0,22,22,22,1,23,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_3.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7437,NAN,,NAN,0.45,5.55,,0,23,23,23,1,24,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_10.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,21,,,,,,space,1.682,space,0.8346,0.01,1,1.571,0,0,0,0,1,Have cookouts with family and friends,Read a book,0.01,0.05,8.8,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.02,1,1.8358,0,1,1,1,1,Be outdoors ,go to museums with friends,0.02,0.05,4.4,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,1.8943,0,2,2,2,1,Go to dine in somewhere,Sleep to comfort the mind,0.03,0.05,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.04,1,2.4276,0,3,3,3,1,go to museums with friends,Sleep to comfort the mind,0.04,0.05,4.4,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,1,1.7436,0,4,4,4,1,Read a book,thrift with friends,0.05,0.05,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,1,,6,0.6,5.4,,0,24,24,24,1,25,Sam,Rej,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_15.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,space,1.2906,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,space,1.6131,space,1.0472,NAN,,NAN,0.6,5.4,,0,25,25,25,1,26,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_23.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.7656,NAN,,NAN,0.6,5.4,,0,26,26,26,1,27,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_19.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.1021,NAN,,NAN,0.6,5.4,,0,27,27,27,1,28,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_1.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9865,NAN,,NAN,0.6,5.4,,0,28,28,28,1,29,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_13.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,26,,,,,,space,2.114,space,0.6682,0.01,1,1.5449,0,0,0,0,1,Read a book,go to museums with friends,0.01,0.01,4.4,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.01,2,3.5085,0,1,1,1,1,participate in online studies,Go to the park,0.02,0.01,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.01,2,2.3912,0,2,2,2,1,Walk around the park,Vent with friends,0.03,0.01,3.3,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.01,2,1.6805,0,3,3,3,1,participate in online studies,Vent with friends,0.04,0.01,4.4,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.01,2,4.909,0,4,4,4,1,go on motorcycle rides with friends,Do Yoga to relax the body,0.05,0.01,8.8,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.65,5.35,,0,29,29,29,1,30,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_6.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.3237,NAN,,NAN,0.65,5.35,,0,30,30,30,1,31,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_12.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,4.3544,NAN,,NAN,0.65,5.35,,0,31,31,31,1,32,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_11.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,3.5482,NAN,,NAN,0.65,5.35,,0,32,32,32,1,33,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_15.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.0365,NAN,,NAN,0.65,5.35,,0,33,33,33,1,34,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_22.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,31,,,,,,space,1.3046,space,0.5231,0.01,1,1.2136,0,0,0,0,1,Go to the gym to workout,work out with friends,0.01,0.02,8.8,1,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,1.9052,0,1,1,1,1,go camping with friends,Clean the house,0.02,0.02,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,1.637,0,2,2,2,1,Go to movies with friends,Do Yoga to relax the body,0.03,0.02,4.4,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,1.7304,0,3,3,3,1,Go to the park,Go to the gym to workout,0.04,0.02,3.3,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,1.4899,0,4,4,4,1,Go to the park,Clean the house,0.05,0.02,1.1,0,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.74,5.26,,0,34,34,34,1,35,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_14.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7583,NAN,,NAN,0.74,5.26,,0,35,35,35,1,36,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_4.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,667838be776b27f8705b6c3c,2024-07-17_16h33.25.976,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9091,NAN,,NAN,0.74,5.26,,0,36,36,36,1,37,Riley,Acc,Participant_Images/667838be776b27f8705b6c3c/667838be776b27f8705b6c3c_Images/667838be776b27f8705b6c3c_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,
