endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,0,4,4,4,1,Go on road trips with my friend back home to visit the people I grew up with,Read my favorite book in bed under comfy blankets,0.05,0.01,1.1,0,0.01,3.4453,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.05,5.95,,0,4,4,4,1,5,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_1.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7508,NAN,,NAN,0.05,5.95,,0,5,5,5,1,6,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_15.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6834,NAN,,NAN,0.05,5.95,,0,6,6,6,1,7,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_9.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5172,NAN,,NAN,0.05,5.95,,0,7,7,7,1,8,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_20.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7661,NAN,,NAN,0.05,5.95,,0,8,8,8,1,9,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_12.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,6,,,,,,space,8.9045,space,5.9667,1,0,0,0,0,1,Have a breakfast date with my partner at our favorite coffee shop downtown,Cuddling with my cats while making a pot of PG Tips Tea to sip on,0.01,0.02,3.3,0,0.01,2.1993,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,0,1,1,1,1,Go to the thrift store with my friends and searching for treasures,Meditate while laying in my bed listening to the guided sounds of nature and serenity,0.02,0.02,1.1,0,0.02,3.7804,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,8,,,,,,,,,,2,0,2,2,2,1,Hike in the mountains with my best friends and seeing the trees all change colors in the Fall,Go to my favorite coffee shop to enjoy the ambiance and a large chai latte,0.03,0.02,1.1,0,0.02,2.9789,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,9,,,,,,,,,,2,0,3,3,3,1,Try to meet someone new and make a friend over coffee and brunch,Cuddling with my cats while making a pot of PG Tips Tea to sip on,0.04,0.02,4.4,0,0.02,2.0382,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,10,,,,,,,,,,2,0,4,4,4,1,Watch Bob Ross paint happy little trees,Try to meet someone new and make a friend over coffee and brunch,0.05,0.02,1.1,1,0.02,1.9816,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.14,5.86,,0,9,9,9,1,10,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_11.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.683,NAN,,NAN,0.14,5.86,,0,10,10,10,1,11,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_16.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.0183,NAN,,NAN,0.14,5.86,,0,11,11,11,1,12,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_6.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6167,NAN,,NAN,0.14,5.86,,0,12,12,12,1,13,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_24.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.4135,NAN,,NAN,0.14,5.86,,0,13,13,13,1,14,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_22.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,11,,,,,,space,7.2404,space,4.5823,1,0,0,0,0,1,Try to meet someone new and make a friend over coffee and brunch,Read my favorite book in bed under comfy blankets,0.01,0.03,3.3,0,0.01,1.6818,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,1,0,1,1,1,1,Go to the movies with the family and relaxing in the heated reclining chairs,Read my favorite book in bed under comfy blankets,0.02,0.03,4.4,0,0.02,2.0721,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,1,0,2,2,2,1,Go to friday night bingo with my partner and winning the jackpot,Watch Bob Ross paint happy little trees,0.03,0.03,1.1,0,0.03,1.7965,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,2,0,3,3,3,1,Practice piano in the living room with the fireplace glowing in the background,Hike in the mountains with my best friends and seeing the trees all change colors in the Fall,0.04,0.03,3.3,1,0.03,1.5779,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,2,0,4,4,4,1,Try to meet someone new and make a friend over coffee and brunch,Meditate while laying in my bed listening to the guided sounds of nature and serenity,0.05,0.03,4.4,0,0.03,1.8443,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.26,5.74,,0,14,14,14,1,15,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_14.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9175,NAN,,NAN,0.26,5.74,,0,15,15,15,1,16,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_7.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.2269,NAN,,NAN,0.26,5.74,,0,16,16,16,1,17,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_5.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.4419,NAN,,NAN,0.26,5.74,,0,17,17,17,1,18,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5598,NAN,,NAN,0.26,5.74,,0,18,18,18,1,19,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_2.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,16,,,,,,space,5.6393,space,1.5167,1,0,0,0,0,1,Go to the movies with the family and relaxing in the heated reclining chairs,Macrame time while watching my comfort shows on the television,0.01,0.04,1.1,0,0.01,1.2646,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,0,1,1,1,1,Collect rocks as I walk along the park on a beautiful cloudy day,Try to meet someone new and make a friend over coffee and brunch,0.02,0.04,8.8,1,0.02,1.1328,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,1,0,2,2,2,1,Try to meet someone new and make a friend over coffee and brunch,Go to my favorite coffee shop to enjoy the ambiance and a large chai latte,0.03,0.04,3.3,0,0.03,1.7157,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,1,0,3,3,3,1,Make a trip to target to look for new favorite squishmallows to cuddle with,Have a breakfast date with my partner at our favorite coffee shop downtown,0.04,0.04,3.3,1,0.04,3.9273,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,2,0,4,4,4,1,Watch Bob Ross paint happy little trees,Watch our comfort shows on the television and cuddling with my partner before bed,0.05,0.04,1.1,1,0.04,1.3488,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.4,5.6,,0,19,19,19,1,20,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_25.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.0054,NAN,,NAN,0.4,5.6,,0,20,20,20,1,21,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_17.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9467,NAN,,NAN,0.4,5.6,,0,21,21,21,1,22,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_18.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7169,NAN,,NAN,0.4,5.6,,0,22,22,22,1,23,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_3.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6335,NAN,,NAN,0.4,5.6,,0,23,23,23,1,24,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_4.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,21,,,,,,space,4.5446,space,1.1004,1,0,0,0,0,1,Macrame time while watching my comfort shows on the television,Go on road trips with my friend back home to visit the people I grew up with,0.01,0.05,8.8,1,0.01,0.9655,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,22,,,,,,,,,,1,0,1,1,1,1,Go to the thrift store with my friends and searching for treasures,Practice piano in the living room with the fireplace glowing in the background,0.02,0.05,4.4,0,0.02,1.2491,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,1,0,2,2,2,1,Make a trip to target to look for new favorite squishmallows to cuddle with,Go on road trips with my friend back home to visit the people I grew up with,0.03,0.05,1.1,1,0.03,1.4077,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,1,0,3,3,3,1,Go on road trips with my friend back home to visit the people I grew up with,Cuddling with my cats while making a pot of PG Tips Tea to sip on,0.04,0.05,4.4,0,0.04,1.8157,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,1,0,4,4,4,1,Go to the thrift store with my friends and searching for treasures,Watch Bob Ross paint happy little trees,0.05,0.05,3.3,0,0.05,3.2473,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,3,,3,0.55,5.45,,0,24,24,24,1,25,Alex,Acc,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_21.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,space,1.1994,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,space,2.6793,space,0.6941,NAN,,NAN,0.55,5.45,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_3.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6123,NAN,,NAN,0.55,5.45,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_22.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,665629a30c7e3f40e8f3d1d5,6685aa9113c938e83b4f1ea0,672d0355d5816a0516c551ea,2024-11-07_11h14.08.941,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6412,NAN,,NAN,0.55,5.45,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/665629a30c7e3f40e8f3d1d5/665629a30c7e3f40e8f3d1d5_Images/665629a30c7e3f40e8f3d1d5_Image_9.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
