endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,9.5754,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,29.3664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,2.4237,space,1.7421,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Rej,Participant_Images/65e4124826438fd6dc97bd7e/65e4124826438fd6dc97bd7e_Images/65e4124826438fd6dc97bd7e_Image_12.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.2902,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Rej,Participant_Images/65e4124826438fd6dc97bd7e/65e4124826438fd6dc97bd7e_Images/65e4124826438fd6dc97bd7e_Image_9.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.8777,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Rej,Participant_Images/65e4124826438fd6dc97bd7e/65e4124826438fd6dc97bd7e_Images/65e4124826438fd6dc97bd7e_Image_1.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.4032,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Rej,Participant_Images/65e4124826438fd6dc97bd7e/65e4124826438fd6dc97bd7e_Images/65e4124826438fd6dc97bd7e_Image_19.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,23.0971,space,7.4936,0.01,1,5.2939,0,0,0,0,1, relax with my dogs,watch the flowers and the trees grow with my mom,0.01,0.01,4.4,1,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,4.0595,0,1,1,1,1, go to the job fair with my wife,sleep in at night,0.02,0.01,8.8,0,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.3854,0,2,2,2,1,go to the gym and workout, give less needy people what they want,0.03,0.01,3.3,1,,,,,
,,65e4124826438fd6dc97bd7e,6685aa9113c938e83b4f1ea0,66d3e305dbacd5087957f343,2024-08-31_22h52.07.237,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,2.8196,0,3,3,3,1, relax with my dogs,watch different people have blessed days,0.04,0.01,1.1,1,,,,,
