endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.2947,NAN,,NAN,0.05,5.95,,0,6,6,6,1,7,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_7.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.1576,NAN,,NAN,0.05,5.95,,0,7,7,7,1,8,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_20.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.5014,NAN,,NAN,0.05,5.95,,0,8,8,8,1,9,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_17.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,6,,,,,,space,6.1128,space,3.6488,0.01,1,1.0247,0,0,0,0,1,Take photos,Celebrate holiday traditions with extended family during festive gatherings,0.01,0.02,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,3.6258,0,1,1,1,1,Read a book,Watch movies at the theatre with my family,0.02,0.02,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,8.3142,0,2,2,2,1,Design layouts,Host game nights with friends,0.03,0.02,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.02,2,1.5058,0,3,3,3,1,Meditate,Have an indoor dinner with friends,0.04,0.02,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,2.3695,0,4,4,4,1,Prepare a meal,Host game nights with friends,0.05,0.02,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.14,5.86,,0,9,9,9,1,10,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_24.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.4136,NAN,,NAN,0.14,5.86,,0,10,10,10,1,11,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_25.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.1147,NAN,,NAN,0.14,5.86,,0,11,11,11,1,12,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_13.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.5078,NAN,,NAN,0.14,5.86,,0,12,12,12,1,13,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_5.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,4.8403,NAN,,NAN,0.14,5.86,,0,13,13,13,1,14,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_2.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,11,,,,,,space,7.0802,space,16.8441,0.01,1,2.2834,0,0,0,0,1,Prepare a meal,Go on weekend road trips with friends,0.01,0.03,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,0,1,1,1,1,Watch football,Celebrate holiday traditions with extended family during festive gatherings,0.02,0.03,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,1,1.6428,0,2,2,2,1,Watch football,Play board games with friends,0.03,0.03,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.03,2,1.359,0,3,3,3,1,Clean the garden,Have an indoor dinner with friends,0.04,0.03,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.03,2,1.1551,0,4,4,4,1,Prepare a meal,Share a homemade dinner with close friends,0.05,0.03,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.24,5.76,,0,14,14,14,1,15,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_23.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.4031,NAN,,NAN,0.24,5.76,,0,15,15,15,1,16,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,41.1745,NAN,,NAN,0.24,5.76,,0,16,16,16,1,17,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_18.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.2005,NAN,,NAN,0.24,5.76,,0,17,17,17,1,18,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_12.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9811,NAN,,NAN,0.24,5.76,,0,18,18,18,1,19,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_10.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,16,,,,,,space,1.063,space,1.142,0.01,1,1.4818,0,0,0,0,1,Read a book,Share a homemade dinner with close friends,0.01,0.04,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.02,1,1.4494,0,1,1,1,1,Prepare a meal,Watch movies at the theatre with my family,0.02,0.04,8.8,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,1.4874,0,2,2,2,1,Read a book,Have an indoor dinner with friends,0.03,0.04,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,1,1.6948,0,3,3,3,1,Take a walk,Share a homemade dinner with close friends,0.04,0.04,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.04,2,1.9988,0,4,4,4,1,Take photos,Enjoy a beach day with my family,0.05,0.04,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.38,5.62,,0,19,19,19,1,20,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_9.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.6144,NAN,,NAN,0.38,5.62,,0,20,20,20,1,21,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_1.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9661,NAN,,NAN,0.38,5.62,,0,21,21,21,1,22,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_22.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.188,NAN,,NAN,0.38,5.62,,0,22,22,22,1,23,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_11.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.3011,NAN,,NAN,0.38,5.62,,0,23,23,23,1,24,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_8.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,21,,,,,,space,1.6162,space,2.9344,0.01,1,1.619,0,0,0,0,1,Clean the garden,Go on weekend road trips with friends,0.01,0.05,8.8,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.02,1,1.8558,0,1,1,1,1,Clean the garden,Play board games with friends,0.02,0.05,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,1.3129,0,2,2,2,1,Prepare a meal,Have an indoor dinner with friends,0.03,0.05,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.04,1,1.5738,0,3,3,3,1,Design layouts,Go on adventure with friends,0.04,0.05,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,1,1.6606,0,4,4,4,1,Take a walk,Go on adventure with friends,0.05,0.05,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,3,,9,0.53,5.47,,0,24,24,24,1,25,Riley,Acc,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_14.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,space,1.3063,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,9.2111,space,1.5969,NAN,,NAN,0.53,5.47,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_8.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.2372,NAN,,NAN,0.53,5.47,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_7.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.1153,NAN,,NAN,0.53,5.47,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_24.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.5306,NAN,,NAN,0.53,5.47,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_1.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,26,,,,,,space,1.627,space,1.2038,0.01,1,1.5239,0,0,0,0,1,Take photos,Share a homemade dinner with close friends,0.01,0.01,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.01,2,1.5454,0,1,1,1,1,Watch football,Share a homemade dinner with close friends,0.02,0.01,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.01,2,2.6304,0,2,2,2,1,Take in fresh air,Go on adventure with friends,0.03,0.01,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.01,2,1.8902,0,3,3,3,1,Meditate,Attend outdoor music festivals with my partner,0.04,0.01,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.01,2,1.8992,0,4,4,4,1,Meditate,Go on adventure with friends,0.05,0.01,8.8,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.58,5.42,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_13.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,3.4193,NAN,,NAN,0.58,5.42,,0,30,30,30,1,31,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_3.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.3295,NAN,,NAN,0.58,5.42,,0,31,31,31,1,32,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_10.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.9294,NAN,,NAN,0.58,5.42,,0,32,32,32,1,33,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_2.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.9848,NAN,,NAN,0.58,5.42,,0,33,33,33,1,34,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_16.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,31,,,,,,space,246.1695,space,1.7659,0.01,1,1.1716,0,0,0,0,1,Take photos,Go on weekend road trips with friends,0.01,0.02,8.8,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,1.7087,0,1,1,1,1,Take photos,Watch movies at the theatre with my family,0.02,0.02,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.02,2,1.8722,0,2,2,2,1,Meditate,Go on weekend road trips with friends,0.03,0.02,4.4,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,1.4393,0,3,3,3,1,Design layouts,Play board games with friends,0.04,0.02,3.3,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,2.0573,0,4,4,4,1,Watch football,Watch movies at the theatre with my family,0.05,0.02,1.1,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.67,5.33,,0,34,34,34,1,35,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_11.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,65f7fbb178b358ac91094fec,2024-07-04_09h05.17.426,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,2.6525,NAN,,NAN,0.67,5.33,,0,35,35,35,1,36,Charlie,Rej,Participant_Images/65f7fbb178b358ac91094fec/65f7fbb178b358ac91094fec_Images/65f7fbb178b358ac91094fec_Image_22.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,
