endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,entiretaskloop.order
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,0.77,5.23,,0,29,29,29,1,30,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_18.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.5936,NAN,,NAN,0.77,5.23,,0,30,30,30,1,31,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_5.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,4.1835,NAN,,NAN,0.77,5.23,,0,31,31,31,1,32,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_6.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,2.134,NAN,,NAN,0.77,5.23,,0,32,32,32,1,33,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_8.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,7.9144,NAN,,NAN,0.77,5.23,,0,33,33,33,1,34,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_3.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,31,,,,,,space,99.9278,space,13.4871,0.01,1,2.329,0,0,0,0,1,work out at the gym with my boyfriend,take a walk down the walking trails behind my parents house,0.01,0.02,8.8,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,1,3.3846,0,1,1,1,1,eat lunch on my office buildings rooftop balcony when its 75 degrees out,explore new walking trails with my family,0.02,0.02,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.03,1,1.8353,0,2,2,2,1,work out at the gym with my boyfriend,read in a quiet library that smells like old dusty books and has chairs in the aisles,0.03,0.02,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,2.0646,0,3,3,3,1,take my dog and little brother to play at the park,read in a quiet library that smells like old dusty books and has chairs in the aisles,0.04,0.02,3.3,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,2.0256,0,4,4,4,1,watch scary movies with my boyfriend,take a walk down the walking trails behind my parents house,0.05,0.02,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,0.87,5.13,,0,34,34,34,1,35,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,2.1332,NAN,,NAN,0.87,5.13,,0,35,35,35,1,36,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_7.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,5.6091,NAN,,NAN,0.87,5.13,,0,36,36,36,1,37,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_20.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,4.8688,NAN,,NAN,0.87,5.13,,0,37,37,37,1,38,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_13.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,4.2246,NAN,,NAN,0.87,5.13,,0,38,38,38,1,39,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_14.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,36,,,,,,space,5.2091,space,58.9085,0.01,1,1.6835,0,0,0,0,1,help my little siblings with homework,eat lunch on my office buildings rooftop balcony when its 75 degrees out,0.01,0.03,3.3,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.03,2,1.9168,0,1,1,1,1,try new unique restaurants with my significant other,do laundry right before the laundromat closes when its super quiet and empty,0.02,0.03,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,1,1.3726,0,2,2,2,1,do laundry right before the laundromat closes when its super quiet and empty,watch scary movies with my boyfriend,0.03,0.03,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.03,2,2.3871,0,3,3,3,1,eat appetizers and gossiping with my best friend,ride my bike to work on a breezy spring day,0.04,0.03,3.3,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,2.3351,0,4,4,4,1,drive on the highway and cranking my music as loud as i want it,take my dog and little brother to play at the park,0.05,0.03,4.4,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.02,4.98,,0,39,39,39,1,40,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_1.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.5002,NAN,,NAN,1.02,4.98,,0,40,40,40,1,41,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_19.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.9304,NAN,,NAN,1.02,4.98,,0,41,41,41,1,42,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_22.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.4944,NAN,,NAN,1.02,4.98,,0,42,42,42,1,43,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_2.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.4862,NAN,,NAN,1.02,4.98,,0,43,43,43,1,44,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_25.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,41,,,,,,space,2.0325,space,1.0963,0.04,2,2.8922,0,0,0,0,1,eat appetizers and gossiping with my best friend,collect colorful fall leaves in central park ,0.01,0.04,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.04,2,4.7556,0,1,1,1,1,take my dog and little brother to play at the park,do laundry right before the laundromat closes when its super quiet and empty,0.02,0.04,3.3,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,3.5686,0,2,2,2,1,help my little siblings with homework,sit on soft green grass in a park on a sunny weekend morning,0.03,0.04,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,2.7729,0,3,3,3,1,take a walk down the walking trails behind my parents house,eat appetizers and gossiping with my best friend,0.04,0.04,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,3.0667,0,4,4,4,1,work out at the gym with my boyfriend,sit on soft green grass in a park on a sunny weekend morning,0.05,0.04,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.21,4.79,,0,44,44,44,1,45,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_11.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.2836,NAN,,NAN,1.21,4.79,,0,45,45,45,1,46,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_15.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.0916,NAN,,NAN,1.21,4.79,,0,46,46,46,1,47,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_17.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.1755,NAN,,NAN,1.21,4.79,,0,47,47,47,1,48,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_21.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,3.4565,NAN,,NAN,1.21,4.79,,0,48,48,48,1,49,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_24.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,46,,,,,,space,2.7826,space,0.6497,0.01,1,2.0508,0,0,0,0,1,help my little siblings with homework,watch tv in my bedroom with the air conditioning on,0.01,0.05,8.8,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.05,2,2.9891,0,1,1,1,1,sit on soft green grass in a park on a sunny weekend morning,explore new walking trails with my family,0.02,0.05,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.05,2,4.1219,0,2,2,2,1,go to happy hour after work with coworkers,ride my bike to work on a breezy spring day,0.03,0.05,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,1.4195,0,3,3,3,1,take a walk down the walking trails behind my parents house,stream reality tv shows with my best friends,0.04,0.05,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,2,1.5328,0,4,4,4,1,eat lunch on my office buildings rooftop balcony when its 75 degrees out,go to happy hour after work with coworkers,0.05,0.05,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,3,,5,1.41,4.59,,0,49,49,49,1,50,Sam,Acc,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_4.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,space,1.1183,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,space,1.7569,space,2.166,NAN,,NAN,1.41,4.59,,0,50,50,50,1,51,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_3.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.5669,NAN,,NAN,1.41,4.59,,0,51,51,51,1,52,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_4.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.0216,NAN,,NAN,1.41,4.59,,0,52,52,52,1,53,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_21.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.2663,NAN,,NAN,1.41,4.59,,0,53,53,53,1,54,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_15.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,51,,,,,,space,96.5616,space,1.4894,0.01,1,1.7848,0,0,0,0,1,drive on the highway and cranking my music as loud as i want it,stream reality tv shows with my best friends,0.01,0.01,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,1.5352,0,1,1,1,1,listen to music while i ride the train,eat appetizers and gossiping with my best friend,0.02,0.01,3.3,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,5.368,0,2,2,2,1,drive on the highway and cranking my music as loud as i want it,try new unique restaurants with my significant other,0.03,0.01,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,2.2201,0,3,3,3,1,take a walk down the walking trails behind my parents house,go to happy hour after work with coworkers,0.04,0.01,4.4,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.05,1,3.5163,0,4,4,4,1,try new unique restaurants with my significant other,watch tv in my bedroom with the air conditioning on,0.05,0.01,1.1,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.55,4.45,,0,54,54,54,1,55,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_5.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,10.5884,NAN,,NAN,1.55,4.45,,0,55,55,55,1,56,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_19.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.0672,NAN,,NAN,1.55,4.45,,0,56,56,56,1,57,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_16.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.0052,NAN,,NAN,1.55,4.45,,0,57,57,57,1,58,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_6.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,0.8576,NAN,,NAN,1.55,4.45,,0,58,58,58,1,59,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_18.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,56,,,,,,space,18.5104,space,0.814,0.01,1,3.7839,0,0,0,0,1,collect colorful fall leaves in central park ,take my dog and little brother to play at the park,0.01,0.02,8.8,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,2,2.1599,0,1,1,1,1,watch scary movies with my boyfriend,read in a quiet library that smells like old dusty books and has chairs in the aisles,0.02,0.02,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.03,1,2.2357,0,2,2,2,1,stream reality tv shows with my best friends,sit on soft green grass in a park on a sunny weekend morning,0.03,0.02,4.4,0,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.04,1,3.4411,0,3,3,3,1,eat lunch on my office buildings rooftop balcony when its 75 degrees out,stream reality tv shows with my best friends,0.04,0.02,4.4,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.05,1,3.9035,0,4,4,4,1,take a walk down the walking trails behind my parents house,try new unique restaurants with my significant other,0.05,0.02,1.1,1,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,,,NAN,,NAN,1.7,4.3,,0,59,59,59,1,60,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_11.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,
,,66ed6bba745fee41cbe32310,6685aa9113c938e83b4f1ea0,670041a6574c320edf262918,2024-10-04_15h30.06.228,WTP_SM_Choice,2022.2.1,Win32,60.97560976,,,,,space,1.5216,NAN,,NAN,1.7,4.3,,0,60,60,60,1,61,Charlie,Rej,Participant_Images/66ed6bba745fee41cbe32310/66ed6bba745fee41cbe32310_Images/66ed6bba745fee41cbe32310_Image_1.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,
