endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,23,,,,,,,,,,2,0,2,2,2,1,Cuddle with my spouse,Sit in the dark listen to music by myself,0.03,0.05,1.1,0,0.05,2.5014,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,24,,,,,,,,,,2,0,3,3,3,1,Go to concerts with loved ones,Cuddle with my cat while watch movies,0.04,0.05,4.4,0,0.05,4.8887,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,25,,,,,,,,,,1,0,4,4,4,1,Practice sight reading piano and drum sheet music,Play music together with my fellow bandmates,0.05,0.05,3.3,1,0.05,4.1181,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,5,,9,0.78,5.22,,0,24,24,24,1,25,Sam,Acc,Participant_Images/6600a119385d8631c41cd795/6600a119385d8631c41cd795_Images/6600a119385d8631c41cd795_Image_15.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,space,0.7397,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,space,1.6256,space,0.5714,NAN,,NAN,0.78,5.22,,0,25,25,25,1,26,Alex,Rej,Participant_Images/6600a119385d8631c41cd795/6600a119385d8631c41cd795_Images/6600a119385d8631c41cd795_Image_12.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.4313,NAN,,NAN,0.78,5.22,,0,26,26,26,1,27,Alex,Rej,Participant_Images/6600a119385d8631c41cd795/6600a119385d8631c41cd795_Images/6600a119385d8631c41cd795_Image_4.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.6265,NAN,,NAN,0.78,5.22,,0,27,27,27,1,28,Alex,Rej,Participant_Images/6600a119385d8631c41cd795/6600a119385d8631c41cd795_Images/6600a119385d8631c41cd795_Image_17.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.7857,NAN,,NAN,0.78,5.22,,0,28,28,28,1,29,Alex,Rej,Participant_Images/6600a119385d8631c41cd795/6600a119385d8631c41cd795_Images/6600a119385d8631c41cd795_Image_19.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,26,,,,,,space,1.7278,space,1.2192,1,0,0,0,0,1,Curl up with a half gallon of ice cream and eat it all to myself,Go to the amusement park with friends,0.01,0.01,4.4,1,0.01,2.7807,,,,
,,6600a119385d8631c41cd795,6685aa9113c938e83b4f1ea0,671c5d87220adccd5a525a70,2024-10-25_22h12.04.671,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,27,,,,,,,,,,2,0,1,1,1,1,Go to the movies with family and friends,Spend my day doing studies on prolific,0.02,0.01,3.3,0,0.01,3.2016,,,,
