endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,1.248,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,space,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,space,2.099,space,3.002,NAN,,NAN,0,6,,0,0,0,0,1,1,Alex,Acc,Participant_Images/66a08dccc5cc029fc23a96a8/66a08dccc5cc029fc23a96a8_Images/66a08dccc5cc029fc23a96a8_Image_11.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,space,1.066,NAN,,NAN,0,6,,0,1,1,1,1,2,Alex,Acc,Participant_Images/66a08dccc5cc029fc23a96a8/66a08dccc5cc029fc23a96a8_Images/66a08dccc5cc029fc23a96a8_Image_19.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,space,0.95,NAN,,NAN,0,6,,0,2,2,2,1,3,Alex,Acc,Participant_Images/66a08dccc5cc029fc23a96a8/66a08dccc5cc029fc23a96a8_Images/66a08dccc5cc029fc23a96a8_Image_2.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,space,1.907,NAN,,NAN,0,6,,0,3,3,3,1,4,Alex,Acc,Participant_Images/66a08dccc5cc029fc23a96a8/66a08dccc5cc029fc23a96a8_Images/66a08dccc5cc029fc23a96a8_Image_16.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,1,,,,,,space,1.058,space,0.375,0.01,1,1.634,0,0,0,0,1,Solve logic puzzles on my couch with a cup of tea in hand,Have coffee and catching up with an old college friend at a quiet cafe in the afternoon,0.01,0.01,4.4,1,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,0.892,0,1,1,1,1,Attend live concerts with my partner on warm summer nights,Listen to classical music while walking through a quiet park in the early morning,0.02,0.01,8.8,0,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,0.942,0,2,2,2,1,Go for a hike with my best friend on a cool autumn morning,Stargaze from a rooftop on a cool clear night,0.03,0.01,3.3,0,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,0.802,0,3,3,3,1,Go for a hike with my best friend on a cool autumn morning,Journal about my day in a small candlelit room before bed,0.04,0.01,1.1,0,,,,,
,,66a08dccc5cc029fc23a96a8,6685aa9113c938e83b4f1ea0,66fe3d45d41b83b4305fce21,2024-10-03_02h19.32.093,WTP_SM_Choice,2022.2.1,Win32,59.95203837,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.05,1,1.242,0,4,4,4,1,Write poetry while sitting by a window during a thunderstorm,Host a game night with friends at my place on a chilly winter evening,0.05,0.01,1.1,1,,,,,
