endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,5.9437,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,space,12.4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,space,1.0728,space,0.7157,NAN,,NAN,0,6,,0,0,0,0,1,1,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_10.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,0.6387,NAN,,NAN,0,6,,0,1,1,1,1,2,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_17.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,0.87,NAN,,NAN,0,6,,0,2,2,2,1,3,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_12.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,0.5481,NAN,,NAN,0,6,,0,3,3,3,1,4,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_13.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,1,,,,,,space,27.7404,space,6.3385,0.01,2,2.4839,0,0,0,0,1,Go on hikes with friends in the morning,Play on my switch on a rainy day ,0.01,0.01,4.4,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,3.4209,0,1,1,1,1,Go to concerts with friends ,Go running soon after I wake up in cool weather ,0.02,0.01,8.8,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.274,0,2,2,2,1,Listen to music while I work on art,Go on hikes with friends in the morning,0.03,0.01,3.3,1,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,3.8847,0,3,3,3,1,Visit museums and observing art,Listen to music while I work on art,0.04,0.01,1.1,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,3.7697,0,4,4,4,1,Go running soon after I wake up in cool weather ,Visit museums and observing art,0.05,0.01,1.1,1,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,NAN,,NAN,0.09,5.91,,0,4,4,4,1,5,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_4.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,4.2495,NAN,,NAN,0.09,5.91,,0,5,5,5,1,6,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_16.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,1.4922,NAN,,NAN,0.09,5.91,,0,6,6,6,1,7,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_6.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,2.8882,NAN,,NAN,0.09,5.91,,0,7,7,7,1,8,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_24.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,3.0871,NAN,,NAN,0.09,5.91,,0,8,8,8,1,9,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_9.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,6,,,,,,space,7.7613,space,1.5389,0.02,2,2.414,0,0,0,0,1,Do karaoke with friends on a late night ,Go running soon after I wake up in cool weather ,0.01,0.02,3.3,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,1,2.4824,0,1,1,1,1,Bake chocolate chip cookies on a weekend,Go out at night to eat with friends ,0.02,0.02,1.1,1,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,4.0327,0,2,2,2,1,Play board games with my family ,Bake chocolate chip cookies on a weekend,0.03,0.02,1.1,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.02,2,3.0541,0,3,3,3,1,Visi new cafes with friends,Go on my phone before I go to bed,0.04,0.02,4.4,0,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.05,1,4.0345,0,4,4,4,1,Watch movies in my bed at night from my laptop,Go to concerts with friends ,0.05,0.02,1.1,1,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,,,NAN,,NAN,0.22,5.78,,0,9,9,9,1,10,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_18.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,2.7237,NAN,,NAN,0.22,5.78,,0,10,10,10,1,11,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_7.jpeg,did not like,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,60c7fd00cce7a43663968b17,6685aa9113c938e83b4f1ea0,669b448c896ecc945771fd3a,2024-07-19_22h04.54.430,WTP_SM_Choice,2022.2.1,Win32,23.98081535,,,,,space,3.4497,NAN,,NAN,0.22,5.78,,0,11,11,11,1,12,Riley,Rej,Participant_Images/60c7fd00cce7a43663968b17/60c7fd00cce7a43663968b17_Images/60c7fd00cce7a43663968b17_Image_21.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
