endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.1287,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,9.9104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,1.5342,space,1.1487,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_17.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6337,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_20.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7429,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_5.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7846,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_2.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,13.9861,space,3.6809,0.01,2,5.5807,0,0,0,0,1,Take long walks through nature trails during the fall,Go out for coffee with my coworkers during break time,0.01,0.01,4.4,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,7.3439,0,1,1,1,1,Explore local festivals with friends to experience new cultures,Try different specialty drinks at trendy coffee shops,0.02,0.01,8.8,0,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,2.4114,0,2,2,2,1,Travel to italy and exploring hidden gems in the countryside,Host game nights with my family at home on weekends,0.03,0.01,3.3,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,3.3493,0,3,3,3,1,Listen to music while organizing my space,Participate in trivia nights at a local pub with coworkers,0.04,0.01,1.1,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.05,1,2.4178,0,4,4,4,1,Spend evenings enjoying the sunset from my pool ,Share cocktails and stories with friends during summer rooftop gatherings,0.05,0.01,1.1,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.13,5.87,,0,4,4,4,1,5,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_23.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.65,NAN,,NAN,0.13,5.87,,0,5,5,5,1,6,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_11.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.0184,NAN,,NAN,0.13,5.87,,0,6,6,6,1,7,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_22.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.5739,NAN,,NAN,0.13,5.87,,0,7,7,7,1,8,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_8.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.824,NAN,,NAN,0.13,5.87,,0,8,8,8,1,9,Sam,Rej,Participant_Images/60fd83ff5af11073b7d1ed62/60fd83ff5af11073b7d1ed62_Images/60fd83ff5af11073b7d1ed62_Image_3.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,6,,,,,,space,5.8733,space,2.9464,0.01,1,8.1719,0,0,0,0,1,Take long walks through nature trails during the fall,Explore local festivals with friends to experience new cultures,0.01,0.02,3.3,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,3.4721,0,1,1,1,1,Share cocktails and stories with friends during summer rooftop gatherings,Take long walks through nature trails during the fall,0.02,0.02,1.1,0,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,4.2843,0,2,2,2,1,Cook homemade meals and experimenting with new recipes in the kitchen,Play board games with my roommates for a fun night in,0.03,0.02,1.1,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.04,1,5.3913,0,3,3,3,1,Enjoy quiet evenings curled up with my two cats,Host game nights with my family at home on weekends,0.04,0.02,4.4,1,,,,,
,,60fd83ff5af11073b7d1ed62,6685aa9113c938e83b4f1ea0,66fe90317ffb54dd09ad669e,2024-10-03_07h38.34.414,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,3.7593,0,4,4,4,1,Participate in trivia nights at a local pub with coworkers,Go on spontaneous target runs to find new home essentials,0.05,0.02,1.1,0,,,,,
