endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.0639,NAN,,NAN,0.99,5.01,,0,37,37,37,1,38,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_16.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.9517,NAN,,NAN,0.99,5.01,,0,38,38,38,1,39,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_19.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,36,,,,,,space,3.1046,space,0.8282,0.03,2,2.7562,0,0,0,0,1,Going to Disney Land in Anaheim,Going to concerts with my friends,0.01,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.02,1,4.977,0,1,1,1,1,Shopping online or windowshopping,Going to concerts with my friends,0.02,0.03,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,2,3.8335,0,2,2,2,1,Going for bike rides on the harbor,Fishing with the homies,0.03,0.03,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.04,1,6.1026,0,3,3,3,1,Watching youtube videos,Hiking with the homies,0.04,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,2.989,0,4,4,4,1,Going to Disney Land in Anaheim,Going to Six flags with family and friends,0.05,0.03,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,1.16,4.84,,0,39,39,39,1,40,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_17.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.046,NAN,,NAN,1.16,4.84,,0,40,40,40,1,41,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_8.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.7046,NAN,,NAN,1.16,4.84,,0,41,41,41,1,42,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_13.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,12.5815,NAN,,NAN,1.16,4.84,,0,42,42,42,1,43,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_15.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.4098,NAN,,NAN,1.16,4.84,,0,43,43,43,1,44,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_23.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,41,,,,,,space,1.5877,space,0.9396,0.01,1,1.9802,0,0,0,0,1,Shopping online or windowshopping,Playing Destiny 2 with my friends,0.01,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,1.6323,0,1,1,1,1,Playing Rocket League on my gaming laptop,Going to Six flags with family and friends,0.02,0.04,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,2.0971,0,2,2,2,1,Shopping online or windowshopping,Camping with friends,0.03,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,3.8097,0,3,3,3,1,Watching youtube videos,Watching movies with my friends,0.04,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.05,1,2.9868,0,4,4,4,1,Shopping online or windowshopping,Fishing with the homies,0.05,0.04,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,1.31,4.69,,0,44,44,44,1,45,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_4.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,4.762,NAN,,NAN,1.31,4.69,,0,45,45,45,1,46,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_5.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.0209,NAN,,NAN,1.31,4.69,,0,46,46,46,1,47,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_2.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.5217,NAN,,NAN,1.31,4.69,,0,47,47,47,1,48,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_22.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.2831,NAN,,NAN,1.31,4.69,,0,48,48,48,1,49,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_3.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,46,,,,,,space,2.1931,space,0.8007,0.01,1,2.0955,0,0,0,0,1,Shopping online or windowshopping,Going to the beach with friends and family,0.01,0.05,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.05,2,1.8309,0,1,1,1,1,Surfing at the beach,Playing Rocket League with my friends,0.02,0.05,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,2.1399,0,2,2,2,1,Going for bike rides on the harbor,Going to concerts with my friends,0.03,0.05,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.05,2,1.823,0,3,3,3,1,Going to Disney Land in Anaheim,Playing Destiny 2 with my friends,0.04,0.05,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,3.8421,0,4,4,4,1,Playing Destiny 2 on my gaming laptop,Going to cookouts with family and friends,0.05,0.05,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,1,,2,1.5,4.5,,0,49,49,49,1,50,Charlie,Rej,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_25.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,space,1.9902,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,space,3.2887,space,9.1937,NAN,,NAN,1.5,4.5,,0,50,50,50,1,51,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_25.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.4662,NAN,,NAN,1.5,4.5,,0,51,51,51,1,52,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_20.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,5.4864,NAN,,NAN,1.5,4.5,,0,52,52,52,1,53,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_8.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.1986,NAN,,NAN,1.5,4.5,,0,53,53,53,1,54,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_9.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,51,,,,,,space,1.6168,space,0.3982,0.01,1,1.7529,0,0,0,0,1,Shopping online or windowshopping,Watching movies with my friends,0.01,0.01,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.02,1,2.947,0,1,1,1,1,Playing Rocket League on my gaming laptop,Fishing with the homies,0.02,0.01,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,1.2642,0,2,2,2,1,Playing Rocket League on my gaming laptop,Hiking with the homies,0.03,0.01,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,1.8102,0,3,3,3,1,Watching movies on amazon prime,Playing Destiny 2 with my friends,0.04,0.01,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,1.7202,0,4,4,4,1,Hiking in the mountains,Playing Destiny 2 with my friends,0.05,0.01,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,1.61,4.39,,0,54,54,54,1,55,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_2.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.8422,NAN,,NAN,1.61,4.39,,0,55,55,55,1,56,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.0431,NAN,,NAN,1.61,4.39,,0,56,56,56,1,57,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_13.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.0499,NAN,,NAN,1.61,4.39,,0,57,57,57,1,58,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_4.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.9535,NAN,,NAN,1.61,4.39,,0,58,58,58,1,59,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_17.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,56,,,,,,space,3.0565,space,0.6495,0.02,2,1.8365,0,0,0,0,1,Surfing at the beach,Playing Destiny 2 with my friends,0.01,0.02,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,2.7608,0,1,1,1,1,Playing Rocket League on my gaming laptop,Camping with friends,0.02,0.02,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.02,2,1.895,0,2,2,2,1,Hiking in the mountains,Watching movies with my friends,0.03,0.02,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.02,2,2.5632,0,3,3,3,1,Listening to music on spotify,Going to Six flags with family and friends,0.04,0.02,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.05,1,1.7343,0,4,4,4,1,Watching youtube videos,Camping with friends,0.05,0.02,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,1.74,4.26,,0,59,59,59,1,60,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_10.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,15.5856,NAN,,NAN,1.74,4.26,,0,60,60,60,1,61,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_7.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.5798,NAN,,NAN,1.74,4.26,,0,61,61,61,1,62,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_3.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.1035,NAN,,NAN,1.74,4.26,,0,62,62,62,1,63,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_18.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.476,NAN,,NAN,1.74,4.26,,0,63,63,63,1,64,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_22.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,61,,,,,,space,1.2399,space,9.6516,0.01,1,2.5626,0,0,0,0,1,Playing Destiny 2 on my gaming laptop,Playing Destiny 2 with my friends,0.01,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,2.8805,0,1,1,1,1,Playing Rocket League on my gaming laptop,Playing Destiny 2 with my friends,0.02,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,2.9927,0,2,2,2,1,Surfing at the beach,Camping with friends,0.03,0.03,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.04,1,6.7204,0,3,3,3,1,Playing Rocket League on my gaming laptop,Going to concerts with my friends,0.04,0.03,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,2.2802,0,4,4,4,1,Going for bike rides on the harbor,Watching movies with my friends,0.05,0.03,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,1.87,4.13,,0,64,64,64,1,65,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_23.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.2288,NAN,,NAN,1.87,4.13,,0,65,65,65,1,66,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_14.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.3928,NAN,,NAN,1.87,4.13,,0,66,66,66,1,67,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_21.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.8589,NAN,,NAN,1.87,4.13,,0,67,67,67,1,68,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_5.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,3.5035,NAN,,NAN,1.87,4.13,,0,68,68,68,1,69,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_12.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,66,,,,,,space,0.8146,space,0.5634,0.04,2,2.0141,0,0,0,0,1,Hiking in the mountains,Going to cookouts with family and friends,0.01,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.02,1,1.9471,0,1,1,1,1,Playing Destiny 2 on my gaming laptop,Fishing with the homies,0.02,0.04,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.03,1,5.0594,0,2,2,2,1,Watching youtube videos,Going to the beach with friends and family,0.03,0.04,4.4,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,1,5.0354,0,3,3,3,1,Watching movies on amazon prime,Watching movies with my friends,0.04,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.05,1,6.7743,0,4,4,4,1,Playing Destiny 2 on my gaming laptop,Going to Six flags with family and friends,0.05,0.04,1.1,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,NAN,,NAN,2.05,3.95,,0,69,69,69,1,70,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_15.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.3983,NAN,,NAN,2.05,3.95,,0,70,70,70,1,71,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_16.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.6079,NAN,,NAN,2.05,3.95,,0,71,71,71,1,72,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_19.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,2.6749,NAN,,NAN,2.05,3.95,,0,72,72,72,1,73,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_1.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.7471,NAN,,NAN,2.05,3.95,,0,73,73,73,1,74,Sam,Acc,Participant_Images/65779c4bde34621ce896b77d/65779c4bde34621ce896b77d_Images/65779c4bde34621ce896b77d_Image_6.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,71,,,,,,space,0.8468,space,0.6169,0.05,2,1.8086,0,0,0,0,1,Hiking in the mountains,Fishing with the homies,0.01,0.05,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,72,,,,,,,,,,0.02,1,3.1343,0,1,1,1,1,Hiking in the mountains,Going to Six flags with family and friends,0.02,0.05,8.8,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,73,,,,,,,,,,0.03,1,2.9948,0,2,2,2,1,Going for bike rides on the harbor,Camping with friends,0.03,0.05,3.3,,,
,,65779c4bde34621ce896b77d,2024-04-16_11h06.11.187,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,74,,,,,,,,,,0.04,1,3.0203,0,3,3,3,1,Surfing at the beach,Going to concerts with my friends,0.04,0.05,4.4,,,
