endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,8.0908,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,space,22.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,space,2.1108,space,0.8682,NAN,,NAN,0,6,,0,0,0,0,1,1,Riley,Rej,Participant_Images/5f32e865bd94490a64d9c9f5/5f32e865bd94490a64d9c9f5_Images/5f32e865bd94490a64d9c9f5_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,space,0.7428,NAN,,NAN,0,6,,0,1,1,1,1,2,Riley,Rej,Participant_Images/5f32e865bd94490a64d9c9f5/5f32e865bd94490a64d9c9f5_Images/5f32e865bd94490a64d9c9f5_Image_3.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,space,1.1564,NAN,,NAN,0,6,,0,2,2,2,1,3,Riley,Rej,Participant_Images/5f32e865bd94490a64d9c9f5/5f32e865bd94490a64d9c9f5_Images/5f32e865bd94490a64d9c9f5_Image_7.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,space,0.8404,NAN,,NAN,0,6,,0,3,3,3,1,4,Riley,Rej,Participant_Images/5f32e865bd94490a64d9c9f5/5f32e865bd94490a64d9c9f5_Images/5f32e865bd94490a64d9c9f5_Image_21.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,1,,,,,,space,17.7027,space,10.7498,0.01,2,6.3368,0,0,0,0,1,Playing music with friends,Watch tv,0.01,0.01,4.4,0,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,4.4553,0,1,1,1,1,Watch movies,Camp with friends,0.02,0.01,8.8,1,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.2439,0,2,2,2,1,Go to the park with friends,Watch tv,0.03,0.01,3.3,0,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,4.114,0,3,3,3,1,Watch tv,Play basektball with friends,0.04,0.01,1.1,1,,,,,
,,5f32e865bd94490a64d9c9f5,6685aa9113c938e83b4f1ea0,6707f2fa13d0d785038a7ac3,2024-10-10_10h30.29.161,WTP_SM_Choice,2022.2.1,Win32,142.8571429,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,2.7358,0,4,4,4,1,Playing Cards with friends,Play guitar,0.05,0.01,1.1,0,,,,,
