endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.2271,NAN,,NAN,0.22,5.78,,0,11,11,11,1,12,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_19.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.675,NAN,,NAN,0.22,5.78,,0,12,12,12,1,13,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_14.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.5537,NAN,,NAN,0.22,5.78,,0,13,13,13,1,14,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_3.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,11,,,,,,space,3.7813,space,2.2371,1,0,0,0,0,1,Discover new restaurants to eat at with my family,Watch my favorite shows on my computer at home,0.01,0.03,3.3,0,0.01,3.5633,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,12,,,,,,,,,,1,0,1,1,1,1,Get my nails done at the salon with my sister,Watch my favorite shows on my computer at home,0.02,0.03,4.4,0,0.02,2.9866,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,13,,,,,,,,,,2,0,2,2,2,1,Walk my dog at the park with my best friend,Read a book in bed before falling asleep,0.03,0.03,1.1,0,0.03,3.2049,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,14,,,,,,,,,,2,0,3,3,3,1,Go to the springs on the hottest day of the year with my friends,Put outfits together with the clothing that I have,0.04,0.03,3.3,0,0.03,3.2841,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,15,,,,,,,,,,2,0,4,4,4,1,Go downtown to walk around and shop with my friends,Read a book in bed before falling asleep,0.05,0.03,4.4,0,0.03,2.7085,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.34,5.66,,0,14,14,14,1,15,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_5.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.3534,NAN,,NAN,0.34,5.66,,0,15,15,15,1,16,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_25.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0275,NAN,,NAN,0.34,5.66,,0,16,16,16,1,17,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.6774,NAN,,NAN,0.34,5.66,,0,17,17,17,1,18,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_11.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0191,NAN,,NAN,0.34,5.66,,0,18,18,18,1,19,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_15.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,16,,,,,,space,1.6805,space,0.7521,2,0,0,0,0,1,Paint beautiful scenes of the local beaches,Discover new restaurants to eat at with my family,0.01,0.04,1.1,1,0.04,3.7011,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,17,,,,,,,,,,1,0,1,1,1,1,Watch my favorite shows on my computer at home,Get Chinese takeout with my best friend on a Wednesday night,0.02,0.04,8.8,1,0.02,3.2387,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,18,,,,,,,,,,1,0,2,2,2,1,Read a book in bed before falling asleep,Watch scary movies at night with friends,0.03,0.04,3.3,1,0.03,3.0211,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,19,,,,,,,,,,2,0,3,3,3,1,Drive around the town on a quite weekend day,Walk my dog at the park with my best friend,0.04,0.04,3.3,1,0.04,5.1902,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,20,,,,,,,,,,2,0,4,4,4,1,Swim at the beach during the summer with my friends,Read a book in bed before falling asleep,0.05,0.04,1.1,0,0.04,2.9444,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,NAN,,NAN,0.51,5.49,,0,19,19,19,1,20,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_10.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.4154,NAN,,NAN,0.51,5.49,,0,20,20,20,1,21,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_16.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.8252,NAN,,NAN,0.51,5.49,,0,21,21,21,1,22,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_21.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,1.0024,NAN,,NAN,0.51,5.49,,0,22,22,22,1,23,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_12.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,space,0.7007,NAN,,NAN,0.51,5.49,,0,23,23,23,1,24,Alex,Acc,Participant_Images/66757cddd8d92a5cbfda353f/66757cddd8d92a5cbfda353f_Images/66757cddd8d92a5cbfda353f_Image_6.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,66757cddd8d92a5cbfda353f,6685aa9113c938e83b4f1ea0,670a6ac51e6355cbd15f3486,2024-10-12_08h26.35.815,WTP_SM_Choice,2022.2.1,Win32,59.88023952,,,,,,,,,,,,,,,,,,21,,,,,,space,2.0209,space,0.6656,1,0,0,0,0,1,Work out using dumbells in my bedroom,Watch scary movies at night with friends,0.01,0.05,8.8,1,0.01,3.1153,,,,
