endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,left,right,social_left,WTP_ITI,leftmoney,rightmoney,greenText,left_more_than_right,matching_prices,social_worthmore,Resume_keys.keys,Resume_keys.rt,key_resp.rt
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.7,5.3,,0,44,44,44,1,45,Riley,Acc,Participant_Images/101/101_Images/101_Image_21.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.649,NAN,,NAN,0.7,5.3,,0,45,45,45,1,46,Riley,Acc,Participant_Images/101/101_Images/101_Image_1.jpeg,liked,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.0471,NAN,,NAN,0.7,5.3,,0,46,46,46,1,47,Riley,Acc,Participant_Images/101/101_Images/101_Image_11.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,15.0027,NAN,,NAN,0.7,5.3,,0,47,47,47,1,48,Riley,Acc,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,3.9899,NAN,,NAN,0.7,5.3,,0,48,48,48,1,49,Riley,Acc,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.9244,space,1.7872,0.01,1,1.7725,0,0,0,0,1,ten_1,ten_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,6.7662,0,1,1,1,1,ten_2,ten_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,ten_3,ten_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,ten_4,ten_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,6.2354,0,4,4,4,1,ten_5,ten_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,3,,7,0.75,5.25,,0,49,49,49,1,50,Riley,Acc,Participant_Images/101/101_Images/101_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,2.6949,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,space,5.1874,space,5.9558,NAN,,NAN,0.75,5.25,,0,50,50,50,1,51,Sam,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.312,NAN,,NAN,0.75,5.25,,0,51,51,51,1,52,Sam,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,84.78,NAN,,NAN,0.75,5.25,,0,52,52,52,1,53,Sam,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.887,NAN,,NAN,0.75,5.25,,0,53,53,53,1,54,Sam,Rej,Participant_Images/101/101_Images/101_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,1.9024,space,0.2965,0.01,1,1.1151,0,0,0,0,1,eleven_1,eleven_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,7.1277,0,1,1,1,1,eleven_2,eleven_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,2.1536,0,2,2,2,1,eleven_3,eleven_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,1.7509,0,3,3,3,1,eleven_4,eleven_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,2.2735,0,4,4,4,1,eleven_5,eleven_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.89,5.11,,0,54,54,54,1,55,Sam,Rej,Participant_Images/101/101_Images/101_Image_15.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,2.3011,NAN,,NAN,0.89,5.11,,0,55,55,55,1,56,Sam,Rej,Participant_Images/101/101_Images/101_Image_20.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,14.4196,NAN,,NAN,0.89,5.11,,0,56,56,56,1,57,Sam,Rej,Participant_Images/101/101_Images/101_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,18.0022,NAN,,NAN,0.89,5.11,,0,57,57,57,1,58,Sam,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,2.2112,NAN,,NAN,0.89,5.11,,0,58,58,58,1,59,Sam,Rej,Participant_Images/101/101_Images/101_Image_7.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,33.7798,space,0.1871,0.01,1,1.214,0,0,0,0,1,twelve_1,twelve_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,7.1495,0,1,1,1,1,twelve_2,twelve_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,9.5149,0,2,2,2,1,twelve_3,twelve_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,twelve_4,twelve_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,twelve_5,twelve_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.94,5.06,,0,59,59,59,1,60,Sam,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,48.0511,NAN,,NAN,0.94,5.06,,0,60,60,60,1,61,Sam,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,168.8569,NAN,,NAN,0.94,5.06,,0,61,61,61,1,62,Sam,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,43.5041,NAN,,NAN,0.94,5.06,,0,62,62,62,1,63,Sam,Rej,Participant_Images/101/101_Images/101_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,25.9119,NAN,,NAN,0.94,5.06,,0,63,63,63,1,64,Sam,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,21.8728,space,0.1277,0.01,1,0.9353,0,0,0,0,1,thirteen_1,thirteen_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,thirteen_2,thirteen_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,thirteen_3,thirteen_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,thirteen_4,thirteen_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,thirteen_5,thirteen_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,0.95,5.05,,0,64,64,64,1,65,Sam,Rej,Participant_Images/101/101_Images/101_Image_9.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,2151.9965,NAN,,NAN,0.95,5.05,,0,65,65,65,1,66,Sam,Rej,Participant_Images/101/101_Images/101_Image_10.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,59.713,NAN,,NAN,0.95,5.05,,0,66,66,66,1,67,Sam,Rej,Participant_Images/101/101_Images/101_Image_14.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.5939,NAN,,NAN,0.95,5.05,,0,67,67,67,1,68,Sam,Rej,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,339.4108,NAN,,NAN,0.95,5.05,,0,68,68,68,1,69,Sam,Rej,Participant_Images/101/101_Images/101_Image_6.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,17.8613,space,0.4541,0.01,1,0.4918,0,0,0,0,1,fourteen_1,fourteen_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,fourteen_2,fourteen_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,fourteen_3,fourteen_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,fourteen_4,fourteen_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,1.4554,0,4,4,4,1,fourteen_5,fourteen_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,1.01,4.99,,0,69,69,69,1,70,Sam,Rej,Participant_Images/101/101_Images/101_Image_24.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,31.0163,NAN,,NAN,1.01,4.99,,0,70,70,70,1,71,Sam,Rej,Participant_Images/101/101_Images/101_Image_11.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,7.8828,NAN,,NAN,1.01,4.99,,0,71,71,71,1,72,Sam,Rej,Participant_Images/101/101_Images/101_Image_5.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,39.6583,NAN,,NAN,1.01,4.99,,0,72,72,72,1,73,Sam,Rej,Participant_Images/101/101_Images/101_Image_1.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,27.0984,NAN,,NAN,1.01,4.99,,0,73,73,73,1,74,Sam,Rej,Participant_Images/101/101_Images/101_Image_2.jpeg,liked,5.246980764,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.8842,space,0.2406,0.01,1,1.0368,0,0,0,0,1,fifteen_1,fifteen_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,fifteen_2,fifteen_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1,1.1227,0,2,2,2,1,fifteen_3,fifteen_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,1,0.821,0,3,3,3,1,fifteen_4,fifteen_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,0.9175,0,4,4,4,1,fifteen_5,fifteen_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,2,,7,1.14,4.86,,0,74,74,74,1,75,Sam,Rej,Participant_Images/101/101_Images/101_Image_23.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,,space,0.7135,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,space,0.5151,space,3.7409,NAN,,NAN,1.14,4.86,,0,75,75,75,1,76,Charlie,Rej,Participant_Images/101/101_Images/101_Image_18.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,16.6954,NAN,,NAN,1.14,4.86,,0,76,76,76,1,77,Charlie,Rej,Participant_Images/101/101_Images/101_Image_25.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.3016,NAN,,NAN,1.14,4.86,,0,77,77,77,1,78,Charlie,Rej,Participant_Images/101/101_Images/101_Image_23.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,13.0115,NAN,,NAN,1.14,4.86,,0,78,78,78,1,79,Charlie,Rej,Participant_Images/101/101_Images/101_Image_9.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,2.2386,space,0.275,0.01,1,0.9526,0,0,0,0,1,sixteen_1,sixteen_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,8.0941,0,1,1,1,1,sixteen_2,sixteen_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,sixteen_3,sixteen_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,sixteen_4,sixteen_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,2,4.5409,0,4,4,4,1,sixteen_5,sixteen_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,1.19,4.81,,0,79,79,79,1,80,Charlie,Rej,Participant_Images/101/101_Images/101_Image_16.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,81.9587,NAN,,NAN,1.19,4.81,,0,80,80,80,1,81,Charlie,Rej,Participant_Images/101/101_Images/101_Image_1.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.6339,NAN,,NAN,1.19,4.81,,0,81,81,81,1,82,Charlie,Rej,Participant_Images/101/101_Images/101_Image_22.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.0503,NAN,,NAN,1.19,4.81,,0,82,82,82,1,83,Charlie,Rej,Participant_Images/101/101_Images/101_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.4997,NAN,,NAN,1.19,4.81,,0,83,83,83,1,84,Charlie,Rej,Participant_Images/101/101_Images/101_Image_2.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.5055,space,0.3126,0.01,1,1.2931,0,0,0,0,1,seventeen_1,seventeen_1,0,4,0.01,0.01,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,1.8009,0,1,1,1,1,seventeen_2,seventeen_2,0,5,0.02,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.1272,0,2,2,2,1,seventeen_3,seventeen_3,0,6,0.03,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,2.9517,0,3,3,3,1,seventeen_4,seventeen_4,0,1,0.04,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.9415,0,4,4,4,1,seventeen_5,seventeen_5,0,2,0.05,0.01,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,1.24,4.76,,0,84,84,84,1,85,Charlie,Rej,Participant_Images/101/101_Images/101_Image_13.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.4787,NAN,,NAN,1.24,4.76,,0,85,85,85,1,86,Charlie,Rej,Participant_Images/101/101_Images/101_Image_4.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,0.5351,NAN,,NAN,1.24,4.76,,0,86,86,86,1,87,Charlie,Rej,Participant_Images/101/101_Images/101_Image_11.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,8.7996,NAN,,NAN,1.24,4.76,,0,87,87,87,1,88,Charlie,Rej,Participant_Images/101/101_Images/101_Image_5.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,67.7966,NAN,,NAN,1.24,4.76,,0,88,88,88,1,89,Charlie,Rej,Participant_Images/101/101_Images/101_Image_12.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,space,0.5414,space,0.1751,0.01,1,0.6971,0,0,0,0,1,eighteen_1,eighteen_1,0,5,0.01,0.02,green,0,0,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,eighteen_2,eighteen_2,0,1,0.02,0.02,green,0,1,1,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,eighteen_3,eighteen_3,0,2,0.03,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,eighteen_4,eighteen_4,0,4,0.04,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,4.4027,0,4,4,4,1,eighteen_5,eighteen_5,0,3,0.05,0.02,green,1,0,0,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,,,NAN,,NAN,1.3,4.7,,0,89,89,89,1,90,Charlie,Rej,Participant_Images/101/101_Images/101_Image_21.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2024-04-15_10h49.49.079,WTP_SM_Choice,2022.2.1,MacIntel,120.4819277,,,,,space,1.3396,NAN,,NAN,1.3,4.7,,0,90,90,90,1,91,Charlie,Rej,Participant_Images/101/101_Images/101_Image_3.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,,,,,,,,
