endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt,social_left
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.02,2,1.0417,0,4,4,4,1,Stargaze in my backyard on a clear summer night,Go on beach picnics with my siblings on sunny summer days,0.05,0.02,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.74,5.26,,0,34,34,34,1,35,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_14.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.9336,NAN,,NAN,0.74,5.26,,0,35,35,35,1,36,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_24.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6336,NAN,,NAN,0.74,5.26,,0,36,36,36,1,37,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7502,NAN,,NAN,0.74,5.26,,0,37,37,37,1,38,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_3.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6527,NAN,,NAN,0.74,5.26,,0,38,38,38,1,39,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_21.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,36,,,,,,space,3.2993,space,0.9003,0.01,1,1.478,0,0,0,0,1,Stargaze in my backyard on a clear summer night,Host game nights with my neighbors in my living room,0.01,0.03,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.02,1,1.4163,0,1,1,1,1,Journal my thoughts and reflections at a local coffee shop,Explore new cities with my cousins on annual road trips,0.02,0.03,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,1,1.4467,0,2,2,2,1,Listen to classical music while doing yoga in my living room,Participate in book club discussions with fellow book enthusiasts at a local caf,0.03,0.03,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.03,2,1.0999,0,3,3,3,1,Journal my thoughts and reflections at a local coffee shop,Host game nights with my neighbors in my living room,0.04,0.03,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.03,2,1.0655,0,4,4,4,1,Watch classic films in my bedroom with fairy lights on,Cook a homemade dinner with my partner on a quiet Friday night,0.05,0.03,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.86,5.14,,0,39,39,39,1,40,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_11.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6608,NAN,,NAN,0.86,5.14,,0,40,40,40,1,41,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_9.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0779,NAN,,NAN,0.86,5.14,,0,41,41,41,1,42,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_20.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7426,NAN,,NAN,0.86,5.14,,0,42,42,42,1,43,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_5.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.0636,NAN,,NAN,0.86,5.14,,0,43,43,43,1,44,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_18.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,41,,,,,,space,0.1336,space,14.7622,0.01,1,0.9274,0,0,0,0,1,Journal my thoughts and reflections at a local coffee shop,Play board games with friends at a cozy cabin during a winter weekend,0.01,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.02,1,1.1667,0,1,1,1,1,Hike in the forest on a crisp autumn morning,Attend live concerts with my best friend on weekends,0.02,0.04,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,1.125,0,2,2,2,1,Sketch landscapes at a secluded spot by the lake,Cook a homemade dinner with my partner on a quiet Friday night,0.03,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,1.2888,0,3,3,3,1,Bake chocolate chip cookies in my kitchen on a quiet Sunday,Watch movies with my family during the holidays,0.04,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,1.0604,0,4,4,4,1,Watch classic films in my bedroom with fairy lights on,Go on beach picnics with my siblings on sunny summer days,0.05,0.04,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1,5,,0,44,44,44,1,45,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_13.jpeg,did not like,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7021,NAN,,NAN,1,5,,0,45,45,45,1,46,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_10.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0489,NAN,,NAN,1,5,,0,46,46,46,1,47,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_12.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.9829,NAN,,NAN,1,5,,0,47,47,47,1,48,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_23.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.8282,NAN,,NAN,1,5,,0,48,48,48,1,49,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_2.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,46,,,,,,space,2.7021,space,2.0667,0.01,1,0.9047,0,0,0,0,1,Meditate in my backyard garden at sunrise,Attend live concerts with my best friend on weekends,0.01,0.05,8.8,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.02,1,1.1213,0,1,1,1,1,Watch classic films in my bedroom with fairy lights on,Play board games with friends at a cozy cabin during a winter weekend,0.02,0.05,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.03,1,0.9615,0,2,2,2,1,Hike in the forest on a crisp autumn morning,Go on beach picnics with my siblings on sunny summer days,0.03,0.05,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.04,1,1.1465,0,3,3,3,1,Write poetry in my favorite park during the golden hour,Explore new cities with my cousins on annual road trips,0.04,0.05,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,1,1.2765,0,4,4,4,1,Listen to classical music while doing yoga in my living room,Host game nights with my neighbors in my living room,0.05,0.05,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,5,,3,1.15,4.85,,0,49,49,49,1,50,Riley,Acc,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_8.jpeg,did not like,3.195382774,,,,,,,,,,,,,,,,,,space,1.7332,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,2.6123,space,0.6667,NAN,,NAN,1.15,4.85,,0,50,50,50,1,51,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_16.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.5941,NAN,,NAN,1.15,4.85,,0,51,51,51,1,52,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_22.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.8608,NAN,,NAN,1.15,4.85,,0,52,52,52,1,53,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_11.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7109,NAN,,NAN,1.15,4.85,,0,53,53,53,1,54,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_10.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,51,,,,,,space,4.5322,space,0.9167,0.01,1,0.8104,0,0,0,0,1,Sketch landscapes at a secluded spot by the lake,Explore new cities with my cousins on annual road trips,0.01,0.01,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,1.0334,0,1,1,1,1,Meditate in my backyard garden at sunrise,Go on beach picnics with my siblings on sunny summer days,0.02,0.01,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.01,2,1.0138,0,2,2,2,1,Sketch landscapes at a secluded spot by the lake,Host game nights with my neighbors in my living room,0.03,0.01,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.01,2,0.9118,0,3,3,3,1,Bake chocolate chip cookies in my kitchen on a quiet Sunday,Hike trails with my coworkers during a team-building retreat,0.04,0.01,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,0.9158,0,4,4,4,1,Sketch landscapes at a secluded spot by the lake,Go on beach picnics with my siblings on sunny summer days,0.05,0.01,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.2,4.8,,0,54,54,54,1,55,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_6.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.1337,NAN,,NAN,1.2,4.8,,0,55,55,55,1,56,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_20.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.5139,NAN,,NAN,1.2,4.8,,0,56,56,56,1,57,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_14.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.5004,NAN,,NAN,1.2,4.8,,0,57,57,57,1,58,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_9.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.0088,NAN,,NAN,1.2,4.8,,0,58,58,58,1,59,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_19.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,56,,,,,,space,0.0336,space,2.8995,0.01,1,0.9665,0,0,0,0,1,Journal my thoughts and reflections at a local coffee shop,Hike trails with my coworkers during a team-building retreat,0.01,0.02,8.8,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,1,1.1288,0,1,1,1,1,Listen to classical music while doing yoga in my living room,Attend live concerts with my best friend on weekends,0.02,0.02,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.02,2,1.1635,0,2,2,2,1,Listen to classical music while doing yoga in my living room,Explore new cities with my cousins on annual road trips,0.03,0.02,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.02,2,1.0092,0,3,3,3,1,Bake chocolate chip cookies in my kitchen on a quiet Sunday,Visit museums with my classmates during a school field trip,0.04,0.02,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.02,2,1.2401,0,4,4,4,1,Journal my thoughts and reflections at a local coffee shop,Participate in book club discussions with fellow book enthusiasts at a local caf,0.05,0.02,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.29,4.71,,0,59,59,59,1,60,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_15.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.489,NAN,,NAN,1.29,4.71,,0,60,60,60,1,61,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_13.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6835,NAN,,NAN,1.29,4.71,,0,61,61,61,1,62,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_24.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7665,NAN,,NAN,1.29,4.71,,0,62,62,62,1,63,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_3.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.4722,NAN,,NAN,1.29,4.71,,0,63,63,63,1,64,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_4.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,61,,,,,,space,2.5003,space,0.6851,0.01,1,0.6901,0,0,0,0,1,Watch classic films in my bedroom with fairy lights on,Attend live concerts with my best friend on weekends,0.01,0.03,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.02,1,1.113,0,1,1,1,1,Sketch landscapes at a secluded spot by the lake,Watch movies with my family during the holidays,0.02,0.03,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,1,1.2199,0,2,2,2,1,Read a novel in my cozy armchair by the window on a rainy afternoon,Participate in book club discussions with fellow book enthusiasts at a local caf,0.03,0.03,3.3,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.03,2,1.0393,0,3,3,3,1,Hike in the forest on a crisp autumn morning,Participate in book club discussions with fellow book enthusiasts at a local caf,0.04,0.03,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.03,2,1.074,0,4,4,4,1,Watch classic films in my bedroom with fairy lights on,Explore new cities with my cousins on annual road trips,0.05,0.03,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.41,4.59,,0,64,64,64,1,65,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_8.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.0908,NAN,,NAN,1.41,4.59,,0,65,65,65,1,66,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_21.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.9337,NAN,,NAN,1.41,4.59,,0,66,66,66,1,67,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0169,NAN,,NAN,1.41,4.59,,0,67,67,67,1,68,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_17.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.5564,NAN,,NAN,1.41,4.59,,0,68,68,68,1,69,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_2.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,66,,,,,,space,1.8493,space,1.2915,0.01,1,0.9432,0,0,0,0,1,Write poetry in my favorite park during the golden hour,Host game nights with my neighbors in my living room,0.01,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0.02,1,1.1166,0,1,1,1,1,Write poetry in my favorite park during the golden hour,Visit museums with my classmates during a school field trip,0.02,0.04,8.8,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,68,,,,,,,,,,0.03,1,1.0159,0,2,2,2,1,Listen to classical music while doing yoga in my living room,Watch movies with my family during the holidays,0.03,0.04,4.4,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,69,,,,,,,,,,0.04,1,0.9777,0,3,3,3,1,Hike in the forest on a crisp autumn morning,Play board games with friends at a cozy cabin during a winter weekend,0.04,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.04,2,1.2069,0,4,4,4,1,Read a novel in my cozy armchair by the window on a rainy afternoon,Watch movies with my family during the holidays,0.05,0.04,1.1,,,,,1
,,6601a1251731342a7891c4f1,2024-07-04_11h06.54.689,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,1.55,4.45,,0,69,69,69,1,70,Sam,Rej,Participant_Images/6601a1251731342a7891c4f1/6601a1251731342a7891c4f1_Images/6601a1251731342a7891c4f1_Image_18.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,
