endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,1.8528,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,21.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,18.7797,space,1.5587,NAN,,NAN,0,6,,0,0,0,0,1,1,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_6.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,4.2555,NAN,,NAN,0,6,,0,1,1,1,1,2,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_13.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,4.018,NAN,,NAN,0,6,,0,2,2,2,1,3,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_11.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0022,NAN,,NAN,0,6,,0,3,3,3,1,4,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_21.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,37.696,space,14.2789,0.01,1,2.8181,0,0,0,0,1,rearrange my stuff,play some soccer with my old friends,0.01,0.01,4.4,1,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,3.3352,0,1,1,1,1,play cod with my dorm mates,play with chica,0.02,0.01,8.8,0,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.2817,0,2,2,2,1,have my favorite pasta as breakfast,play some soccer with my old friends,0.03,0.01,3.3,1,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,4.384,0,3,3,3,1,go to beach on a sunny day,watch lakers win ,0.04,0.01,1.1,0,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,3.6152,0,4,4,4,1,try a new restaurant in downtown,play some nba,0.05,0.01,1.1,0,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.06,5.94,,0,4,4,4,1,5,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_23.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.3086,NAN,,NAN,0.06,5.94,,0,5,5,5,1,6,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_4.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.3267,NAN,,NAN,0.06,5.94,,0,6,6,6,1,7,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_9.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6095,NAN,,NAN,0.06,5.94,,0,7,7,7,1,8,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_22.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6772,NAN,,NAN,0.06,5.94,,0,8,8,8,1,9,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_18.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,6,,,,,,space,2.1242,space,0.8382,0.01,1,1.6126,0,0,0,0,1,rearrange my stuff,plan a trip to miami with my friends,0.01,0.02,3.3,1,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,3.1673,0,1,1,1,1,try some new music with friends,go to college on a rainy day,0.02,0.02,1.1,0,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.02,2,2.9365,0,2,2,2,1,early morning walk with my friends ,play call of duty on my ps ,0.03,0.02,1.1,0,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.02,2,2.0016,0,3,3,3,1,play with chica,try a new escape room with my mates,0.04,0.02,4.4,1,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,3.0354,0,4,4,4,1,play some nba,watch some crime show with my friends,0.05,0.02,1.1,1,,,,,
,,6711f493bfc7c4e11953872d,6685aa9113c938e83b4f1ea0,672d3f532216c7f97cc24a03,2024-11-08_03h35.31.708,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.15,5.85,,0,9,9,9,1,10,Riley,Rej,Participant_Images/6711f493bfc7c4e11953872d/6711f493bfc7c4e11953872d_Images/6711f493bfc7c4e11953872d_Image_17.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
