endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,10.8027,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,21.1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,1.3698,space,1.2694,NAN,,NAN,0,6,,0,0,0,0,1,1,Riley,Rej,Participant_Images/61741ba984f258d5c6a1303c/61741ba984f258d5c6a1303c_Images/61741ba984f258d5c6a1303c_Image_5.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.4003,NAN,,NAN,0,6,,0,1,1,1,1,2,Riley,Rej,Participant_Images/61741ba984f258d5c6a1303c/61741ba984f258d5c6a1303c_Images/61741ba984f258d5c6a1303c_Image_23.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.4356,NAN,,NAN,0,6,,0,2,2,2,1,3,Riley,Rej,Participant_Images/61741ba984f258d5c6a1303c/61741ba984f258d5c6a1303c_Images/61741ba984f258d5c6a1303c_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.8022,NAN,,NAN,0,6,,0,3,3,3,1,4,Riley,Rej,Participant_Images/61741ba984f258d5c6a1303c/61741ba984f258d5c6a1303c_Images/61741ba984f258d5c6a1303c_Image_12.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,10.3125,space,9.2369,0.01,1,3.752,0,0,0,0,1,complete yardwork with family members,practice tap dance,0.01,0.01,4.4,0,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,3.534,0,1,1,1,1,walk around a body of water,play board games with friends,0.02,0.01,8.8,1,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.0446,0,2,2,2,1,go out for dinner with coworkers,practice tap dance,0.03,0.01,3.3,0,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,3.3535,0,3,3,3,1,learn languages on duolingo,play board games with friends,0.04,0.01,1.1,1,,,,
,,61741ba984f258d5c6a1303c,6685aa9113c938e83b4f1ea0,67267dfd85c77d871ecfe348,2024-11-02_15h32.53.289,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,3.0411,0,4,4,4,1,go out for dinner with coworkers,chop up vegetables,0.05,0.01,1.1,0,,,,
