endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,60.3634,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,space,28.4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,space,2.7571,space,3.9465,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/66f0a1d13629250f84bc2598/66f0a1d13629250f84bc2598_Images/66f0a1d13629250f84bc2598_Image_2.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.9799,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/66f0a1d13629250f84bc2598/66f0a1d13629250f84bc2598_Images/66f0a1d13629250f84bc2598_Image_20.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,1.2899,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/66f0a1d13629250f84bc2598/66f0a1d13629250f84bc2598_Images/66f0a1d13629250f84bc2598_Image_8.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,space,0.8339,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/66f0a1d13629250f84bc2598/66f0a1d13629250f84bc2598_Images/66f0a1d13629250f84bc2598_Image_4.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,1,,,,,,space,31.0459,space,11.8457,0.01,2,4.876,0,0,0,0,1,Talk to my favorite coworker about sports,Put up lights for holidays and watching the joy rise,0.01,0.01,4.4,0,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,8.1379,0,1,1,1,1,Talk to my favorite coworker about sports,Work out in the morning,0.02,0.01,8.8,0,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,8.1752,0,2,2,2,1,Take my friends to new food spots,Play video games on xbox in my room,0.03,0.01,3.3,0,,,,,
,,66f0a1d13629250f84bc2598,6685aa9113c938e83b4f1ea0,672d0b1ab0dc66c6368a4d23,2024-11-07_13h54.13.270,WTP_SM_Choice,2022.2.1,Win32,11.99040767,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,4.4494,0,3,3,3,1,Ask questions about controversial topics with friends,Try on new clothes I bought,0.04,0.01,1.1,0,,,,,
