endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.4906,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,space,18.2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,space,1.931,space,6.5666,NAN,,NAN,0,6,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/66a049748b57caf868c3179d/66a049748b57caf868c3179d_Images/66a049748b57caf868c3179d_Image_18.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,space,5.4692,NAN,,NAN,0,6,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/66a049748b57caf868c3179d/66a049748b57caf868c3179d_Images/66a049748b57caf868c3179d_Image_19.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,space,5.2223,NAN,,NAN,0,6,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/66a049748b57caf868c3179d/66a049748b57caf868c3179d_Images/66a049748b57caf868c3179d_Image_3.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,space,0.903,NAN,,NAN,0,6,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/66a049748b57caf868c3179d/66a049748b57caf868c3179d_Images/66a049748b57caf868c3179d_Image_9.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,,,,,,,,,,,,,,1,,,,,,space,11.2376,space,17.6611,0.01,1,2.2014,0,0,0,0,1,Go to the farm with my friends,watch ducks float by sitting on a comfy bench,0.01,0.01,4.4,0,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,4.8795,0,1,1,1,1,Crochet cute toys for charity in a comfy chair,Play piano for my sister and friend,0.02,0.01,8.8,1,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,4.7677,0,2,2,2,1,Crochet with my boyfriend on a weekend,Crochet cute toys for charity in a comfy chair,0.03,0.01,3.3,0,,,,
,,66a049748b57caf868c3179d,6685aa9113c938e83b4f1ea0,6700816763e983ad83c026fe,2024-10-04_20h07.21.567,WTP_SM_Choice,2022.2.1,MacIntel,59.97720866,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,2.5953,0,3,3,3,1,Make origami in the living room,See a nature documentary with my family,0.04,0.01,1.1,1,,,,
