endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,54.093,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,space,17.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,4.1554,space,1.6016,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Rej,Participant_Images/65d659edd2fb402f9170d123/65d659edd2fb402f9170d123_Images/65d659edd2fb402f9170d123_Image_3.jpeg,liked,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.3592,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Rej,Participant_Images/65d659edd2fb402f9170d123/65d659edd2fb402f9170d123_Images/65d659edd2fb402f9170d123_Image_14.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.9185,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Rej,Participant_Images/65d659edd2fb402f9170d123/65d659edd2fb402f9170d123_Images/65d659edd2fb402f9170d123_Image_23.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.394,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Rej,Participant_Images/65d659edd2fb402f9170d123/65d659edd2fb402f9170d123_Images/65d659edd2fb402f9170d123_Image_11.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,1,,,,,,space,16.077,space,6.642,0.01,2,3.5286,0,0,0,0,1,Watch new movies and shows on television,go out to eat with my spouse,0.01,0.01,4.4,1,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,2.3247,0,1,1,1,1,Shop online,Go on dates with my spouse,0.02,0.01,8.8,1,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,1.4102,0,2,2,2,1,go fishing with friends,Shop online,0.03,0.01,3.3,0,,,,
,,65d659edd2fb402f9170d123,6685aa9113c938e83b4f1ea0,671122269940491190642581,2024-10-17_10h46.16.303,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,2.1753,0,3,3,3,1,have family movie nights,Watch music videos,0.04,0.01,1.1,0,,,,
