endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt,social_left
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.01,2,6.1272,0,4,4,4,1,Go to the gym and working out at my hardest,Play video games online with my friends while we talk on a Voice Chat on discord,0.05,0.01,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.05,5.95,,0,4,4,4,1,5,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_2.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.762,NAN,,NAN,0.05,5.95,,0,5,5,5,1,6,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_24.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.8613,NAN,,NAN,0.05,5.95,,0,6,6,6,1,7,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_10.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.073,NAN,,NAN,0.05,5.95,,0,7,7,7,1,8,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_14.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.2757,NAN,,NAN,0.05,5.95,,0,8,8,8,1,9,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_4.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,6,,,,,,space,7.0524,space,2.3505,0.01,1,3.7578,0,0,0,0,1,Play a videogame late at night when it is dark out and I might get a little scared,Go to Menards with my dad to work on the next project we have together,0.01,0.02,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.02,2,4.9848,0,1,1,1,1,Work on my next cosplay costume with my music on loud,Go on vacations with a close group of friends,0.02,0.02,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,8,,,,,,,,,,0.03,1,3.8164,0,2,2,2,1,Play a videogame late at night when it is dark out and I might get a little scared,Cook up new things with my friend Marlo and talk about the things we are into and recent things we have gotten absorbed in,0.03,0.02,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,9,,,,,,,,,,0.04,1,2.6807,0,3,3,3,1,teach myself to draw so,Go to Menards with my dad to work on the next project we have together,0.04,0.02,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,10,,,,,,,,,,0.02,2,3.5323,0,4,4,4,1,Work on my next cosplay costume with my music on loud,Show my stepdad and mom funny videos  memes or tiktoks and see their reactions,0.05,0.02,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.17,5.83,,0,9,9,9,1,10,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_6.jpeg,liked,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.6955,NAN,,NAN,0.17,5.83,,0,10,10,10,1,11,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_11.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.6331,NAN,,NAN,0.17,5.83,,0,11,11,11,1,12,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_25.jpeg,did not like,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.8326,NAN,,NAN,0.17,5.83,,0,12,12,12,1,13,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_8.jpeg,liked,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,4.7598,NAN,,NAN,0.17,5.83,,0,13,13,13,1,14,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_22.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,11,,,,,,space,3.2003,space,2.4559,0.01,1,2.5269,0,0,0,0,1,teach myself to draw so,Go to an anime convention and meeting up with my international friends,0.01,0.03,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,12,,,,,,,,,,0.03,2,1.9157,0,1,1,1,1,Go to the gym and working out at my hardest,Go on vacations with a close group of friends,0.02,0.03,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,13,,,,,,,,,,0.03,1,3.0625,0,2,2,2,1,Go to bed while there is a thunderstorm happening,Go to Menards with my dad to work on the next project we have together,0.03,0.03,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,14,,,,,,,,,,0.04,1,2.1433,0,3,3,3,1,teach myself to draw so,Play video games online with my friends while we talk on a Voice Chat on discord,0.04,0.03,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,15,,,,,,,,,,0.03,2,4.6374,0,4,4,4,1,write and be able to get really into a scene,Go to Menards with my dad to work on the next project we have together,0.05,0.03,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.31,5.69,,0,14,14,14,1,15,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_3.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.4701,NAN,,NAN,0.31,5.69,,0,15,15,15,1,16,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_12.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.9497,NAN,,NAN,0.31,5.69,,0,16,16,16,1,17,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_21.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.6666,NAN,,NAN,0.31,5.69,,0,17,17,17,1,18,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_15.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.7343,NAN,,NAN,0.31,5.69,,0,18,18,18,1,19,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_16.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,16,,,,,,space,2.2082,space,1.0322,0.04,2,2.7765,0,0,0,0,1,Go to bed while there is a thunderstorm happening,Go to an anime convention and meeting up with my international friends,0.01,0.04,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,17,,,,,,,,,,0.02,1,4.4039,0,1,1,1,1,Work on my next cosplay costume with my music on loud,Go to an anime convention and meeting up with my international friends,0.02,0.04,8.8,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,18,,,,,,,,,,0.03,1,4.9402,0,2,2,2,1,Bake something that will end up going to my sister and my nephew,Voice Call with my Friend Katie or Logan,0.03,0.04,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,19,,,,,,,,,,0.04,2,3.6996,0,3,3,3,1,Bake something that will end up going to my sister and my nephew,Cook up new things with my friend Marlo and talk about the things we are into and recent things we have gotten absorbed in,0.04,0.04,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,20,,,,,,,,,,0.05,1,4.555,0,4,4,4,1,Go to the gym and working out at my hardest,Watch anime with my partner in our cool downstairs with all of our cats getting along around us,0.05,0.04,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.49,5.51,,0,19,19,19,1,20,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_5.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,3.5578,NAN,,NAN,0.49,5.51,,0,20,20,20,1,21,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_20.jpeg,did not like,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0002,NAN,,NAN,0.49,5.51,,0,21,21,21,1,22,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_9.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.897,NAN,,NAN,0.49,5.51,,0,22,22,22,1,23,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_19.jpeg,liked,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.9791,NAN,,NAN,0.49,5.51,,0,23,23,23,1,24,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_1.jpeg,liked,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,21,,,,,,space,3.0815,space,1.0983,0.01,1,2.3361,0,0,0,0,1,Bake something that will end up going to my sister and my nephew,cosplay with my friends and partner,0.01,0.05,8.8,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,22,,,,,,,,,,0.02,1,2.7294,0,1,1,1,1,Look at my mineral specimens in the light and catalogue them,Watch anime with my partner in our cool downstairs with all of our cats getting along around us,0.02,0.05,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,23,,,,,,,,,,0.03,1,2.1525,0,2,2,2,1,Check on my garden,Show my stepdad and mom funny videos  memes or tiktoks and see their reactions,0.03,0.05,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,24,,,,,,,,,,0.05,2,1.8936,0,3,3,3,1,Go to the gym and working out at my hardest,call my coworker after work and talk about our days on the way home,0.04,0.05,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,25,,,,,,,,,,0.05,1,2.4903,0,4,4,4,1,write and be able to get really into a scene,Cook up new things with my friend Marlo and talk about the things we are into and recent things we have gotten absorbed in,0.05,0.05,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,3,,7,0.65,5.35,,0,24,24,24,1,25,Charlie,Acc,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_18.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,space,1.3185,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,space,1.9536,space,4.0669,NAN,,NAN,0.65,5.35,,0,25,25,25,1,26,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_15.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.355,NAN,,NAN,0.65,5.35,,0,26,26,26,1,27,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_12.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.5545,NAN,,NAN,0.65,5.35,,0,27,27,27,1,28,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_11.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,0.6468,NAN,,NAN,0.65,5.35,,0,28,28,28,1,29,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_23.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,26,,,,,,space,1.4688,space,1.3252,0.01,1,2.2691,0,0,0,0,1,sing along to music even though I know I am not the best,Go to an anime convention and meeting up with my international friends,0.01,0.01,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.02,1,1.7968,0,1,1,1,1,Look at my mineral specimens in the light and catalogue them,Cook up new things with my friend Marlo and talk about the things we are into and recent things we have gotten absorbed in,0.02,0.01,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,28,,,,,,,,,,0.03,1,2.6987,0,2,2,2,1,Go to bed while there is a thunderstorm happening,Play video games online with my friends while we talk on a Voice Chat on discord,0.03,0.01,3.3,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,29,,,,,,,,,,0.04,1,2.0151,0,3,3,3,1,Look at my mineral specimens in the light and catalogue them,cosplay with my friends and partner,0.04,0.01,4.4,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,30,,,,,,,,,,0.05,1,2.4231,0,4,4,4,1,write and be able to get really into a scene,cosplay with my friends and partner,0.05,0.01,8.8,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,NAN,,NAN,0.8,5.2,,0,29,29,29,1,30,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_10.jpeg,did not like,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,1.0424,NAN,,NAN,0.8,5.2,,0,30,30,30,1,31,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_5.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,6.085,NAN,,NAN,0.8,5.2,,0,31,31,31,1,32,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_24.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.1442,NAN,,NAN,0.8,5.2,,0,32,32,32,1,33,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_3.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,space,2.7906,NAN,,NAN,0.8,5.2,,0,33,33,33,1,34,Sam,Rej,Participant_Images/663e40120b553e7aa7f786b4/663e40120b553e7aa7f786b4_Images/663e40120b553e7aa7f786b4_Image_8.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,31,,,,,,space,8.7391,space,1.0169,0.01,1,1.8862,0,0,0,0,1,Go to the gym and working out at my hardest,Cook up new things with my friend Marlo and talk about the things we are into and recent things we have gotten absorbed in,0.01,0.02,8.8,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,1,4.3628,0,1,1,1,1,Play a videogame late at night when it is dark out and I might get a little scared,Go on vacations with a close group of friends,0.02,0.02,1.1,,,,,1
,,663e40120b553e7aa7f786b4,2024-06-26_16h50.10.710,WTP_SM_Choice,2022.2.1,Win32,60.24096386,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.03,1,2.4865,0,2,2,2,1,write and be able to get really into a scene,Play video games online with my friends while we talk on a Voice Chat on discord,0.03,0.02,4.4,,,,,1
