endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt
space,19.5237,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,space,10.5558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,space,23.6837,space,1.8322,NAN,,NAN,0,6,,0,0,0,0,1,1,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_12.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,space,0.7669,NAN,,NAN,0,6,,0,1,1,1,1,2,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,space,0.7851,NAN,,NAN,0,6,,0,2,2,2,1,3,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_19.jpeg,liked,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,space,2.0697,NAN,,NAN,0,6,,0,3,3,3,1,4,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_22.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,1,,,,,,space,25.3729,space,6.4027,0.01,2,4.7846,0,0,0,0,1,Do random karaoke through singing video games,Look for comic book shops to check out together,0.01,0.01,4.4,1,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.01,2,2.5241,0,1,1,1,1,Have parsec gaming nights with new friends to introduce some games,Look up new recipes for birthday cake stuff,0.02,0.01,8.8,0,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.03,1,2.2023,0,2,2,2,1,Research my favorite shows and learning more behind the scenes information I didn't know,Look for comic book shops to check out together,0.03,0.01,3.3,1,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.04,1,3.3318,0,3,3,3,1,demonstrate to some of my friends kind of a crash course on tinkering and modding game consoles and systems,Look up new recipes for birthday cake stuff,0.04,0.01,1.1,0,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,,,,,,,,,,,,5,,,,,,,,,,0.05,1,2.3436,0,4,4,4,1,Hang out with a weekly gaming group in the city,Turn off social media during the beginning and end of the day to clear my head and keep a calm state,0.05,0.01,1.1,0,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,,,NAN,,NAN,0.14,5.86,,0,4,4,4,1,5,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_7.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,space,1.5228,NAN,,NAN,0.14,5.86,,0,5,5,5,1,6,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_16.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,63d161e70272bba9f3f70980,6685aa9113c938e83b4f1ea0,67007f967d30653e7e1c218a,2024-10-04_19h58.55.250,WTP_SM_Choice,2022.2.1,Win32,7.501875469,,,,,space,5.859,NAN,,NAN,0.14,5.86,,0,6,6,6,1,7,Sam,Rej,Participant_Images/63d161e70272bba9f3f70980/63d161e70272bba9f3f70980_Images/63d161e70272bba9f3f70980_Image_14.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
