endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,Resume_keys.keys,Resume_keys.rt,key_resp.rt,end_screen_keys.keys,end_screen_keys.rt,social_left
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,32,,,,,,,,,,0.02,2,5.5705,0,1,1,1,1,Draw,Watch hockey with my friend,0.02,0.02,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,33,,,,,,,,,,0.03,1,9.9019,0,2,2,2,1,Use ChatGPT and enhance my workflow while making me learn something new,Joyride with my friends on electric scooters,0.03,0.02,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,34,,,,,,,,,,0.02,2,5.171,0,3,3,3,1,Draw,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.04,0.02,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,35,,,,,,,,,,0.05,1,4.6667,0,4,4,4,1,Play video games by myself,Watch hockey with my friend,0.05,0.02,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,0.95,5.05,,0,34,34,34,1,35,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_19.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1969,NAN,,NAN,0.95,5.05,,0,35,35,35,1,36,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_4.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.0918,NAN,,NAN,0.95,5.05,,0,36,36,36,1,37,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_16.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.549,NAN,,NAN,0.95,5.05,,0,37,37,37,1,38,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_11.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,9.3439,NAN,,NAN,0.95,5.05,,0,38,38,38,1,39,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_9.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,36,,,,,,space,2.6232,space,0.4832,0.01,1,3.1264,0,0,0,0,1,Listen to any type of music out there,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.01,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,37,,,,,,,,,,0.03,2,3.2791,0,1,1,1,1,Play video games by myself,Send memes to start a conversation,0.02,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,38,,,,,,,,,,0.03,2,4.4725,0,2,2,2,1,Draw,Joyride with my friends on electric scooters,0.03,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,39,,,,,,,,,,0.03,2,3.3789,0,3,3,3,1,Play video games by myself,Play basketball with this one friend on Fridays,0.04,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,40,,,,,,,,,,0.05,1,5.5235,0,4,4,4,1,Use ChatGPT and enhance my workflow while making me learn something new,Play video games with my friends,0.05,0.03,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,1.1,4.9,,0,39,39,39,1,40,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_15.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.6575,NAN,,NAN,1.1,4.9,,0,40,40,40,1,41,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_22.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,8.4418,NAN,,NAN,1.1,4.9,,0,41,41,41,1,42,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_14.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7426,NAN,,NAN,1.1,4.9,,0,42,42,42,1,43,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_1.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1191,NAN,,NAN,1.1,4.9,,0,43,43,43,1,44,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_23.jpeg,did not like,5.336503566,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,41,,,,,,space,2.0948,space,3.3484,0.01,1,4.8861,0,0,0,0,1,Play video games by myself,Talk to each other about future business ventures and moves for the rest of the day.,0.01,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,42,,,,,,,,,,0.04,2,1.8695,0,1,1,1,1,Draw,Play video games with my friends,0.02,0.04,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,43,,,,,,,,,,0.03,1,6.282,0,2,2,2,1,Use ChatGPT and enhance my workflow while making me learn something new,Go to the movies biweekly ,0.03,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,44,,,,,,,,,,0.04,1,2.8435,0,3,3,3,1,Use ChatGPT and enhance my workflow while making me learn something new,Call my friend and talk about nothing for hours,0.04,0.04,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,45,,,,,,,,,,0.04,2,5.7073,0,4,4,4,1,Ride an electric scooter by myself and listening to music,Edit with my partner and best friend,0.05,0.04,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,1.26,4.74,,0,44,44,44,1,45,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_21.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1773,NAN,,NAN,1.26,4.74,,0,45,45,45,1,46,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_25.jpeg,did not like,4.456234322,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7,NAN,,NAN,1.26,4.74,,0,46,46,46,1,47,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7885,NAN,,NAN,1.26,4.74,,0,47,47,47,1,48,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_5.jpeg,did not like,2.682944783,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,7.639,NAN,,NAN,1.26,4.74,,0,48,48,48,1,49,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_20.jpeg,did not like,4.51984296,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,46,,,,,,space,4.232,space,3.0515,0.05,2,2.8336,0,0,0,0,1,Draw,Send memes to start a conversation,0.01,0.05,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,47,,,,,,,,,,0.05,2,4.392,0,1,1,1,1,Read twitter threads and arguments,Play video games with my friends,0.02,0.05,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,48,,,,,,,,,,0.05,2,2.1119,0,2,2,2,1,Draw,Play basketball with this one friend on Fridays,0.03,0.05,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,49,,,,,,,,,,0.05,2,3.9109,0,3,3,3,1,look at art especially manga/anime art,Play basketball with this one friend on Fridays,0.04,0.05,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,50,,,,,,,,,,0.05,2,4.549,0,4,4,4,1,Listen to any type of music out there,Joyride with my friends on electric scooters,0.05,0.05,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,2,,8,1.51,4.49,,0,49,49,49,1,50,Alex,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_10.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,space,2.4882,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,space,15.4541,space,1.0705,NAN,,NAN,1.51,4.49,,0,50,50,50,1,51,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_7.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1545,NAN,,NAN,1.51,4.49,,0,51,51,51,1,52,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_3.jpeg,liked,4.312468682,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,3.9525,NAN,,NAN,1.51,4.49,,0,52,52,52,1,53,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_9.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,4.312,NAN,,NAN,1.51,4.49,,0,53,53,53,1,54,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_22.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,51,,,,,,space,5.2498,space,1.0669,0.01,1,5.2487,0,0,0,0,1,Use ChatGPT and enhance my workflow while making me learn something new,Play basketball with this one friend on Fridays,0.01,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,52,,,,,,,,,,0.01,2,8.2654,0,1,1,1,1,Draw,Edit with my partner and best friend,0.02,0.01,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,53,,,,,,,,,,0.03,1,3.8477,0,2,2,2,1,Read twitter threads and arguments,Joyride with my friends on electric scooters,0.03,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,54,,,,,,,,,,0.04,1,3.1678,0,3,3,3,1,ride on my skateboard if my electric scooter is not available,Play video games with my friends,0.04,0.01,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,55,,,,,,,,,,0.01,2,4.9139,0,4,4,4,1,Boot up Twitch and watch of my followed channels,Call my friend and talk about nothing for hours,0.05,0.01,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,1.61,4.39,,0,54,54,54,1,55,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_1.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,170.5255,NAN,,NAN,1.61,4.39,,0,55,55,55,1,56,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_10.jpeg,liked,4.106391878,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.0522,NAN,,NAN,1.61,4.39,,0,56,56,56,1,57,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_15.jpeg,liked,3.799433026,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.1946,NAN,,NAN,1.61,4.39,,0,57,57,57,1,58,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_18.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7357,NAN,,NAN,1.61,4.39,,0,58,58,58,1,59,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_23.jpeg,liked,3.30081769,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,56,,,,,,space,13.1866,space,2.4168,,,,0,0,0,0,1,Boot up Twitch and watch of my followed channels,Talk to each other about future business ventures and moves for the rest of the day.,0.01,0.02,8.8,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,57,,,,,,,,,,0.02,2,2.7873,0,1,1,1,1,Listen to any type of music out there,Call my friend and talk about nothing for hours,0.02,0.02,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,58,,,,,,,,,,0.02,2,3.7217,0,2,2,2,1,look at art especially manga/anime art,Send memes to start a conversation,0.03,0.02,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,59,,,,,,,,,,0.02,2,6.1208,0,3,3,3,1,Read twitter threads and arguments,Play basketball with this one friend on Fridays,0.04,0.02,4.4,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,60,,,,,,,,,,0.05,1,1.9894,0,4,4,4,1,Use ChatGPT and enhance my workflow while making me learn something new,Watch hockey with my friend,0.05,0.02,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,1.72,4.28,,0,59,59,59,1,60,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_12.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.5931,NAN,,NAN,1.72,4.28,,0,60,60,60,1,61,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_13.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,1.4819,NAN,,NAN,1.72,4.28,,0,61,61,61,1,62,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_25.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.795,NAN,,NAN,1.72,4.28,,0,62,62,62,1,63,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_8.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.4932,NAN,,NAN,1.72,4.28,,0,63,63,63,1,64,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_16.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,61,,,,,,space,1.0584,space,0.5473,0.03,2,5.605,0,0,0,0,1,Edit videos using Premiere Pro,Send memes to start a conversation,0.01,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,62,,,,,,,,,,0.03,2,4.2282,0,1,1,1,1,Listen to any type of music out there,Play basketball with this one friend on Fridays,0.02,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,63,,,,,,,,,,0.03,2,4.0266,0,2,2,2,1,Edit videos using Premiere Pro,Joyride with my friends on electric scooters,0.03,0.03,3.3,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,64,,,,,,,,,,0.03,2,9.8849,0,3,3,3,1,look at art especially manga/anime art,Walk around town and beyond for the entire da  talking about anything and eating anything with friends,0.04,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,65,,,,,,,,,,0.05,1,6.1907,0,4,4,4,1,Ride an electric scooter by myself and listening to music,Go to the movies biweekly ,0.05,0.03,1.1,,,,,,1
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,NAN,,NAN,1.89,4.11,,0,64,64,64,1,65,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_11.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7863,NAN,,NAN,1.89,4.11,,0,65,65,65,1,66,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_2.jpeg,did not like,3.79605092,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.9921,NAN,,NAN,1.89,4.11,,0,66,66,66,1,67,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.6361,NAN,,NAN,1.89,4.11,,0,67,67,67,1,68,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,space,0.7641,NAN,,NAN,1.89,4.11,,0,68,68,68,1,69,Sam,Rej,Participant_Images/64c0a2d8031339ab6ec5e54a/64c0a2d8031339ab6ec5e54a_Images/64c0a2d8031339ab6ec5e54a_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,,,,,,,,,,,
,,64c0a2d8031339ab6ec5e54a,2024-07-02_22h33.58.222,WTP_SM_Choice,2022.2.1,Win32,238.0952381,,,,,,,,,,,,,,,,,,66,,,,,,space,1.5087,space,0.4769,0.04,2,3.271,0,0,0,0,1,Ride an electric scooter by myself and listening to music,Play basketball with this one friend on Fridays,0.01,0.04,1.1,,,,,,1
