endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,decision_price,responses.keys,responses.rt,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,4.5118,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,space,9.2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,space,1.7959,space,1.5506,NAN,,NAN,0,6,,0,0,0,0,1,1,Alex,Rej,Participant_Images/66463e4efb99fba5a67a010a/66463e4efb99fba5a67a010a_Images/66463e4efb99fba5a67a010a_Image_12.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,space,0.8512,NAN,,NAN,0,6,,0,1,1,1,1,2,Alex,Rej,Participant_Images/66463e4efb99fba5a67a010a/66463e4efb99fba5a67a010a_Images/66463e4efb99fba5a67a010a_Image_21.jpeg,liked,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,space,1.8199,NAN,,NAN,0,6,,0,2,2,2,1,3,Alex,Rej,Participant_Images/66463e4efb99fba5a67a010a/66463e4efb99fba5a67a010a_Images/66463e4efb99fba5a67a010a_Image_5.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,space,1.3515,NAN,,NAN,0,6,,0,3,3,3,1,4,Alex,Rej,Participant_Images/66463e4efb99fba5a67a010a/66463e4efb99fba5a67a010a_Images/66463e4efb99fba5a67a010a_Image_22.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,1,,,,,,space,27.1503,space,8.6337,0.01,2,9.3354,0,0,0,0,1,Shop in a new city and having laughs with my childhood buddies,Learn spanish in a dark basement,0.01,0.01,4.4,0,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.02,1,4.4965,0,1,1,1,1,Listen to ai music while laying on my carpet,Go to the movies at a luxury theatre ,0.02,0.01,8.8,1,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,3,,,,,,,,,,0.01,2,3.6318,0,2,2,2,1,Eat breakfast in my living room,Cook food with new family members I just met,0.03,0.01,3.3,1,,,,
,,66463e4efb99fba5a67a010a,6685aa9113c938e83b4f1ea0,66d0cf070883e2a9f2e26a38,2024-08-29_15h57.05.813,WTP_SM_Choice,2022.2.1,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,4,,,,,,,,,,0.01,2,4.0476,0,3,3,3,1,Shop in a new city and having laughs with my childhood buddies,Listen to ai music while laying on my carpet,0.04,0.01,1.1,0,,,,
