TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_20.jpeg,liked,3.613205605
2,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_24.jpeg,liked,4.988446431
3,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_17.jpeg,liked,3.470791822
4,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_13.jpeg,did not like,3.820572462
5,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_19.jpeg,liked,2.455989137
6,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_23.jpeg,did not like,3.79605092
7,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_14.jpeg,liked,3.562416326
8,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_10.jpeg,liked,2.843822497
9,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_25.jpeg,liked,3.546495948
10,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_7.jpeg,liked,1.672012706
11,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_22.jpeg,did not like,4.942172136
12,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_4.jpeg,liked,2.50187214
13,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_1.jpeg,did not like,2.071164779
14,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_18.jpeg,liked,5.336503566
15,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_12.jpeg,liked,2.642157193
16,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_3.jpeg,liked,4.456234322
17,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_15.jpeg,did not like,4.438512181
18,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_8.jpeg,did not like,2.682944783
19,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_6.jpeg,did not like,4.51984296
20,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_11.jpeg,liked,3.195382774
21,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_2.jpeg,liked,1.779333479
22,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_5.jpeg,liked,4.312468682
23,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_21.jpeg,liked,4.940433059
24,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_16.jpeg,liked,2.7105123
25,Charlie,Acc,Participant_Images/6637ca249e9c662fac63cfcb/6637ca249e9c662fac63cfcb_Images/6637ca249e9c662fac63cfcb_Image_9.jpeg,liked,3.602308302
