TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_18.jpeg,liked,3.613205605
2,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_15.jpeg,liked,4.988446431
3,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_13.jpeg,liked,3.470791822
4,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_11.jpeg,liked,3.820572462
5,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_1.jpeg,did not like,2.455989137
6,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_9.jpeg,liked,3.79605092
7,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_12.jpeg,did not like,3.562416326
8,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_21.jpeg,did not like,2.843822497
9,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_10.jpeg,liked,3.546495948
10,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_3.jpeg,liked,1.672012706
11,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_7.jpeg,liked,4.942172136
12,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_6.jpeg,liked,2.50187214
13,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_25.jpeg,liked,2.071164779
14,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_8.jpeg,liked,5.336503566
15,Sam,Acc,Participant_Images/65c14027646a9bbfa89584c8/65c14027646a9bbfa89584c8_Images/65c14027646a9bbfa89584c8_Image_22.jpeg,did not like,2.642157193
