TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
1,share reels with friends,play computer games,0.01,0.01,4.4,0.0
2,cook for my siblings,watch a movie in my room ,0.02,0.01,8.8,0.0
3,play musical chairs,start a book club,0.03,0.01,3.3,1.0
4,share reels with friends,sleep in my bed,0.04,0.01,1.1,0.0
5,eat a banana,walk to the store with friends,0.05,0.01,1.1,1.0
6,watch a crime documentary with my boyfriend,run on track,0.01,0.02,3.3,0.0
7,sleep in my bed,bake cookies with my boyfriend,0.02,0.02,1.1,1.0
8,sleep in my bed,play tag with my siblings,0.03,0.02,1.1,1.0
9,share reels with friends,play musical chairs,0.04,0.02,4.4,0.0
10,play tag with my siblings,eat a banana,0.05,0.02,1.1,0.0
11,run on track,eat pizza with my friends,0.01,0.03,3.3,1.0
12,listen to music after classes,sleep in my bed,0.02,0.03,4.4,0.0
13,sleep in my bed,cook for my siblings,0.03,0.03,1.1,1.0
14,read a book,play tag with my siblings,0.04,0.03,3.3,1.0
15,bake cookies with my boyfriend,play musical chairs,0.05,0.03,4.4,0.0
16,play tag with my siblings,watch a movie in my room ,0.01,0.04,1.1,0.0
17,draw an apple in charcol,eat pizza with my friends,0.02,0.04,8.8,1.0
18,start a book club,sleep in my bed,0.03,0.04,3.3,0.0
19,play computer games,cook for my siblings,0.04,0.04,3.3,1.0
20,play a card game with friends,watch a movie in my room ,0.05,0.04,1.1,0.0
21,play computer games,bake cookies with my boyfriend,0.01,0.05,8.8,1.0
22,paint a picture of my friend,start a book club,0.02,0.05,4.4,1.0
23,cook for my siblings,draw an apple in charcol,0.03,0.05,1.1,0.0
24,run on track,play tag with my siblings,0.04,0.05,4.4,1.0
25,paint a picture of my friend,cook for my siblings,0.05,0.05,3.3,1.0
26,read a book,share reels with friends,0.01,0.01,4.4,1.0
27,play computer games,watch a crime documentary with my boyfriend,0.02,0.01,3.3,1.0
28,watch a movie in my room ,listen to music after classes,0.03,0.01,3.3,1.0
29,cook for my siblings,read a book,0.04,0.01,4.4,0.0
