TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_8.jpeg,liked,3.613205605
2,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_2.jpeg,liked,4.988446431
3,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_4.jpeg,liked,3.470791822
4,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_16.jpeg,did not like,3.820572462
5,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_3.jpeg,liked,2.455989137
6,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_19.jpeg,liked,3.79605092
7,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_25.jpeg,liked,3.562416326
8,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_14.jpeg,liked,2.843822497
9,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_7.jpeg,liked,3.546495948
10,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_9.jpeg,did not like,1.672012706
11,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_6.jpeg,liked,4.942172136
12,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_12.jpeg,liked,2.50187214
13,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_22.jpeg,did not like,2.071164779
14,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_24.jpeg,liked,5.336503566
15,Alex,Acc,Participant_Images/660482648009855d3c92ce84/660482648009855d3c92ce84_Images/660482648009855d3c92ce84_Image_15.jpeg,did not like,2.642157193
