Prolific_ID,MSPSS_score
568d286ab5a2c2000cb6a91c,3.6666666666666665
595727bd7c76640001aa8f6e,3.0833333333333335
5a4636c92f91ec0001dcba07,5.583333333333333
5ad2c8334d061300011b1985,6.166666666666667
5adef850eb60400001539109,3.25
5aec7e89ae13140001fc0cdf,5.25
5b6c312fa1fda800015fe165,5.333333333333333
5bcc60b95c2b810001dc68e2,7.0
5c1c74700036a80001193c24,3.6666666666666665
5c1edaeaafeeef00011588b3,6.75
5c3272172f0f3500010284c0,4.666666666666667
5cab944b41de360017e2c3db,5.166666666666667
5d55d562e04e1c0001f5e682,6.916666666666667
5dcb685070d51c8275d7bd54,4.916666666666667
5dee8ee31255595293a9906b,6.166666666666667
5ec75df0d799ae1c11a8115c,6.75
5eefc651cb94ad4c4d017b86,6.083333333333333
5f16f559325a640008bb9a07,6.166666666666667
5f32bc368853aa03df112fc6,3.5833333333333335
5f985596be2ea910b23827ed,5.083333333333333
5f9873550513db147c9d2958,3.5
5fd18d125e1f92195b1717bc,4.833333333333333
5ff27bb4ad8fba794c1b96fa,5.083333333333333
6056bcf1cee7a41435889255,5.666666666666667
605b5b5feff0e95f2cd60834,6.25
608209b96e955ba5201eff25,4.75
60bff9298f56d55c8ecd9adf,6.166666666666667
60d2b326161a622cd363268a,4.166666666666667
60dbf4d94a3b5564b68881e8,2.9166666666666665
60ea57c074a703877f04330b,6.666666666666667
60ef2700e476748689a999f7,7.0
60f4e3ab507bbb123f866e88,6.0
60fcebba7345a976efc9c080,3.9166666666666665
60fd56db5fe37ebeca00bc83,5.916666666666667
60fd5a99c4e4ead0c9a6fff4,3.4166666666666665
60fd80b85dd6b22f66d16822,5.25
60fd89617258b322c92fdd03,6.333333333333333
60fdb9ec6c3006abe82e5182,4.083333333333333
60fec21e36a05990cfa8a715,5.333333333333333
60ff33eea57872b7188f12e2,6.666666666666667
60ff830d7a7cce48e1787ba2,5.083333333333333
610024bfd6e1038ba3b1601d,6.5
6100652c5329da76a962cdb3,5.25
61006614d4c56450afce3a6b,6.416666666666667
61006f43a84b82fb439d7cba,6.75
610247cdbc9b348fd6601cb3,6.666666666666667
610367ad785ce86ceb8d201c,3.3333333333333335
6107f902de5549cbdf72cbe1,7.0
61084dbab48ab21fce452554,5.833333333333333
6112c911a83cc494df38b468,4.916666666666667
6112dccad39227e361c13866,4.333333333333333
6116f60ae8f48f7d1244e8d3,4.416666666666667
612e6569f68929afb886fb5c,4.75
61338374ecef87bfdfd1c7bb,3.6666666666666665
6154a88b71a7f4347658b0f7,6.0
615a084387075364a7462335,5.916666666666667
62a1ed3d1357f3e033ae44f9,6.083333333333333
62a885d5b6af18b3d4579e1b,7.0
62fb84322433c8d7e890a145,4.0
630386f64c5bbd56ab1c3b0f,5.5
631f3abc8826b6e7e8982648,5.25
63235c5bf70d8e4f79b205cd,4.416666666666667
6346da55c3bf67b0dbf06272,5.0
63ced670c8d001d1d5057140,3.5833333333333335
63d13e2a6dd3ec4a5f6bff7b,5.5
63d3f98237a95683bfa381e3,6.333333333333333
63d3f9d0ab6c170778b0d3d1,5.166666666666667
63d4019999c9ab839156014c,7.0
63d40481d12fc9cc4c1adab0,5.666666666666667
63d5bb0d1cc3800ad1e343dc,4.5
63d5e3bf4a739d1158b9ce64,6.083333333333333
63d7c5cbacd85e95302f3a62,1.75
63d7ec164d40c184be89bf34,4.666666666666667
63d7f2b15b4a5938642f3a7b,4.833333333333333
63ddc6baab6a2130b8a41bf7,5.083333333333333
63e51e528df11f83a1aacab8,4.666666666666667
63e52399159a69bf0ea848c6,4.5
63ea4ab1ce4168cbe9f63775,5.916666666666667
63eac31811a6da58d4f32d76,6.75
63fac97f0d4e8f6bfd753d90,4.916666666666667
6400d8ca785ee04d9b02ae9c,4.416666666666667
64023a98627b1116180dff0b,2.6666666666666665
641361334c91a0c6ff4c5b79,7.0
641a3df3c874807a1a8734bc,5.5
