TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
1,walk around the park with friends,walk in the park ,0.01,0.01,4.4,0.0
2,sit out & see the stars with my best friend,enjoy sewing,0.02,0.01,8.8,0.0
3,make food with my family,enjoy sewing,0.03,0.01,3.3,0.0
4,workout at the gym with my best friend,long baths to relax myself ,0.04,0.01,1.1,0.0
5,go to the spa with my cousins,watch history documentaries ,0.05,0.01,1.1,0.0
6,make videos  ,make food with my family,0.01,0.02,3.3,1.0
7,walk in the park ,go to the spa with my cousins,0.02,0.02,1.1,1.0
8,sit out & see the stars with my best friend,window watch sometimes,0.03,0.02,1.1,0.0
9,listen to music,go shopping at the mall with my mom,0.04,0.02,4.4,1.0
10,read books,hang out at home with friends ,0.05,0.02,1.1,1.0
11,hang out at home with friends ,enjoy sewing,0.01,0.03,3.3,0.0
12,enjoy sewing,go to the spa with my cousins,0.02,0.03,4.4,1.0
13,hang out at home with friends ,make videos  ,0.03,0.03,1.1,0.0
14,play sims 4 on my laptop ,sit out & see the stars with my best friend,0.04,0.03,3.3,1.0
15,read books,go to the beach with my partner,0.05,0.03,4.4,1.0
16,walk in the park ,go to the beach with my partner,0.01,0.04,1.1,1.0
17,window watch sometimes,go shopping at the mall with my mom,0.02,0.04,8.8,1.0
18,hang out at home with friends ,watch history documentaries ,0.03,0.04,3.3,0.0
19,play sims 4 on my laptop ,walk around the park with friends,0.04,0.04,3.3,1.0
20,hang out at home with friends ,play sims 4 on my laptop ,0.05,0.04,1.1,0.0
21,sit out & see the stars with my best friend,long baths to relax myself ,0.01,0.05,8.8,0.0
22,enjoy sewing,workout at the gym with my best friend,0.02,0.05,4.4,1.0
23,listen to music,make food with my family,0.03,0.05,1.1,1.0
24,go to the movies with my mom,enjoy sewing,0.04,0.05,4.4,0.0
25,hang out at home with friends ,window watch sometimes,0.05,0.05,3.3,0.0
26,play sims 4 on my laptop ,make food with my family,0.01,0.01,4.4,1.0
27,make food with my family,window watch sometimes,0.02,0.01,3.3,0.0
28,go shopping at the mall with my mom,walk in the park ,0.03,0.01,3.3,0.0
29,make food with my family,read books,0.04,0.01,4.4,0.0
30,go to the beach with my partner,enjoy sewing,0.05,0.01,8.8,0.0
31,go to the spa with my cousins,listen to music,0.01,0.02,8.8,0.0
32,go to the beach with my partner,watch history documentaries ,0.02,0.02,1.1,0.0
33,read books,go out to eat with my family ,0.03,0.02,4.4,1.0
34,enjoy sewing,walk around the park with friends,0.04,0.02,3.3,1.0
35,listen to music,go to the movies with my mom,0.05,0.02,1.1,1.0
