PROLIFIC_ID,condition_recode,afterstresschange,salience_mean,stress_mean,recoded_stress,choice,rej-acc,ifnegvalue,choicertmean,timebetween,age,sex,order,choicedifference_rejneu,overallchoice,overallaffect
5fd18d125e1f92195b1717bc,0,1.0,3.0,5.0,5.0,0.16666666666666666,-0.5,1,0.6666666666666666,4.0,26.0,1.0,12,0.10606060606060605,0.27586206896551724,5.166666666666667
5fd18d125e1f92195b1717bc,1,1.0,2.5,5.0,5.0,0.2727272727272727,-0.5,1,1.5454545454545454,4.0,26.0,1.0,12,0.10606060606060605,0.27586206896551724,5.166666666666667
5fd18d125e1f92195b1717bc,2,1.0,3.5,5.5,5.5,0.3333333333333333,-0.5,1,0.9166666666666666,4.0,26.0,1.0,12,0.10606060606060605,0.27586206896551724,5.166666666666667
5ff27bb4ad8fba794c1b96fa,0,0.0,2.0,7.0,3,0.0,-1.0,1,0.6666666666666666,8.0,35.0,0.0,21,0.0,0.0,3.3333333333333335
5ff27bb4ad8fba794c1b96fa,1,0.0,1.5,7.0,3,0.0,-1.0,1,0.5,8.0,35.0,0.0,21,0.0,0.0,3.3333333333333335
5ff27bb4ad8fba794c1b96fa,2,0.0,2.5,6.0,4,0.0,-1.0,1,0.5454545454545454,8.0,35.0,0.0,21,0.0,0.0,3.3333333333333335
6056bcf1cee7a41435889255,0,1.0,2.0,9.0,9.0,0.0,-0.5,1,0.3333333333333333,2.0,29.0,0.0,21,0.0,0.06896551724137931,8.833333333333334
6056bcf1cee7a41435889255,1,1.0,1.5,8.5,8.5,0.0,-0.5,1,0.75,2.0,29.0,0.0,21,0.0,0.06896551724137931,8.833333333333334
6056bcf1cee7a41435889255,2,1.0,2.0,9.0,9.0,0.18181818181818182,-0.5,1,1.1818181818181819,2.0,29.0,0.0,21,0.0,0.06896551724137931,8.833333333333334
605b5b5feff0e95f2cd60834,0,1.0,1.0,7.0,7.0,0.0,0.0,0,1.2,2.0,25.0,0.0,21,0.5833333333333334,0.39285714285714285,6.333333333333333
605b5b5feff0e95f2cd60834,1,1.0,1.0,6.0,6.0,0.5833333333333334,0.0,0,1.25,2.0,25.0,0.0,21,0.5833333333333334,0.39285714285714285,6.333333333333333
605b5b5feff0e95f2cd60834,2,1.0,1.5,6.0,6.0,0.36363636363636365,0.0,0,1.0,2.0,25.0,0.0,21,0.5833333333333334,0.39285714285714285,6.333333333333333
608209b96e955ba5201eff25,0,1.0,3.0,5.0,5.0,1.0,-1.5,1,1.0,2.0,21.0,0.0,12,0.0,1.0,5.5
608209b96e955ba5201eff25,1,1.0,2.0,5.0,5.0,1.0,-1.5,1,1.4545454545454546,2.0,21.0,0.0,12,0.0,1.0,5.5
608209b96e955ba5201eff25,2,1.0,4.0,6.5,6.5,1.0,-1.5,1,1.1666666666666667,2.0,21.0,0.0,12,0.0,1.0,5.5
60bff9298f56d55c8ecd9adf,0,0.0,1.0,3.0,7,1.0,0.0,0,1.0,4.0,32.0,0.0,21,-0.33333333333333337,0.7241379310344828,7.333333333333333
60bff9298f56d55c8ecd9adf,1,0.0,1.5,2.5,7.5,0.6666666666666666,0.0,0,1.0,4.0,32.0,0.0,21,-0.33333333333333337,0.7241379310344828,7.333333333333333
60bff9298f56d55c8ecd9adf,2,0.0,3.0,2.5,7.5,0.6363636363636364,0.0,0,1.0,4.0,32.0,0.0,21,-0.33333333333333337,0.7241379310344828,7.333333333333333
60d2b326161a622cd363268a,0,1.0,1.0,5.0,5.0,0.4,-2.5,1,1.4,2.0,32.0,0.0,12,-0.15000000000000002,0.3103448275862069,5.5
60d2b326161a622cd363268a,1,1.0,2.0,4.5,4.5,0.25,-2.5,1,1.0,2.0,32.0,0.0,12,-0.15000000000000002,0.3103448275862069,5.5
60d2b326161a622cd363268a,2,1.0,4.0,7.0,7.0,0.3333333333333333,-2.5,1,1.1666666666666667,2.0,32.0,0.0,12,-0.15000000000000002,0.3103448275862069,5.5
60dbf4d94a3b5564b68881e8,0,0.0,1.0,6.0,4,0.0,-1.5,1,1.3333333333333333,3.0,23.0,0.0,12,0.0,0.0,3.5
60dbf4d94a3b5564b68881e8,1,0.0,1.5,7.5,2.5,0.0,-1.5,1,0.45454545454545453,3.0,23.0,0.0,12,0.0,0.0,3.5
60dbf4d94a3b5564b68881e8,2,0.0,2.5,6.0,4,0.0,-1.5,1,0.9166666666666666,3.0,23.0,0.0,12,0.0,0.0,3.5
60ea57c074a703877f04330b,0,1.0,3.0,9.0,9.0,0.5,0.0,0,1.0,17.0,30.0,1.0,12,-0.04545454545454547,0.6896551724137931,9.0
60ea57c074a703877f04330b,1,1.0,4.0,9.0,9.0,0.45454545454545453,0.0,0,0.6363636363636364,17.0,30.0,1.0,12,-0.04545454545454547,0.6896551724137931,9.0
60ea57c074a703877f04330b,2,1.0,4.5,9.0,9.0,1.0,0.0,0,0.3333333333333333,17.0,30.0,1.0,12,-0.04545454545454547,0.6896551724137931,9.0
60ef2700e476748689a999f7,0,0.0,2.0,1.0,9,1.0,0.0,0,1.3333333333333333,4.0,31.0,0.0,12,0.0,0.9629629629629629,9.0
60ef2700e476748689a999f7,1,0.0,1.0,1.0,9,1.0,0.0,0,1.4545454545454546,4.0,31.0,0.0,12,0.0,0.9629629629629629,9.0
60ef2700e476748689a999f7,2,0.0,3.5,1.0,9,0.9,0.0,0,1.3,4.0,31.0,0.0,12,0.0,0.9629629629629629,9.0
60f4e3ab507bbb123f866e88,0,1.0,3.0,5.0,5.0,0.0,-0.5,1,1.0,2.0,24.0,0.0,12,0.18181818181818182,0.06896551724137931,5.166666666666667
60f4e3ab507bbb123f866e88,1,1.0,2.5,5.0,5.0,0.18181818181818182,-0.5,1,1.5454545454545454,2.0,24.0,0.0,12,0.18181818181818182,0.06896551724137931,5.166666666666667
60f4e3ab507bbb123f866e88,2,1.0,4.0,5.5,5.5,0.0,-0.5,1,1.1666666666666667,2.0,24.0,0.0,12,0.18181818181818182,0.06896551724137931,5.166666666666667
60fcebba7345a976efc9c080,0,0.0,2.0,5.0,5,0.16666666666666666,-0.5,1,1.3333333333333333,2.0,999.0,999.0,21,0.015151515151515166,0.21428571428571427,4.833333333333333
60fcebba7345a976efc9c080,1,0.0,2.0,5.5,4.5,0.18181818181818182,-0.5,1,1.7272727272727273,2.0,999.0,999.0,21,0.015151515151515166,0.21428571428571427,4.833333333333333
60fcebba7345a976efc9c080,2,0.0,2.5,5.0,5,0.2727272727272727,-0.5,1,1.1818181818181819,2.0,999.0,999.0,21,0.015151515151515166,0.21428571428571427,4.833333333333333
60fd56db5fe37ebeca00bc83,0,1.0,2.0,5.0,5.0,1.0,-1.0,1,1.2,2.0,33.0,0.0,21,-0.08333333333333337,0.9655172413793104,6.0
60fd56db5fe37ebeca00bc83,1,1.0,3.5,6.0,6.0,0.9166666666666666,-1.0,1,1.0,2.0,33.0,0.0,21,-0.08333333333333337,0.9655172413793104,6.0
60fd56db5fe37ebeca00bc83,2,1.0,3.5,7.0,7.0,1.0,-1.0,1,1.0833333333333333,2.0,33.0,0.0,21,-0.08333333333333337,0.9655172413793104,6.0
60fd5a99c4e4ead0c9a6fff4,0,1.0,3.0,3.0,3.0,1.0,0.0,0,1.0,2.0,29.0,0.0,12,0.0,1.0,3.0
60fd5a99c4e4ead0c9a6fff4,1,1.0,2.5,3.0,3.0,1.0,0.0,0,0.8181818181818182,2.0,29.0,0.0,12,0.0,1.0,3.0
60fd5a99c4e4ead0c9a6fff4,2,1.0,3.5,3.0,3.0,1.0,0.0,0,0.8333333333333334,2.0,29.0,0.0,12,0.0,1.0,3.0
60fd80b85dd6b22f66d16822,0,1.0,3.0,4.0,4.0,0.0,-1.0,1,1.0,2.0,32.0,0.0,12,0.09090909090909091,0.07142857142857142,4.666666666666667
60fd80b85dd6b22f66d16822,1,1.0,1.5,4.5,4.5,0.09090909090909091,-1.0,1,1.1818181818181819,2.0,32.0,0.0,12,0.09090909090909091,0.07142857142857142,4.666666666666667
60fd80b85dd6b22f66d16822,2,1.0,3.5,5.5,5.5,0.09090909090909091,-1.0,1,1.1818181818181819,2.0,32.0,0.0,12,0.09090909090909091,0.07142857142857142,4.666666666666667
60fd89617258b322c92fdd03,0,1.0,2.0,6.0,6.0,0.8333333333333334,-1.5,1,1.1666666666666667,7.0,22.0,0.0,21,0.16666666666666663,0.9666666666666667,5.833333333333333
60fd89617258b322c92fdd03,1,1.0,1.5,5.0,5.0,1.0,-1.5,1,1.5833333333333333,7.0,22.0,0.0,21,0.16666666666666663,0.9666666666666667,5.833333333333333
60fd89617258b322c92fdd03,2,1.0,4.0,6.5,6.5,1.0,-1.5,1,0.9166666666666666,7.0,22.0,0.0,21,0.16666666666666663,0.9666666666666667,5.833333333333333
60fdb9ec6c3006abe82e5182,0,1.0,3.0,5.0,5.0,0.0,-1.0,1,0.75,2.0,23.0,0.0,12,0.8,0.32,4.333333333333333
60fdb9ec6c3006abe82e5182,1,1.0,2.0,3.5,3.5,0.8,-1.0,1,1.1,2.0,23.0,0.0,12,0.8,0.32,4.333333333333333
60fdb9ec6c3006abe82e5182,2,1.0,3.5,4.5,4.5,0.0,-1.0,1,0.7272727272727273,2.0,23.0,0.0,12,0.8,0.32,4.333333333333333
60fec21e36a05990cfa8a715,0,1.0,2.0,5.0,5.0,0.0,-1.0,1,0.3333333333333333,1.0,26.0,0.0,21,0.0,0.0,5.666666666666667
60fec21e36a05990cfa8a715,1,1.0,2.5,5.5,5.5,0.0,-1.0,1,0.08333333333333333,1.0,26.0,0.0,21,0.0,0.0,5.666666666666667
60fec21e36a05990cfa8a715,2,1.0,3.0,6.5,6.5,0.0,-1.0,1,0.09090909090909091,1.0,26.0,0.0,21,0.0,0.0,5.666666666666667
60ff33eea57872b7188f12e2,0,1.0,3.0,5.0,5.0,0.0,-0.5,1,0.5,2.0,31.0,0.0,12,0.0,0.0,4.833333333333333
60ff33eea57872b7188f12e2,1,1.0,2.0,4.5,4.5,0.0,-0.5,1,1.0909090909090908,2.0,31.0,0.0,12,0.0,0.0,4.833333333333333
60ff33eea57872b7188f12e2,2,1.0,3.5,5.0,5.0,0.0,-0.5,1,1.0,2.0,31.0,0.0,12,0.0,0.0,4.833333333333333
60ff830d7a7cce48e1787ba2,0,1.0,3.0,5.0,5.0,1.0,0.0,0,1.3333333333333333,46.0,25.0,0.0,21,0.0,0.896551724137931,5.0
60ff830d7a7cce48e1787ba2,1,1.0,3.0,5.0,5.0,1.0,0.0,0,1.0833333333333333,46.0,25.0,0.0,21,0.0,0.896551724137931,5.0
60ff830d7a7cce48e1787ba2,2,1.0,3.0,5.0,5.0,0.7272727272727273,0.0,0,1.0,46.0,25.0,0.0,21,0.0,0.896551724137931,5.0
610024bfd6e1038ba3b1601d,0,0.0,3.0,2.0,8,1.0,0.0,0,1.1666666666666667,4.0,30.0,0.0,12,0.0,1.0,8.333333333333334
610024bfd6e1038ba3b1601d,1,0.0,1.0,1.5,8.5,1.0,0.0,0,1.0909090909090908,4.0,30.0,0.0,12,0.0,1.0,8.333333333333334
610024bfd6e1038ba3b1601d,2,0.0,4.0,1.5,8.5,1.0,0.0,0,1.0833333333333333,4.0,30.0,0.0,12,0.0,1.0,8.333333333333334
6100652c5329da76a962cdb3,0,1.0,4.0,8.0,8.0,0.6666666666666666,0.0,0,1.5,2.0,22.0,1.0,12,0.33333333333333337,0.7931034482758621,8.0
6100652c5329da76a962cdb3,1,1.0,3.0,8.0,8.0,1.0,0.0,0,1.2727272727272727,2.0,22.0,1.0,12,0.33333333333333337,0.7931034482758621,8.0
6100652c5329da76a962cdb3,2,1.0,4.0,8.0,8.0,0.6666666666666666,0.0,0,1.1666666666666667,2.0,22.0,1.0,12,0.33333333333333337,0.7931034482758621,8.0
61006614d4c56450afce3a6b,0,0.0,4.0,3.0,7,1.0,0.0,0,1.4,3.0,30.0,0.0,12,0.0,0.8846153846153846,7.0
61006614d4c56450afce3a6b,1,0.0,4.0,3.0,7,1.0,0.0,0,1.25,3.0,30.0,0.0,12,0.0,0.8846153846153846,7.0
61006614d4c56450afce3a6b,2,0.0,3.5,3.0,7,0.6666666666666666,0.0,0,1.3333333333333333,3.0,30.0,0.0,12,0.0,0.8846153846153846,7.0
61006f43a84b82fb439d7cba,0,1.0,3.0,9.0,9.0,1.0,0.0,0,1.0,9.0,26.0,0.0,21,0.0,0.896551724137931,9.0
61006f43a84b82fb439d7cba,1,1.0,2.0,9.0,9.0,1.0,0.0,0,0.6666666666666666,9.0,26.0,0.0,21,0.0,0.896551724137931,9.0
61006f43a84b82fb439d7cba,2,1.0,3.0,9.0,9.0,0.7272727272727273,0.0,0,0.5454545454545454,9.0,26.0,0.0,21,0.0,0.896551724137931,9.0
610247cdbc9b348fd6601cb3,0,1.0,4.0,6.0,6.0,1.0,-1.5,1,1.0,17.0,24.0,0.0,12,-0.09090909090909094,0.8620689655172413,5.5
610247cdbc9b348fd6601cb3,1,1.0,2.0,4.5,4.5,0.9090909090909091,-1.5,1,1.0,17.0,24.0,0.0,12,-0.09090909090909094,0.8620689655172413,5.5
610247cdbc9b348fd6601cb3,2,1.0,4.0,6.0,6.0,0.75,-1.5,1,1.0,17.0,24.0,0.0,12,-0.09090909090909094,0.8620689655172413,5.5
610367ad785ce86ceb8d201c,0,1.0,5.0,9.0,9.0,0.0,-3.0,1,1.0,2.0,19.0,0.0,12,0.0,0.0,6.333333333333333
610367ad785ce86ceb8d201c,1,1.0,2.5,3.5,3.5,0.0,-3.0,1,1.1818181818181819,2.0,19.0,0.0,12,0.0,0.0,6.333333333333333
610367ad785ce86ceb8d201c,2,1.0,3.5,6.5,6.5,0.0,-3.0,1,1.0909090909090908,2.0,19.0,0.0,12,0.0,0.0,6.333333333333333
6107f902de5549cbdf72cbe1,0,1.0,3.0,7.0,7.0,0.3333333333333333,0.0,0,0.8333333333333334,17.0,25.0,0.0,12,0.393939393939394,0.5,7.0
6107f902de5549cbdf72cbe1,1,1.0,2.5,7.0,7.0,0.7272727272727273,0.0,0,1.0,17.0,25.0,0.0,12,0.393939393939394,0.5,7.0
6107f902de5549cbdf72cbe1,2,1.0,3.5,7.0,7.0,0.36363636363636365,0.0,0,1.0909090909090908,17.0,25.0,0.0,12,0.393939393939394,0.5,7.0
61084dbab48ab21fce452554,0,1.0,2.0,2.0,2.0,0.0,-1.5,1,0.5,11.0,25.0,0.0,12,0.45454545454545453,0.1724137931034483,2.5
61084dbab48ab21fce452554,1,1.0,1.0,2.0,2.0,0.45454545454545453,-1.5,1,1.0909090909090908,11.0,25.0,0.0,12,0.45454545454545453,0.1724137931034483,2.5
61084dbab48ab21fce452554,2,1.0,2.5,3.5,3.5,0.0,-1.5,1,1.1666666666666667,11.0,25.0,0.0,12,0.45454545454545453,0.1724137931034483,2.5
6112c911a83cc494df38b468,0,1.0,3.0,6.0,6.0,0.6666666666666666,-0.5,1,1.0,2.0,28.0,0.0,12,-0.3939393939393939,0.27586206896551724,5.5
6112c911a83cc494df38b468,1,1.0,2.5,5.0,5.0,0.2727272727272727,-0.5,1,1.4545454545454546,2.0,28.0,0.0,12,-0.3939393939393939,0.27586206896551724,5.5
6112c911a83cc494df38b468,2,1.0,3.0,5.5,5.5,0.08333333333333333,-0.5,1,1.5,2.0,28.0,0.0,12,-0.3939393939393939,0.27586206896551724,5.5
6112dccad39227e361c13866,0,1.0,3.0,5.0,5.0,0.8333333333333334,-2.0,1,1.1666666666666667,2.0,22.0,0.0,12,-0.6515151515151516,0.4482758620689655,4.0
6112dccad39227e361c13866,1,1.0,1.0,2.5,2.5,0.18181818181818182,-2.0,1,1.0,2.0,22.0,0.0,12,-0.6515151515151516,0.4482758620689655,4.0
6112dccad39227e361c13866,2,1.0,3.0,4.5,4.5,0.5,-2.0,1,1.0833333333333333,2.0,22.0,0.0,12,-0.6515151515151516,0.4482758620689655,4.0
6116f60ae8f48f7d1244e8d3,0,1.0,4.0,5.0,5.0,0.0,-0.5,1,0.8333333333333334,17.0,23.0,0.0,12,0.18181818181818182,0.10344827586206896,5.166666666666667
6116f60ae8f48f7d1244e8d3,1,1.0,2.0,5.0,5.0,0.18181818181818182,-0.5,1,0.9090909090909091,17.0,23.0,0.0,12,0.18181818181818182,0.10344827586206896,5.166666666666667
6116f60ae8f48f7d1244e8d3,2,1.0,3.5,5.5,5.5,0.08333333333333333,-0.5,1,0.5,17.0,23.0,0.0,12,0.18181818181818182,0.10344827586206896,5.166666666666667
612e6569f68929afb886fb5c,0,1.0,4.0,7.0,7.0,1.0,-3.0,1,1.1666666666666667,11.0,23.0,0.0,12,0.0,1.0,5.0
