PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
641361334c91a0c6ff4c5b79,space,29.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,22.7749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.8958,space,0.8027,NAN,,NAN,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_19.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.7618,NAN,,NAN,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_2.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.8534,NAN,,NAN,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_26.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,1.6683,NAN,,NAN,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_1.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,5.2257,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_28.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.6115,NAN,,NAN,,0,5,5,5,1,6,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_7.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.3595,NAN,,NAN,,0,6,6,6,1,7,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_11.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.6118,NAN,,NAN,,0,7,7,7,1,8,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_22.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,1.1874,NAN,,NAN,,0,8,8,8,1,9,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_17.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.7651,0,0,0,0,1,0.8051,h,2.8243,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_8.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.5925,NAN,,NAN,,0,10,10,10,1,11,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_18.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.6862,NAN,,NAN,,0,11,11,11,1,12,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_6.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.6278,NAN,,NAN,,0,12,12,12,1,13,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_27.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.5471,NAN,,NAN,,0,13,13,13,1,14,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_20.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.1092,0,0,0,0,1,1.3706,h,1.1663,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_29.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.378,NAN,,NAN,,0,15,15,15,1,16,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_23.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.0674,NAN,,NAN,,0,16,16,16,1,17,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_14.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.693,NAN,,NAN,,0,17,17,17,1,18,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_21.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.5526,NAN,,NAN,,0,18,18,18,1,19,Charlie,Rej,Participant_Images/641361334c91a0c6ff4c5b79/641361334c91a0c6ff4c5b79_Images/641361334c91a0c6ff4c5b79_Image_10.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.5674,0,0,0,0,1,0.8179,h,1.1563,,
