TrialNumber,right,left,leftmoney,rightmoney,WTP_ITI,social_left
1,Read a non fiction book that is not for class just for my enjoyment,Go out to eat at a restaurant with my mom sister and friend,0.01,0.01,4.4,1.0
2,Play video games,Play video games with a friend online,0.02,0.01,8.8,1.0
3,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,Read a non fiction book that is not for class just for my enjoyment,0.03,0.01,3.3,0.0
4,Watch a movie with a soft blanket and warm popcorn,Read in the same room as with a friend not necessarily talking but just enjoying each others company,0.04,0.01,1.1,1.0
5,Make shopping lists of stuff I will never buy on Amazon,Try a new recipe at home with my mother,0.05,0.01,1.1,1.0
6,Go to an anime or gaming convention with a sister and a friend,Watch Youtube whilst playing a game on my phone,0.01,0.02,3.3,0.0
7,Read a non fiction book that is not for class just for my enjoyment,Play video games with a friend online,0.02,0.02,1.1,1.0
8,Try a new recipe at home with my mother,Play video games,0.03,0.02,1.1,0.0
9,Watch the Real Ghostbusters Everyone else always complains the entire time and ruins the experience,Go out to the movies and watching a new movie with a friend,0.04,0.02,4.4,1.0
10,Go to a theme park such as Cedar Point with my mother and my sister,Read a non fiction book that is not for class just for my enjoyment,0.05,0.02,1.1,0.0
11,Go to a theme park such as Cedar Point with my mother and my sister,Play video games,0.01,0.03,3.3,0.0
12,Daydream about the future,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,0.02,0.03,4.4,1.0
13,Watch Youtube whilst playing a game on my phone,Go out to the movies and watching a new movie with a friend,0.03,0.03,1.1,1.0
14,Play with my cats this way I don't have to listen to others calling them fat,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,0.04,0.03,3.3,1.0
15,Watch a movie with a soft blanket and warm popcorn,Go out to eat at a restaurant with my mom sister and friend,0.05,0.03,4.4,1.0
16,Go to an anime or gaming convention with a sister and a friend,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.01,0.04,1.1,0.0
17,Read in the same room as with a friend not necessarily talking but just enjoying each others company,Daydream about the future,0.02,0.04,8.8,0.0
18,Watch a movie with a soft blanket and warm popcorn,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,0.03,0.04,3.3,1.0
19,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,Go to a theme park such as Cedar Point with my mother and my sister,0.04,0.04,3.3,1.0
20,Go to an anime or gaming convention with a sister and a friend,Watch a movie with a soft blanket and warm popcorn,0.05,0.04,1.1,0.0
21,Play with my cats this way I don't have to listen to others calling them fat,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,0.01,0.05,8.8,1.0
22,Read a non fiction book that is not for class just for my enjoyment,Go to an anime or gaming convention with a sister and a friend,0.02,0.05,4.4,1.0
23,Dance alone with music on noise cancelling headphones,Go to an anime or gaming convention with a sister and a friend,0.03,0.05,1.1,1.0
24,Play video games,Read in the same room as with a friend not necessarily talking but just enjoying each others company,0.04,0.05,4.4,1.0
25,Dance alone with music on noise cancelling headphones,Go out to the movies and watching a new movie with a friend,0.05,0.05,3.3,1.0
26,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,Watch Youtube whilst playing a game on my phone,0.01,0.01,4.4,0.0
27,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,Dance alone with music on noise cancelling headphones,0.02,0.01,3.3,0.0
28,Watch the Real Ghostbusters Everyone else always complains the entire time and ruins the experience,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,0.03,0.01,3.3,1.0
29,Try a new recipe at home with my mother,Daydream about the future,0.04,0.01,4.4,0.0
30,Play video games with a friend online,Dance alone with music on noise cancelling headphones,0.05,0.01,8.8,0.0
31,Go to a theme park such as Cedar Point with my mother and my sister,Play with my cats this way I don't have to listen to others calling them fat,0.01,0.02,8.8,0.0
32,Read in the same room as with a friend not necessarily talking but just enjoying each others company,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.02,0.02,1.1,0.0
33,Try a new recipe at home with my mother,Watch a movie with a soft blanket and warm popcorn,0.03,0.02,4.4,0.0
34,Go out to the movies and watching a new movie with a friend,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.04,0.02,3.3,0.0
35,Play video games with a friend online,Watch the Real Ghostbusters Everyone else always complains the entire time and ruins the experience,0.05,0.02,1.1,0.0
36,Try a new recipe at home with my mother,Play with my cats this way I don't have to listen to others calling them fat,0.01,0.03,3.3,0.0
37,Dance alone with music on noise cancelling headphones,Read in the same room as with a friend not necessarily talking but just enjoying each others company,0.02,0.03,1.1,1.0
38,Play video games with a friend online,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.03,0.03,1.1,0.0
39,Play video games with a friend online,Watch Youtube whilst playing a game on my phone,0.04,0.03,3.3,0.0
40,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,Play video games,0.05,0.03,4.4,0.0
41,Read a non fiction book that is not for class just for my enjoyment,Try some new food that we have never tried before with my mom sister and friend,0.01,0.04,1.1,1.0
42,Try some new food that we have never tried before with my mom sister and friend,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.02,0.04,3.3,0.0
43,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,0.03,0.04,1.1,0.0
44,Go all out and wearing my ghostbusters uniform with my ghostbusters blanket and Proton pack whilst watching Ghostbusters,Go out to eat at a restaurant with my mom sister and friend,0.04,0.04,1.1,1.0
45,Watch a movie with a soft blanket and warm popcorn,Try some new food that we have never tried before with my mom sister and friend,0.05,0.04,4.4,1.0
46,Make shopping lists of stuff I will never buy on Amazon,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,0.01,0.05,8.8,1.0
47,Make shopping lists of stuff I will never buy on Amazon,Go to an anime or gaming convention with a sister and a friend,0.02,0.05,1.1,1.0
48,Try some new food that we have never tried before with my mom sister and friend,Play video games,0.03,0.05,4.4,0.0
49,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,Read a non fiction book that is not for class just for my enjoyment,0.04,0.05,3.3,0.0
50,Play with my cats this way I don't have to listen to others calling them fat,Play video games with a friend online,0.05,0.05,1.1,1.0
51,Read a non fiction book that is not for class just for my enjoyment,Go out to the movies and watching a new movie with a friend,0.01,0.01,1.1,1.0
52,Try a new recipe at home with my mother,Dance alone with music on noise cancelling headphones,0.02,0.01,3.3,0.0
53,Read in the same room as with a friend not necessarily talking but just enjoying each others company,Watch Youtube whilst playing a game on my phone,0.03,0.01,1.1,0.0
54,Daydream about the future,Go to a theme park such as Cedar Point with my mother and my sister,0.04,0.01,4.4,1.0
55,Play with my cats this way I don't have to listen to others calling them fat,Go out to eat at a restaurant with my mom sister and friend,0.05,0.01,1.1,1.0
56,Watch Youtube whilst playing a game on my phone,Go out to Kura Sushi and get whatever new prize they have for the month with my sister,0.01,0.02,8.8,1.0
57,Watch a movie with a soft blanket and warm popcorn,Play video games with a friend online,0.02,0.02,4.4,1.0
58,Dance alone with music on noise cancelling headphones,Go to a theme park such as Cedar Point with my mother and my sister,0.03,0.02,4.4,1.0
59,Try some new food that we have never tried before with my mom sister and friend,Make shopping lists of stuff I will never buy on Amazon,0.04,0.02,4.4,0.0
60,Go to an anime or gaming convention with a sister and a friend,Daydream about the future,0.05,0.02,1.1,0.0
61,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,Watch the Real Ghostbusters Everyone else always complains the entire time and ruins the experience,0.01,0.03,3.3,0.0
62,Go out to eat at a restaurant with my mom sister and friend,Make shopping lists of stuff I will never buy on Amazon,0.02,0.03,3.3,0.0
63,Daydream about the future,Go out to the movies and watching a new movie with a friend,0.03,0.03,3.3,1.0
64,Go over to a friends place and acting like children again IE in pajamas with finger foods watching old cartoons,Play video games,0.04,0.03,1.1,0.0
